@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___5_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___90_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___15_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___30_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___90_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___120_min                        numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___90_min                                numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE wt_plus_gamma_30_min                                             numeric
@ATTRIBUTE wt_plus_gamma_45_min                                             numeric
@ATTRIBUTE wt_plus_gamma_60_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE wt_plus_gamma_120_min                                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___30_min                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___90_min                            numeric
@ATTRIBUTE mec1_plus_gamma_5_min                                            numeric
@ATTRIBUTE mec1_plus_gamma_30_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_45_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_60_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_120_min                                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___5_min                           numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___30_min                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___60_min                          numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison                    numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2                 numeric
@ATTRIBUTE DES460_genomic_DNA_vs_MHY26_dun1_genomic_DNA                     numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type___log_phase                          numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
0.14,0.296,-0.039,-0.364,0.26,-0.176,0.514,0.316,0.537,0.395,0.441,0.423,-0.106,0.247,0.188,0.275,0.353,0.573,-0.317,0.235,0.339,-0.184,-0.052,0.334,0.365,0.413,0.455,0.139,-0.09,0.162,0.388,-0.198,0.209,-0.133,-0.179,0.001,-0.249,?,-0.014,11/02/03/01@11/02/03/04
0.029,-0.019,0.047,0.014,0.062,-0.424,-0.364,0.06,0.033,-0.043,-0.082,-0.038,-0.263,0.045,-0.239,0.09,-0.041,-0.205,-0.212,-0.107,0.129,0.179,0.034,-0.122,-0.138,0.428,-0.35,-0.127,0.507,0.068,0.217,-0.53,-0.487,-0.531,0.047,0.144,0.299,0.269,-0.39,10/01/05@11/02/03/01@11/02/03/04
-0.02,0.201,0.347,0.263,0.56,0.124,0.134,0.198,0.287,0.121,0.415,0.325,0.538,-0.105,-0.4,-0.168,-0.265,-0.257,-0.363,-0.186,0.079,?,-0.702,-0.186,0.203,-0.233,-0.061,-0.168,0.013,-0.124,-0.097,-0.112,-0.16,-0.163,0.083,0.349,-0.338,?,0.121,11/02/03/01@11/02/03/04
-0.35,-0.28,-0.049,-0.156,-0.19,0.19,-0.925,-0.47,-0.44,-0.29,-0.36,-0.12,-0.45,-0.11,-0.02,-0.37,-0.19,-0.13,0.01,-0.21,0,0.29,-0.595,-0.61,-0.6,-0.31,-0.36,-0.11,0.786,0.02,-0.02,-1.041,-0.992,-0.28,-0.21,0.01,-0.41,0.486,-0.2,11/02/03/01@11/02/03/04
-0.22,-0.116,0.058,-0.047,-0.294,-0.48,-0.338,0.204,0.331,0.338,0.35,0.101,-0.42,0.004,-0.106,-0.123,0.037,-0.308,-0.427,-0.249,-0.121,0.048,-0.438,-0.138,-0.171,-0.239,-0.053,-0.214,0.828,-0.134,-0.137,-0.663,-0.783,-0.342,-0.066,0.098,0.382,0.299,0.101,11/02/03/01@11/02/03/04
?,-0.078,-0.121,-0.2,-0.273,0.191,0.019,-0.178,0.179,0.148,0,0.036,-0.071,?,-0.23,-0.094,-0.237,-0.356,-0.279,-0.39,0.195,0.485,0.203,-0.13,0.022,0.043,0.086,-0.005,0.492,0.414,0.238,0.235,0.134,-0.311,-0.051,0.101,-0.409,0.103,-0.109,01/05/25@02/19@11/02/03/01@11/02/03/04@34/11/03/07@43/01/03/05
-0.052,-0.16,-0.21,-0.452,-0.346,0.124,0.21,0.179,0.168,-0.029,0.145,0.019,0.035,0.308,-0.388,0.048,-0.16,0.078,-0.68,-0.62,-0.33,-0.52,-0.455,0.059,-0.046,0.233,0.032,0.075,-0.822,-0.884,-0.729,0.748,0.629,0.52,-0.097,0.186,-0.143,-0.648,0,11/02/03/01@11/02/03/04
0.091,0.318,0.334,0.618,0.557,-0.01,-0.103,-0.176,-0.209,-0.032,-0.096,-0.831,0.311,0.267,0.03,-0.358,-0.265,-0.381,0.027,-0.028,-0.099,-0.544,-0.227,0.413,-0.038,-0.251,-0.296,-0.501,-0.659,0.158,0.047,0.687,1.22,0.566,-0.185,0.203,0.478,-0.086,-0.395,01/05/25@10/03/02@11/02/03/01@11/02/03/04@18/02/01
-0.22,-0.03,-0.22,-0.07,0.137,0.13,0.043,-0.357,0.294,-0.12,0.12,0.188,0.03,0.47,0.51,0.35,0,0.71,0.54,0.49,0.35,0.51,0.49,0.25,0.17,0.34,-0.71,0.23,0.69,0.62,0.82,0.262,0.078,-0.13,-0.14,-0.15,-0.26,?,0.2,01/05/25@11/02/03/01@11/02/03/04@34/11/03/07@43/01/03/09
0.145,0.06,-0.58,-0.54,-0.58,-0.089,0.751,-0.01,0.72,1.004,0.725,0.443,0.163,0.506,0.121,0.285,0.374,0.349,-0.671,-0.142,0.274,-0.16,0.231,0.352,0.669,0.227,0.067,-0.174,-0.307,0.297,-0.246,0.577,0.639,0.233,-0.193,0.103,0.45,-0.087,-0.299,11/02/03/01/04@11/02/03/04
0.102,-0.593,-0.671,-0.799,-0.474,0.572,0.002,-0.426,0.029,0.041,-0.052,-0.042,0.216,-1.41,-0.936,-0.622,-0.664,-0.499,-0.54,-0.64,-1.228,0.044,-0.459,-0.74,0.381,0.098,0.316,-0.244,-1.672,0.09,-0.127,-0.803,-1.742,-1.61,-0.178,0.199,0.187,0.517,0.349,01/03@11/02/01@11/02/02@16/01@16/03/01
-0.157,-0.295,-0.487,-0.361,-0.157,0.2,0.278,-0.106,0.421,0.348,0.325,0.27,0.045,-0.44,-0.197,0.174,0.542,0.943,0.287,0.537,-0.427,0.584,0.201,-0.902,0.457,0.195,0.088,0.044,-0.224,0.516,0.056,-0.638,-1.437,-0.511,0.774,-0.704,0.532,?,0.129,11/02/01@11/02/02@16/03/01
-0.09,-0.91,-0.549,-0.671,-0.466,0.423,-0.04,-0.47,-0.227,-0.063,-0.038,-0.063,0.176,-0.453,-0.498,-0.161,-0.003,-0.174,-0.16,0.726,-0.392,0.711,0.257,-0.908,0.182,-0.111,0.276,-0.203,?,0.564,0.417,-1.099,-1.371,-0.718,0.052,0.146,1.472,0.65,0.356,11/02/01@11/02/02@16/03/01
-0.361,-0.14,0.03,0.02,0.07,-0.067,0.14,0.07,0.23,-0.02,0.47,0.16,-0.087,0.45,0.18,0.08,-0.03,0.31,0.03,0.46,0.133,0.13,0.161,0.6,0.36,0.26,0.29,0.18,0.657,?,0.375,0.01,-0.31,0.09,-0.11,0.034,0.142,?,0.16,11/02/03/01@11/02/03/04@32/01
0.083,-0.243,-0.713,-0.641,-0.906,0.136,0.148,-0.116,-0.287,-0.639,-0.501,-0.24,-0.139,-0.752,-0.892,-0.676,-0.525,-0.263,-0.278,-0.005,-0.804,0.658,-0.025,-0.646,0.252,0.391,0.417,0.215,-1.241,-0.206,-0.206,-1.037,-1.498,-1.367,-0.117,0.162,-0.338,?,1.139,11/02/01@11/02/02@11/02/03/01@16/01@16/03/01
-0.181,-0.756,-0.779,-0.589,-0.794,0.586,0.549,-0.06,0.037,0.036,0.221,0.012,-0.128,-2.28,?,-0.363,0.542,?,-2.232,-0.645,-0.972,-0.276,-0.32,?,?,?,0.342,?,?,-0.301,-0.168,-0.737,-1.449,-1.166,?,0.311,-0.672,-0.229,0.17,11/02/01@11/02/02@11/02/03/01@16/01@16/03/01
-0.063,-0.49,-1.03,-0.6,-1.16,0.719,0.55,0.01,0.44,0.4,0.34,0.24,-0.069,-0.52,-0.72,-0.45,-0.26,-0.29,-0.81,-1,-0.951,-0.545,-0.871,-0.57,0.35,0.19,0.08,-0.02,-2.102,-0.517,-0.855,-0.32,-0.82,-0.78,-0.1,0.303,0.072,-0.104,0.49,11/02/01@11/02/02@11/02/03/01@16/01@16/03/01
-0.332,-0.1,0.12,-0.34,-0.09,-0.927,-0.52,0.07,-0.25,-0.33,-0.19,0,-0.599,-0.187,0.056,0.126,0.16,-0.31,-0.211,-0.738,-0.234,0.186,1.001,0.164,0.273,-0.203,0.073,-0.062,0.129,-0.121,0.102,-0.95,-0.68,0.15,-0.04,0.202,0.517,0.341,-0.079,11/02/03/01@11/02/03/04@18/02/09@34/11/03/07@41/01/01
0.046,-0.619,-0.774,-0.508,-0.564,0.866,0.366,0.148,0.07,0.152,0.112,?,0.08,-1.129,-0.553,-0.369,0.044,0.183,-0.1,-0.379,-1.384,0.132,-0.125,-0.987,1.018,0.584,0.757,0.483,-2.045,0.228,-0.352,-0.2,-1.165,-0.592,-0.262,0.099,0.451,0.006,0.639,11/02/01@11/02/02@16/01@16/03/01
0.15,0.304,0.087,-0.049,0.004,0.07,-0.287,-0.089,-0.071,-0.096,-0.117,-0.037,0.16,0.076,0.012,-0.141,-0.434,-0.393,-0.317,-0.688,0.007,0.098,0,-0.204,-0.141,-0.309,0.004,-0.375,0.111,0.114,-0.187,-0.263,0.105,-0.423,-0.017,0.295,0.108,-0.199,-0.107,11/02/03/01/01@11/02/03/04
0.081,0.065,-0.362,-0.249,-0.088,0.474,0.274,0.154,0.779,0.531,0.37,0.312,0.053,0.058,0.156,0.202,0.076,-0.194,-0.265,-0.016,0.091,0.104,-0.09,0.093,0.377,-0.286,0.128,-0.105,-0.101,0.137,0.178,0.343,0.045,-0.071,-0.127,0.211,-0.012,0.202,0.004,11/02/03/01/01@11/02/03/04@16/01
0.011,0.4,0.161,0.145,0.097,0.042,0.26,-0.005,0.211,-0.305,-0.024,0.399,-0.304,0.656,0.573,?,?,0.784,?,0.731,0.02,-0.009,-0.25,0.385,0.363,0.141,?,0.177,-0.242,0.074,0.119,-0.745,-0.266,-0.011,-0.257,0.057,-0.276,0.022,?,10/03/01/01/01@11/02/03/01/01@11/02/03/04
-0.094,0.148,0.14,0.143,0.225,0.311,0.455,0.351,0.729,0.546,0.598,0.542,0.228,1.12,0.04,0.161,0.354,0.027,-0.275,-0.149,-0.15,0.008,-0.391,0.452,0.841,0.723,0.546,0.789,0.115,-0.08,-0.078,-0.421,-0.821,-0.194,0.866,-0.514,0.123,0.134,0.095,10/01/09/05@10/03/01/01/01@11/02/03/01/01@11/02/03/04@14/07/04@42/10/03
-0.373,0.032,-0.01,0.109,-0.018,0.275,0.412,0.284,0.499,0.345,0.443,0.26,0.216,-0.245,-0.397,-0.372,-0.335,0.028,-0.32,0.012,-0.382,0.063,0.046,-0.181,0.183,0.088,0.133,-0.286,-0.042,0.479,0.543,0.231,-0.091,-0.092,-0.165,0.113,0.016,0.24,-0.164,11/02/03/04
0.215,0.107,-0.052,-0.159,0.09,0.289,0.191,0.086,0.415,0.497,0.405,0.421,0.227,0.201,-0.069,0.166,0.317,0.073,-0.162,-0.014,0.01,0.113,-0.514,0.143,-0.051,-0.279,-0.314,-0.165,0.117,0.529,0.466,0.091,-0.098,-0.469,?,-0.424,-0.271,0.101,-0.098,10/01/09/05@10/03/01/01/01@11/02/03/01/01@11/02/03/04@14/07/04@42/10/03
-0.239,-0.661,-0.327,-0.531,-0.371,-0.298,-0.126,0.12,0.357,0.064,?,0.278,-0.079,0.251,-0.044,-0.009,0.113,-0.063,-0.377,-0.262,-0.306,-0.091,-0.484,-0.345,0.442,-0.467,-0.202,-0.178,-0.557,-0.129,-0.576,0.152,-0.247,-0.243,-0.073,0.261,0.883,0.372,-0.189,10/03/01/01/01@11/02/03/01/01@11/02/03/04
0.012,0.15,-0.12,-0.1,-0.17,-0.32,-0.29,-0.2,-0.06,-0.13,-0.26,-0.17,-0.559,-0.439,-0.129,0.42,-0.251,-0.714,-0.368,-0.218,0.321,0.198,0.325,-0.318,0.196,-0.395,-0.175,-0.192,0.481,?,0.236,-0.14,-0.39,-0.43,0.128,0.084,0.16,0.112,-0.168,10/01/09/05@10/03/01/01/01@11/02/03/01/01@11/02/03/04@14/07/04@42/10/03
0.159,-0.335,-0.729,-0.783,-1.053,0.441,0.19,-0.101,0.121,0.097,-0.04,-0.136,-0.364,-0.531,-0.679,-0.437,-0.52,-0.697,-0.852,-0.689,-0.596,-0.104,-0.389,-0.219,0.307,-0.068,0.113,-0.004,-0.802,-0.071,-0.329,-0.161,-0.529,-0.641,-0.017,0.232,0.03,-0.192,0.047,10/01/09/05@11/02/01@11/02/02@11/02/03/01/01@11/02/03/04/01@14/07/03@16/01@16/03/01@18/02/09@42/10/03
0.139,0.264,0.098,0.235,0.407,0.201,0.224,0.213,0.506,0.345,0.367,0.506,-0.002,0.313,0.124,0.183,0.231,-0.187,-0.063,0.014,-0.041,0.168,-0.153,0.153,0.226,-0.157,-0.213,-0.395,0.499,-0.342,-0.069,0.174,-0.127,-0.005,0.05,0.268,0.356,-0.069,0.116,11/02/03/01/01@11/02/03/04
0.04,0.078,-0.056,0.092,0.182,0.36,0.398,0.3,0.714,0.961,0.609,0.62,0.12,-0.005,-0.192,0.027,-0.148,-0.034,-0.446,-0.391,-0.066,-0.101,-0.439,-0.261,-0.022,-0.255,-0.1,-0.11,-0.23,-0.003,-0.207,0.557,0.241,-0.44,-0.19,0.112,-0.165,-0.036,-0.366,11/02/03/01/01@11/02/03/04
0.533,0.634,0.188,-0.075,0.386,0.481,0.481,0.191,0.778,0.474,0.539,0.638,0.212,0.017,-0.207,0.012,-0.649,-0.324,-0.595,-0.406,0.133,?,-0.363,-0.139,-0.206,-0.388,-0.192,-0.147,-0.313,-0.4,-0.121,-0.286,-0.601,-0.753,-0.04,0.143,?,?,0.344,01/04/04@01/05/25@10/01/09/05@10/03/01/01/01@11/02/03/01/01@11/02/03/04@34/11/03/07
-0.1,0.135,0.229,0.48,0.711,0.492,0.483,0.309,0.577,0.781,0.48,0.527,0.428,0.257,0.129,0.132,0.262,0.06,-0.021,-0.129,-0.087,0.172,-0.37,0.224,0.334,-0.133,-0.096,0.159,-0.131,-0.039,-0.246,0.27,0.011,-0.333,-0.122,?,0.098,-0.363,-0.054,11/02/03/01/01@11/02/03/04
-0.056,0.173,0.382,0.281,0.281,0.112,0.363,0.461,0.763,0.793,0.785,0.572,0.034,0.648,0.441,0.345,0.141,0.199,0.067,0.401,0.408,0.327,0.285,0.27,?,0.145,0.248,?,0.414,0.269,0.128,0.622,0.288,1.019,0.633,-0.743,-0.183,?,-0.076,10/01/05/01@11/02/03/01/01@11/02/03/04@14/10
0.083,-0.313,-0.025,0.159,0.145,?,-0.149,0,?,0.232,-0.091,-0.113,0.135,-0.675,-0.627,-0.67,0.063,0.006,0.272,-0.137,-0.315,0.346,-0.01,-0.35,-0.185,-0.13,0.092,-0.19,-0.59,0.509,0.225,0.121,-0.168,-0.379,-0.202,0.117,-0.168,?,-0.15,10/01/05/01@11/02/03/01/01@11/02/03/04@16/01
0.093,0.119,0.25,0.377,0.521,-0.054,0.116,0.008,0.162,0.128,0.303,0.218,0.534,-0.017,-0.16,-0.127,-0.158,-0.291,-0.576,-0.361,0.213,0.199,-0.366,0.14,-0.422,-0.563,-0.576,-0.09,0.455,-0.151,-0.069,-0.008,-0.533,-0.395,0.066,0.178,-0.151,-0.033,-0.258,10/01/05/01@11/02/03/01/01@11/02/03/04@12/04@16/01
-0.221,-0.498,-0.475,-0.838,-0.692,0.394,0.131,-0.038,0.139,0.061,0.084,0.026,0.037,-0.397,-0.103,-0.251,-0.144,-0.167,-0.734,-0.496,-0.297,-0.455,-0.519,-0.257,0.415,-0.122,-0.223,-0.128,-1.533,-0.007,-0.258,0.394,-0.129,-0.185,-0.065,0.166,?,-0.286,-0.039,11/02/01@11/02/02@11/02/03/01
-0.04,0.088,-0.19,0.006,0.024,0.32,0.276,0.084,0.456,0.58,0.351,0.429,0.47,-0.036,0.318,0.242,0.024,0.347,-0.345,-0.191,0.061,-0.233,-0.213,0.014,0.137,-0.239,-0.118,-0.192,?,0.112,-0.272,0.367,-0.334,-0.427,-0.183,0.105,0.352,-0.264,-0.177,11/02/01@11/02/02@11/02/03/01
?,0.146,-0.338,-0.347,-0.399,?,0.136,0.171,0.386,0.512,0.347,0.319,?,0.531,0.301,0.174,0.191,0.469,-0.267,0.93,0.125,0.645,0.311,0.096,0.095,-0.045,0.502,0.22,-0.059,0.3,0.137,0.351,0.079,-0.194,-0.129,0.115,-0.325,?,0.019,11/02/01@11/02/02@11/02/03/01
0.188,0.19,0.02,-0.06,0.16,0.49,0.13,0.06,0.11,0.1,0.12,0.31,0.171,0.722,0.643,-0.29,0.84,-0.23,0.449,-0.09,0.29,0.52,0.11,0.755,0.06,0.215,0.421,0.04,-0.4,?,0.394,-2.26,-0.68,-0.22,-0.03,-0.1,-0.23,0.123,0.7,11/02/01@11/02/02@11/02/03/01
-0.114,0.01,0.151,-0.019,-0.073,0.195,0.24,0.438,0.642,0.57,0.707,0.275,?,-0.088,-0.082,0.031,-0.084,0.29,-0.227,0.212,0.01,0.511,0.511,-0.158,0.415,0.352,0.201,0.222,0.471,-0.031,0.528,0.048,0.259,0.644,0.643,-0.714,0.15,?,-0.048,11/02/01@11/02/02@11/02/03/01
0.01,-0.03,-0.16,-0.11,-0.13,-0.06,0.13,0.03,-0.39,0.13,0.11,-0.06,0,-0.05,-0.1,-0.05,0.07,-0.09,-0.3,-0.32,0.23,0.21,-0.294,-0.27,-0.17,-0.38,-0.27,-0.27,-0.17,-0.1,0.01,-0.07,-0.4,-0.19,-0.06,0.13,0.215,-0.33,-0.38,11/02/01@11/02/02@11/02/03/01@42/01
0.044,0.06,0.02,-0.31,-0.39,0.262,0.21,0.12,0.4,0.45,0.24,-0.06,-0.17,0.23,0.09,-0.09,-0.23,-0.25,-0.03,-0.13,0.332,0.967,0.358,-0.07,-0.13,-0.22,0.04,-0.31,0.542,?,0.629,-0.45,-0.44,-0.22,-0.14,0.105,1.163,0.447,-0.49,11/02/01@11/02/03/01/07@11/02/03/04
0.11,-0.138,-0.127,-0.131,-0.278,-0.2,-0.562,-0.488,-0.594,-0.342,-0.452,-0.416,-0.44,0.025,0.009,0.087,0.101,-0.005,0.128,0.105,0.126,0.443,0.002,0.21,0.063,-0.305,-0.142,-0.565,0.811,-0.195,0.159,0.768,0.399,0.133,-0.044,0.126,0.295,?,-0.119,01/06@10/01/09/05@11/02/03/04/01@32/01/06@34/11/09
