@RELATION 'eisen0.names'

@ATTRIBUTE alpha_14                                numeric
@ATTRIBUTE alpha_21                                numeric
@ATTRIBUTE alpha_28                                numeric
@ATTRIBUTE alpha_42                                numeric
@ATTRIBUTE alpha_49                                numeric
@ATTRIBUTE alpha_56                                numeric
@ATTRIBUTE alpha_63                                numeric
@ATTRIBUTE alpha_70                                numeric
@ATTRIBUTE alpha_91                                numeric
@ATTRIBUTE alpha_105                               numeric
@ATTRIBUTE alpha_112                               numeric
@ATTRIBUTE alpha_119                               numeric
@ATTRIBUTE elu_90                                  numeric
@ATTRIBUTE elu_120                                 numeric
@ATTRIBUTE elu_150                                 numeric
@ATTRIBUTE elu_180                                 numeric
@ATTRIBUTE elu_210                                 numeric
@ATTRIBUTE elu_240                                 numeric
@ATTRIBUTE elu_270                                 numeric
@ATTRIBUTE elu_330                                 numeric
@ATTRIBUTE elu_360                                 numeric
@ATTRIBUTE cdc15_10                                numeric
@ATTRIBUTE cdc15_90                                numeric
@ATTRIBUTE cdc15_150                               numeric
@ATTRIBUTE cdc15_170                               numeric
@ATTRIBUTE cdc15_190                               numeric
@ATTRIBUTE cdc15_230                               numeric
@ATTRIBUTE cdc15_250                               numeric
@ATTRIBUTE cdc15_270                               numeric
@ATTRIBUTE cdc15_290                               numeric
@ATTRIBUTE spo_0                                   numeric
@ATTRIBUTE spo5_2                                  numeric
@ATTRIBUTE spo__early                              numeric
@ATTRIBUTE heat_160                                numeric
@ATTRIBUTE dtt_30                                  numeric
@ATTRIBUTE cold_0                                  numeric
@ATTRIBUTE cold_160                                numeric
@ATTRIBUTE diau_540                                numeric
@ATTRIBUTE diau_660                                numeric
@ATTRIBUTE diau_900                                numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/05,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/18,30/05/02,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,43/03,99

@DATA
0.34,0.4,0.57,0.26,-0.34,-0.18,-0.23,-0.14,-0.36,-0.43,-0.06,-0.23,-0.09,?,0.46,?,0.03,0.29,0.31,0.11,-0.07,0.55,0.19,0.39,0.01,-0.27,-1.43,-0.3,-0.42,-0.4,-0.4,-0.22,-0.69,0.07,-1.09,-0.36,0.18,-0.04,?,-0.29,01/02/02@01/06/02/02@01/06/02/03
0.86,0.52,0.6,0.62,0.11,0.63,0.48,0.23,-0.86,-0.56,0.2,-0.06,0.08,0.76,0.63,0.39,0.24,0.2,0.14,-0.01,-0.4,0.12,0.48,-0.64,-0.97,-0.22,-0.38,-0.36,-0.62,-0.34,-0.15,-1.09,0.04,0.11,-0.81,0.19,-0.3,0.19,0.46,-0.22,01/05/02/07@01/05/03@10/03/01@32/01@40/10@40/20@42/04/05@42/16
-0.27,-0.09,0.12,0.31,-0.14,0.12,-0.38,-0.07,-0.18,-0.29,-0.09,-0.23,0.11,0.19,-0.25,-0.2,-0.58,-0.49,-0.49,-0.67,-0.2,0.42,0.21,0.07,-0.04,-0.23,0.06,-0.47,-0.64,-0.58,-0.34,-1.18,-0.64,0.78,-0.94,-0.54,-0.23,-0.06,-0.23,-1.15,10/03/01@18/02/01
0.9,0.8,0.9,0.4,0.71,0.76,0.54,0.53,0.49,1.01,0.33,0.12,0.04,-0.27,-0.56,-0.64,-0.47,-0.62,-0.76,-0.56,-0.84,-0.64,-0.45,-0.06,0.04,-0.76,0.1,-0.06,-0.07,0.14,-0.14,0.32,-0.12,0.16,-0.18,0.59,0.49,-0.17,-0.17,-0.27,01/01@20/01/07@20/09/18
3.01,0.86,0.16,0.14,0.16,-0.2,-0.22,-0.34,0.77,0.15,0.04,?,-0.97,-0.62,-0.36,0.24,-0.69,-0.32,-0.71,-0.86,-0.92,-1.03,-0.69,0.8,-0.89,-1.03,0.65,-1.18,-0.32,-0.97,-0.71,-1.12,0.38,0.1,-0.51,-0.09,0.14,-1.03,-0.62,-0.23,34/11/03/07@40/01@41/01/01
-0.45,-0.23,-0.03,0.01,0.1,0.03,-0.23,-0.3,-0.22,0.08,0.04,-0.14,0.15,-0.34,-0.14,-0.1,-0.32,-0.36,-0.42,-0.3,-0.23,-0.51,-0.27,-0.58,-0.29,-0.42,-0.51,-0.4,-0.79,-0.45,-0.4,-0.32,0.42,0.18,-0.43,-0.14,-0.17,-1.12,0.15,-0.01,42/01
0.01,0.2,0.1,0.16,0.29,-0.17,-0.22,-0.18,-0.22,-0.34,-1.6,-0.17,0.26,0.28,-0.12,0.03,-0.29,-0.42,-0.56,-0.4,-0.2,-0.43,-0.4,0.49,-0.12,-0.4,0.01,-0.34,-0.25,-0.03,-0.25,0.32,0.32,0.14,0.31,-0.27,-0.79,0.08,0.18,0.14,14/10@34/01/01/03
-0.3,-0.2,-0.36,-0.56,-0.23,-0.01,-0.01,-0.27,-0.47,-0.14,-0.14,-0.32,-0.18,-0.03,0.32,0.15,0.14,0.06,0.21,-0.17,-0.18,0.14,-0.03,-0.04,-0.17,0.04,0.28,-0.06,-0.36,?,-0.06,-0.47,0.12,0.26,-0.14,-0.01,-0.04,-0.38,-0.62,-0.51,01/02/07@11/02/03/04@20/01/01/07@32/07
-0.43,-0.04,-0.4,-0.43,-0.09,0.11,0.12,0.36,-0.18,0.06,-0.23,0.16,-0.97,-0.2,0.1,0.25,0.21,?,0.18,-0.09,-0.2,0.08,-0.32,-0.2,-0.1,-0.22,0.23,-0.29,-0.3,-0.4,0.14,-0.18,-0.14,-0.09,-0.3,-0.56,-0.34,-0.36,-0.47,-0.34,14/04@16/01@16/19/05@20/01/10@20/09/05
-0.58,-0.42,-0.49,-0.17,0.16,-0.4,-0.1,-0.94,-0.06,0.2,0.08,0.41,-0.58,-0.36,0.23,0.63,-0.09,-0.23,-0.4,0.03,-0.47,0.08,-0.49,0.71,1.28,-1.36,-0.1,-0.71,0.21,-0.97,-0.29,-0.09,0.08,-0.4,0.55,-0.62,-0.36,-0.03,?,-0.23,11/04/03@12/07
-0.3,-0.34,-0.86,-0.22,0.2,0.08,0.32,?,-0.34,-0.01,-0.17,0.07,-1.03,-0.06,-0.14,0.16,-0.23,-0.3,0.04,-0.06,-0.22,-0.67,-0.17,-0.34,-0.47,-0.2,-0.27,-0.42,-0.47,-0.4,0.15,0.25,0.54,0.06,0.18,-0.71,-0.06,-0.51,-0.23,-0.58,10/01/05/01@11/02/03/01/01@11/02/03/04@14/10
-0.34,-0.97,-0.32,-0.27,0.08,-0.36,0.14,-0.42,-0.3,0.3,-0.1,-0.01,-0.15,-0.3,-0.34,0.07,0.14,0.01,-0.25,0.63,-0.4,0.37,-0.62,0.01,-0.12,?,0.85,-0.14,-0.18,-0.17,-0.09,0.33,-0.18,-0.74,0.16,-0.58,-0.45,-0.22,0.3,-0.29,11/02/03/01@11/02/03/04@32/01
-0.29,-0.47,-0.32,-0.32,-0.32,0.07,-0.07,0.06,-0.25,0.08,-0.17,0.14,0.2,-0.22,-0.25,-0.09,-0.54,-0.3,-0.62,-0.36,-0.84,-0.18,-0.29,-0.32,0.43,0.24,0.56,-0.23,-0.34,-0.36,0.42,-0.49,-0.84,0.99,-0.49,-0.4,-0.36,-0.14,0.4,-0.25,11/04/03/01@16/03/03
0.14,-0.3,0.11,0.18,0.3,0.04,-0.09,-0.17,0.01,0.33,-0.23,0.12,-0.47,-0.17,-0.1,-0.29,-0.42,-0.2,-0.3,-0.25,-0.23,?,-1.03,0.88,0.85,-1,0.68,-1.56,-0.2,-1,-0.06,-0.36,0.39,0.32,-0.32,0.08,0.24,-0.3,0.29,-0.43,14/04@20/01/10@20/09/04@42/16
0.06,-0.45,-0.01,0.3,0.23,0.08,0.03,-0.17,-0.04,-0.23,0.14,-0.32,-0.03,0.23,-0.09,0.1,-0.3,-0.29,-0.49,-0.56,-0.69,0.15,-0.29,-0.15,-0.18,-0.22,0.42,-0.09,-0.23,-0.01,-0.51,-0.58,0.12,1.88,-0.32,-0.47,-0.14,-0.23,0.03,-0.36,11/02/03/01@11/02/03/04
-0.32,-0.18,?,-0.01,-0.2,-0.15,-0.04,-0.67,-0.29,-0.18,-0.07,-0.2,0.25,0.2,-0.03,?,-0.25,-0.36,-0.15,-0.43,-0.38,0.34,-0.4,0.57,1.47,-0.47,0.31,0.07,-0.32,0.12,-0.22,0.25,0.18,2.06,0.6,-0.29,0.19,-0.06,-0.14,-0.1,11/04/03/01
0.21,0.19,0.4,-0.32,0.19,0.4,-0.27,0.98,0.03,0.57,-0.32,?,0.2,0.15,-0.14,-0.18,0.14,-0.01,0.06,-0.09,0.11,-0.09,-0.25,-0.1,-0.22,-0.32,-0.32,-0.32,-0.58,-0.4,0.23,-0.43,0.2,-0.43,-0.45,-0.09,-0.2,-0.43,-0.07,-0.2,01/03/04@01/03/10@11/06/02
-0.43,-0.18,-0.12,-0.09,-0.51,-0.23,-0.23,-0.25,-0.32,-0.3,-0.54,-0.43,0.21,-0.32,0.2,0.21,0.19,-0.01,0.01,0.15,-0.09,-0.64,-0.27,-0.01,0.41,-0.2,0.24,-0.47,-0.49,-0.4,?,0.04,0.54,-0.23,-0.74,-0.67,-0.81,0.08,0.01,0.24,01/06/02/02@14/04@20/09/07/03@40/10@40/20
-0.17,-0.81,-0.17,0.15,?,-0.06,-0.22,-0.14,-0.76,-0.18,0.16,?,-0.4,-0.17,-0.01,-0.43,0.08,?,-0.17,-0.03,-0.03,-0.04,-0.6,0.75,-0.36,-1.22,?,-0.56,-0.07,-0.36,-0.43,?,-0.29,0.21,0.16,0.18,0.2,-0.32,-0.38,-0.22,20/09/16/09/03@43/01/03/09
0.3,0.56,-0.03,-0.22,0.21,-0.1,-0.32,-0.06,-0.29,-0.1,-0.2,-0.42,-0.18,-0.27,-0.3,-0.17,-0.34,-0.76,-0.69,-1,-0.64,0.2,-1.12,0.33,-2,-1.74,-0.27,-2.74,0.21,0.23,-0.04,-0.17,-0.43,0.5,0.42,0.12,1.11,-0.3,-0.2,-0.2,14/04@20/01/21@20/09/01@20/09/13
0.04,-0.23,-0.04,-0.09,-0.49,-0.45,-0.14,0.1,-0.6,-0.76,-0.22,-0.34,?,-0.01,-0.47,-0.15,-0.18,-0.18,-0.27,-0.3,-1.36,0.04,-0.86,0.12,-0.3,-0.89,-1.25,-0.43,-0.3,-0.54,-0.17,-0.15,-0.14,0.42,0.32,0.21,0.86,-0.12,-0.23,-0.17,01/06
1.12,0.26,0.08,-0.03,-0.17,-0.18,0.24,-0.27,-0.69,0.07,0.31,0.77,-0.34,0.01,-0.07,-0.81,-0.04,-0.14,-0.22,-0.09,0.07,0.28,-0.81,0.86,0.03,-1.74,-0.6,-1.56,-0.89,-2,-0.3,0.38,-0.09,-0.01,0.53,-0.17,-0.25,-0.06,-0.2,-0.27,16/01@20/09/07@20/09/14@20/09/18/09/01@32/01/03@34/11/03/07@40/01@42/04@43/01/03/05
0.08,-0.15,0.2,0.18,0.43,0.06,0.1,0.07,-0.14,0.03,0.03,0.2,-0.23,-0.18,-0.34,-0.47,-0.27,-0.04,0.07,-0.04,-0.34,-0.79,-4.64,-0.23,-0.22,-2.56,-0.3,-0.4,-0.47,-0.4,-0.06,0.33,0.23,1.15,-0.84,-0.15,-1,-0.23,-0.1,-0.2,01/05/02@01/05/03@14/07/02/02
1.01,1.14,0.45,-0.64,0.15,-1.09,0.44,0.04,0.03,-0.12,-0.6,-0.3,0.06,0.59,0.51,0.4,0.16,-0.07,0.11,-0.67,-0.79,-0.94,-3.18,0.36,0.32,-2.74,-1.25,-0.67,-0.62,-0.89,0.01,0.46,2.35,-0.2,-0.42,-0.4,-0.74,-0.49,-0.49,-0.51,10/01/03/03@10/01/03/05
-0.45,?,-0.45,-0.29,0.04,-0.07,0.46,0.12,0.1,0.38,?,0.34,0.44,0.6,0.77,0.64,0.65,0.38,0.4,0.42,0.32,-0.25,-0.47,-0.14,?,0.11,0.62,-0.29,-0.3,-0.3,0.32,-0.2,0.14,0.14,-0.18,0.49,-0.03,0.18,0.59,-0.17,01/05/25@10/01/09/05@11/02/03/04@34/11/03/07
-1.12,-0.25,-0.27,-0.03,-0.3,-0.56,-0.34,-0.84,-0.06,-0.34,-0.17,-0.34,0.1,?,0.18,0.21,0.23,0.19,0.49,-0.01,0.04,-0.38,0.14,0.07,0.38,0.31,0.08,-0.56,-0.67,-0.6,-0.14,-0.45,0.85,?,-0.62,0.36,1.32,0.29,0.04,-0.04,16/03/03@40/01/05@43/01/03/05
-0.62,-0.3,-0.4,0.03,-0.17,0.07,0.01,-0.07,-0.32,-0.01,-0.62,-0.06,0.26,0.34,0.5,0.19,0.12,0.19,0.18,-0.2,0.07,-0.32,0.3,0.08,0.08,0.06,-0.01,-0.58,-0.6,-0.38,-0.1,0.21,0.34,0.04,-0.47,0.97,1.05,0.3,0.29,-0.6,01/06/06/11@01/20
-1.12,-0.94,-0.43,0.41,0.28,0.07,0.21,-1.06,-0.01,0.23,-0.07,0.16,0.07,-0.2,-0.15,0.18,0.23,0.12,0.06,0.25,-0.36,0.04,-0.09,0.65,0.7,?,0.38,-0.51,-0.2,-0.64,0.12,-0.45,0.77,0.18,-1.47,0.32,0.06,-0.56,-0.04,-0.22,14/04
0.15,0.5,0.19,0.19,0.39,-0.14,-0.03,0.26,0.51,0.91,-0.07,0.06,-0.01,0.31,0.32,0.43,-0.01,0.11,0.36,0.36,-0.94,?,-0.81,0.65,0.49,?,0.03,-0.79,-0.2,-1,0.26,-0.04,0.15,-0.79,-0.67,0.28,0.23,0.21,0.51,-0.07,01/05/09/04@42/01
0.15,-0.12,-0.1,-0.04,0.06,-0.14,-0.25,-0.04,-0.62,-0.15,0.14,-0.3,0.36,0.12,-0.17,-0.09,-0.15,-0.49,-0.36,-0.17,-0.36,0.2,0.28,0.31,0.4,0.36,-0.97,0.36,0.26,0.25,-0.3,-0.62,-0.14,0.2,-0.27,-0.12,-0.06,?,0.25,-0.2,11/02/03/01@11/02/03/04
-0.56,-0.2,-0.07,-0.06,-0.15,-0.12,-0.17,0.03,-0.22,0.12,-0.38,-0.07,-0.34,-0.32,-0.34,-0.12,-0.14,0.19,0.01,0.07,-0.2,0.08,-0.18,-0.23,0.18,-0.01,-0.54,0.11,-0.22,-0.03,-0.09,-0.67,?,-0.06,0.15,-0.3,0.07,0.38,0.29,-0.27,10/01/09/05@42/10/03
-0.3,-0.23,-0.4,-0.04,-0.25,-0.22,-0.29,-0.25,-0.42,-0.1,-0.23,-0.01,0.26,-0.15,-0.15,-0.09,-0.15,-0.18,0.11,0.06,-0.43,-0.47,0.1,0.24,0.8,-0.14,0.1,0.01,-0.1,-0.29,-0.07,0.14,-0.17,0.07,-0.04,0.66,0.93,0.23,0.34,-0.09,10/03/03@16/01@20/09/07/27@20/09/16/09/03@40/01@42/04@43/01/03/05
0.03,0.52,0.12,0.14,0.5,0.19,-0.04,0.07,-0.01,0.29,0.29,-0.06,0.03,0.01,-0.07,-0.09,0.03,-0.23,-0.14,-0.12,-0.06,-0.36,-0.43,1.71,0.03,-0.86,0.21,-0.92,-0.23,-0.3,-0.1,-0.58,0.11,0.01,-0.42,-0.29,0.28,-0.09,-0.34,-0.45,10/03/01/01/01@11/02/03/01/01@11/02/03/04
0.12,0.39,0.03,0.41,0.41,0.53,-0.17,-0.07,-0.03,-0.01,-0.07,-0.23,-0.14,-0.25,-0.67,-0.3,-0.47,-0.69,0.03,-0.34,-0.54,-0.62,-0.64,0.86,-0.09,-0.74,0.33,-1.22,0.12,-0.47,0.12,-0.56,-0.03,0.58,-0.34,-0.43,0.11,?,0.67,-0.27,01/04@10/03/01@10/03/03@14/07/03
0.03,0.07,0.34,0.2,0.23,0.36,-0.23,0.57,-0.17,?,-0.29,-0.06,0.12,-0.15,-0.27,-0.03,-0.22,-0.17,-0.07,-0.45,-0.2,-0.15,-0.07,0.01,0.32,-1.32,-0.1,-0.2,0.57,-0.2,-0.43,0.07,0.33,-0.64,-0.6,0.25,0.04,-0.09,-0.12,-0.23,10/01/02@10/01/03/05@10/01/05/01@10/01/05/03/01@10/01/05/03/03@10/01/09/05@10/01/11@10/03/01/01@10/03/04@16/01@16/03/01@16/19/03@34/05/01
0.32,0.38,0.08,0.2,0.21,-0.01,-0.32,-0.06,-0.07,-0.07,-0.43,?,?,0.3,0.12,-0.09,?,-0.01,-0.14,-0.15,-0.4,0.06,0.39,0.33,0.78,0.5,0.39,0.15,-0.32,0.19,-0.38,-0.27,-0.17,0.24,-0.22,-0.03,0.46,-0.47,-0.18,-0.29,01/05/25@20/01/03/01@20/03@20/09/16@20/09/18/07@34/11/12
0.52,-0.1,0.14,-0.01,-0.07,-0.07,0.16,0.04,-0.14,-0.14,-0.17,-0.12,-0.58,-0.29,-0.27,-0.2,-0.14,-0.25,-0.38,0.31,-0.18,0.43,0.38,0.58,-0.36,0.6,0.33,0.88,0.37,0.24,-0.1,0.46,0.18,0.12,-0.54,0.5,0.45,-0.34,-0.03,-0.3,01/05@20/01/03/01@20/03/02/02/01@20/09/18/07
0.21,-0.3,-0.03,-0.04,0.14,-0.38,-0.18,-0.49,-0.25,-0.29,-0.32,-0.25,0.14,0.07,-0.49,-0.25,-0.62,-0.29,-0.64,-0.32,-0.04,-0.32,-0.49,-0.71,-0.56,-0.34,-0.29,-0.54,-0.42,-0.64,-0.03,1.6,0.28,0.67,-0.14,0.07,0.91,-1.6,-0.74,-0.79,01/01/06/06/02@01/05@01/06/05@01/06/06/11@01/20/25@02/25
-0.14,-0.14,-0.22,0.1,-0.12,0.11,-0.09,0.21,-0.18,0.28,-0.22,0.03,0.42,0.5,0.32,0.1,0.29,0.14,-0.04,-0.04,0.08,0.6,0.24,0.5,0.32,0.36,0.41,0.57,0.01,0.15,-0.14,0.57,0.34,0.43,-0.97,-0.25,0.82,-0.25,-0.22,-0.29,01/01/13@01/02/07/03@10/03/01@11/02/03/04/03@14/07/05@14/13/01/01@16/01
-0.34,-0.79,-0.14,?,-0.3,-0.3,-0.51,-0.51,-0.38,-0.09,-0.49,0.26,0.18,0.03,0.07,0.03,0.11,0.14,0.04,-0.1,-0.01,-0.14,0.19,-0.12,-0.07,-0.2,-0.69,0.43,0.24,0.3,-0.18,-0.15,-0.29,0.76,-0.67,-0.49,0.59,-0.09,0.03,-0.4,11/02/03/01@11/02/03/04@11/04/02
-0.4,-0.07,-0.32,-0.76,-0.1,-0.09,0.07,0.04,-0.32,-0.1,-0.07,-0.15,?,-0.17,-0.01,?,0.11,0.11,-0.01,-0.18,0.19,0.3,-0.15,0.77,-0.12,-0.34,0.28,-0.14,-0.3,-0.4,0.25,0.11,0.04,0.81,-0.64,-0.17,0.38,-0.58,0.07,-0.58,99
-0.29,?,0.14,0.1,-0.22,0.01,0.15,0.1,-0.42,0.03,-0.18,-0.09,0.01,-0.32,-0.04,-0.01,-0.04,0.04,0.36,0.01,-0.36,-0.3,0.11,-0.27,0.18,-0.17,-0.25,-0.29,-0.45,-0.36,-0.54,-0.1,0.39,-0.32,0.58,0.16,0.11,-0.2,-0.18,-0.34,10/03/01/01/03@10/03/04/01@11/02/03/01@11/02/03/04@18/02/09
-0.1,-0.17,?,-0.03,0.08,-0.01,-0.42,-0.01,-0.04,-0.07,-0.06,0.23,-0.6,-0.42,-0.51,-0.17,-0.15,0.34,0.36,0.23,-0.07,-0.89,-0.45,-0.54,-0.23,-0.2,?,-0.43,-0.27,-0.6,-0.36,-0.43,0.97,0.14,-0.14,0.71,0.89,0.1,0.19,-0.3,01/03/16/01@01/03/16/03@10/01/05@10/03/01@11/04/01@11/04/03@43/01/03/05
0.28,0.52,0.43,0.12,0.24,0.03,-0.09,0.29,0.04,0.31,0.26,-0.01,0.07,-0.03,-0.03,-0.43,-0.54,-0.43,-0.47,-0.43,-0.54,-0.15,-0.43,-0.23,-0.27,-0.4,-0.07,-0.1,-0.49,-0.29,-0.3,-0.1,-0.34,?,-0.67,0.29,0.25,0.07,0.01,-0.04,14/04@20/09/07@20/09/13@42/01@42/25
-0.56,-0.58,-0.18,0.03,-0.47,-0.01,-0.04,-0.22,-0.47,-0.45,-0.23,-0.36,-0.42,?,-0.1,-0.79,-0.29,-0.25,-0.2,-0.4,-0.43,0.41,0.14,0.06,0.08,0.3,-1.51,-0.09,-0.3,-0.15,-0.27,-0.2,-1,1.37,-0.12,-0.3,0.51,-0.14,-0.17,-0.45,11/04/01
