@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___5_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___90_min                               numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___15_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___30_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___90_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___120_min                        numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___90_min                                numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE wt_plus_gamma_120_min                                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___60_min                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___90_min                            numeric
@ATTRIBUTE mec1_plus_gamma_30_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_60_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_120_min                                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___5_min                           numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1___log_phase_IR_time_=_0_sample                       numeric
@ATTRIBUTE DES459_mec1___log_phase_MMS_time_=_0_sample                      numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison                    numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2                 numeric
@ATTRIBUTE DES460_genomic_DNA_vs_MHY26_dun1_genomic_DNA                     numeric
@ATTRIBUTE pRS_ROX1_GAL_media                                               numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
-0.076,-0.41,-0.58,-0.27,-0.34,-0.03,0.04,-0.21,-0.04,-0.461,-0.3,-0.11,-0.18,-0.334,0.016,0.1,0.07,-0.07,0.524,-0.43,-0.121,-0.288,-0.01,0.159,-0.219,-0.191,11/02/01@11/02/03/01
0.01,-0.19,-0.07,0.03,0.02,0.16,0.22,0.18,0.2,0.06,0.19,0.09,0.29,0.41,0.41,0.21,-0.02,0.07,0.33,0.34,-0.21,-0.12,-0.19,0.02,0.037,0.21,01/05/25@10/01/09/05@11/02/03/04@34/11/03/07
-0.11,0.214,-0.341,0.238,-0.28,-0.1,-0.38,-0.12,0.17,-0.29,1.204,0.97,0.75,0.61,0.4,0.92,-0.07,0.55,0.13,-1.81,0.302,?,0.46,-0.07,0.02,0.402,01/05/25@10/01/09/05@11/02/03/04@34/11/03/07
?,0.04,-0.263,-0.085,0.2,-0.083,0.231,-0.089,0.063,0.038,0.274,-0.486,-0.119,0.205,0.432,-0.001,-0.024,-0.176,0.332,1.029,-0.27,-1.352,-0.075,0.074,-0.315,0.467,10/03/01/01/01@11/02/03/01/01@11/02/03/04
-0.405,0.229,0.36,-0.295,-0.327,0.171,0.186,0.037,-0.03,-0.918,-0.069,-0.148,-0.17,-0.756,0.093,-0.548,-0.395,0.229,-0.051,-1.301,-0.079,?,-0.086,0.24,?,0.098,11/02/03/01/01@11/02/03/04@32/05/01/03/03@34/01/01/01
0.27,0.785,0.972,0.016,0.176,0.409,0.401,0.203,0.254,0.78,0.569,0.139,0.326,-0.25,-0.027,0.129,0.002,0.239,-0.378,0.863,-0.369,-0.107,0.038,0.181,0.166,0.021,11/02/03/04@32/01/01@32/07/07
-0.171,-0.163,0.113,-0.042,0.065,-0.177,-0.219,-0.118,0.117,0.122,-0.226,-0.188,-0.283,-0.257,-0.283,0.045,0.199,0.113,0.12,-0.724,-0.47,-0.413,-0.142,0.258,0.23,0.27,10/01/05@10/01/09/05@10/03/04/05@11/02/03/01/04@11/02/03/04@16/17/09
0.288,0.051,-0.034,0.457,0.219,0.439,0.439,0.35,?,0.595,-0.016,-0.44,-0.18,-0.45,0.389,?,-0.117,0.117,-0.216,-0.339,-0.27,?,0.052,0.005,-0.425,-0.051,10/01/05/03/01@11/02/03/01/04@16/01@16/03/01
-0.04,-0.18,-0.27,-0.25,-0.25,-0.37,-0.34,-0.32,-0.36,-0.37,0.04,-0.25,-0.446,0.67,0.51,0.08,0.16,-0.19,0.425,0.31,0.05,0.23,-0.17,-0.02,0.92,0.28,01/03/16/01@10/03/01@11/02/03/04@11/04@34/11/03/07@43/01/03/05
0.011,0.125,0.118,-0.087,0.11,0.296,?,0.021,-0.036,0.228,-0.373,-0.383,-0.195,-0.11,0.22,0.251,0.128,0.097,0.025,0.005,0.053,0.234,0.774,-0.572,-0.357,0.043,01/03/16/01@10/03/01@11/02/03/04@11/04@34/11/03/07
-0.21,-0.352,-0.288,0.533,0.265,0.407,0.37,?,0.452,-0.199,0.21,-0.432,0.051,-0.561,-0.734,0.989,-0.08,0.225,-0.08,-0.05,0.195,-0.341,-0.053,0.113,0.49,0.149,11/02/03/01@11/02/03/04@18/02/09
0.247,0.06,-0.07,-0.31,-0.02,-0.23,-0.28,-0.21,-0.12,-0.156,-0.328,-0.111,-0.029,0.264,0.054,-0.63,-0.484,-0.129,0.643,-0.25,-0.357,-0.599,0.038,0.221,0.137,-0.204,11/02/03/04/03
0.091,-0.145,-0.657,-0.054,-0.208,0.367,0.219,-0.03,0.257,-0.13,-0.043,-0.461,-0.291,-0.297,0.046,0.215,-0.041,-0.165,0.15,-0.016,-0.178,-0.055,-0.046,0.153,-0.074,-0.201,99
-0.053,0.07,0.181,-0.31,-0.252,-0.117,-0.153,-0.192,0.002,-0.464,0.385,0.123,0.149,0.716,0.775,-0.204,-0.006,-0.347,0.833,0.371,0.355,-0.36,0.035,0.103,0.14,-0.274,10/01/03@11/02/03/01@16/03/01@42/16
0.004,0.426,0.167,0.368,0.213,0.282,0.186,0.172,0.303,0.291,-0.286,-0.211,0.71,0.345,0.65,0.172,0.151,-0.059,0.331,-0.435,-0.074,?,0.645,-0.609,0.436,-0.242,01/05/25@11/02/03/04@12/04/03@14/04@16/01@32/01/07
0.038,-0.189,-0.898,0.247,0.144,0.516,0.127,-0.179,-0.168,-0.453,-0.339,-0.759,-0.558,-0.404,-0.432,0.219,0.022,-0.376,-0.775,-0.805,0.51,0.417,0.794,-0.524,0.069,-0.103,11/02/03/01@11/02/03/04@18/02/09
0.091,0.744,0.836,0.643,0.965,1.11,0.934,?,0.868,1,0.495,-0.381,-0.446,-0.579,-0.18,0.392,-0.015,0.3,-0.836,0.618,-0.115,-0.238,0.126,0.071,-0.105,0.376,14/07/11@14/13/01/01@16/01@18/01/07@18/02/01@20/01/27@32/01@32/05/01
?,-0.65,-0.48,-0.24,-0.25,-0.46,-0.15,-0.36,-0.22,-0.119,0.4,0.84,0.5,-0.01,0.35,0.22,0.63,-0.07,0.27,-0.433,?,?,-0.06,-0.05,-0.64,0.14,11/02/03/04@16/01@16/19/03
-0.013,-0.467,-0.14,-0.466,-0.095,-0.124,-0.198,-0.109,0.018,-0.049,-0.067,0.52,0.167,-0.744,-0.454,-1.321,-1.041,-0.86,0.876,-0.941,-0.155,-2.103,0.02,0.164,0.002,-0.949,11/02/03/01@11/02/03/04
-0.081,-0.258,0.022,?,-0.048,-0.265,0.146,-0.08,?,-0.05,?,0.443,-0.032,0.829,0.236,-0.147,0.14,-0.093,-0.358,0.274,0.048,?,-0.238,0.115,0.006,-0.149,10/03/01/01/03@10/03/04/01@11/02/03/01@11/02/03/04@18/02/09
?,0.111,-0.066,0.447,0.19,0.561,0.623,0.429,?,0.133,0.064,-0.4,-0.415,-0.619,-0.754,0.526,-0.299,-0.101,-0.39,0.079,0.395,-0.204,-0.197,0.226,0.076,-0.091,11/02/03/01/04
-0.43,-0.981,-0.584,0.22,-0.056,-0.022,-0.192,0.177,0.079,-0.23,-0.831,-0.072,-0.223,0.178,-0.607,0.128,0.363,0.064,-0.951,-0.852,-0.124,-0.59,-0.079,0.015,-0.238,0.312,01/03@11/02/01@11/02/02@11/02/03/01@11/02/03/04@16/03/01@16/17/09
0.029,0.03,-0.34,-0.542,0.014,-0.344,-0.49,-0.341,0.02,-0.341,0.222,0.051,0.208,0.353,0.698,-0.061,0.126,-0.662,0.53,-0.018,0.526,?,0.774,-0.578,-0.148,0.41,11/02/03/01@16/01@16/03/01
0.19,0.264,-0.423,0.627,0.632,0.821,0.6,0.826,0.615,0.14,-0.252,-0.678,-0.17,-0.062,-0.395,0.456,0.166,-0.159,-0.83,-0.674,-0.389,-0.612,-0.124,0.013,0.506,0.189,11/02/03/01@16/01@16/03/01
?,0.11,-0.07,-0.19,-0.12,0.01,-0.05,-0.09,0.02,-0.163,0.196,0.135,0.277,1.163,0.598,0.927,0.494,-0.014,0.168,-0.08,0.838,0.412,0.02,-0.024,-0.064,-0.11,01/05/25@11/02/03/01@11/02/03/04
-0.376,0.085,-0.041,0.338,0.276,0.326,0.185,0.151,0.367,0.314,-0.147,-0.44,0.037,-0.466,-0.46,0.111,0.098,0.146,-1.294,-0.075,1.141,0.642,0.54,-0.555,0.132,0.347,11/02/03/01@11/02/03/04
0.543,0.21,0.655,-0.34,-0.048,-0.111,0.048,-0.182,-0.075,0.042,0.256,-0.051,0.049,?,0.535,-0.091,-0.212,-0.267,1.158,0.506,?,?,0.759,-0.408,0.168,0.107,01/05/25@11/02/03/01@11/02/03/04
0.14,0.296,-0.364,0.514,0.316,0.537,0.395,0.441,0.423,-0.106,0.188,-0.317,0.235,0.351,-0.052,0.365,0.455,0.139,-0.09,-0.198,0.642,0.814,-0.179,0.001,-0.249,0.558,11/02/03/01@11/02/03/04
0.029,-0.019,0.014,-0.364,0.06,0.033,-0.043,-0.082,-0.038,-0.263,-0.239,-0.212,-0.107,0.016,0.034,-0.138,-0.35,-0.127,0.507,-0.53,-0.471,-0.507,0.047,0.144,0.299,0.026,10/01/05@11/02/03/01@11/02/03/04
-0.02,0.201,0.263,0.134,0.198,0.287,0.121,0.415,0.325,0.538,-0.4,-0.363,-0.186,-0.293,-0.702,0.203,-0.061,-0.168,0.013,-0.112,-0.114,0.605,0.083,0.349,-0.338,?,11/02/03/01@11/02/03/04
-0.35,-0.28,-0.156,-0.925,-0.47,-0.44,-0.29,-0.36,-0.12,-0.45,-0.02,0.01,-0.21,-0.07,-0.595,-0.6,-0.36,-0.11,0.786,-1.041,-0.609,-2.117,-0.21,0.01,-0.41,0.09,11/02/03/01@11/02/03/04
-0.22,-0.116,-0.047,-0.338,0.204,0.331,0.338,0.35,0.101,-0.42,-0.106,-0.427,-0.249,-1.362,-0.438,-0.171,-0.053,-0.214,0.828,-0.663,-0.205,?,-0.066,0.098,0.382,-0.342,11/02/03/01@11/02/03/04
?,-0.078,-0.2,0.019,-0.178,0.179,0.148,0,0.036,-0.071,-0.23,-0.279,-0.39,0.268,0.203,0.022,0.086,-0.005,0.492,0.235,-0.097,0.123,-0.051,0.101,-0.409,-0.555,01/05/25@02/19@11/02/03/01@11/02/03/04@34/11/03/07@43/01/03/05
-0.052,-0.16,-0.452,0.21,0.179,0.168,-0.029,0.145,0.019,0.035,-0.388,-0.68,-0.62,-0.984,-0.455,-0.046,0.032,0.075,-0.822,0.748,-0.09,-0.531,-0.097,0.186,-0.143,-0.177,11/02/03/01@11/02/03/04
0.091,0.318,0.618,-0.103,-0.176,-0.209,-0.032,-0.096,-0.831,0.311,0.03,0.027,-0.028,-0.364,-0.227,-0.038,-0.296,-0.501,-0.659,0.687,-0.128,?,-0.185,0.203,0.478,-0.124,01/05/25@10/03/02@11/02/03/01@11/02/03/04@18/02/01
-0.22,-0.03,-0.07,0.043,-0.357,0.294,-0.12,0.12,0.188,0.03,0.51,0.54,0.49,0.77,0.49,0.17,-0.71,0.23,0.69,0.262,0.46,0.56,-0.14,-0.15,-0.26,0.575,01/05/25@11/02/03/01@11/02/03/04@34/11/03/07@43/01/03/09
0.145,0.06,-0.54,0.751,-0.01,0.72,1.004,0.725,0.443,0.163,0.121,-0.671,-0.142,-0.064,0.231,0.669,0.067,-0.174,-0.307,0.577,0.087,-0.374,-0.193,0.103,0.45,0.139,11/02/03/01/04@11/02/03/04
0.102,-0.593,-0.799,0.002,-0.426,0.029,0.041,-0.052,-0.042,0.216,-0.936,-0.54,-0.64,-0.037,-0.459,0.381,0.316,-0.244,-1.672,-0.803,-0.852,-0.469,-0.178,0.199,0.187,-0.233,01/03@11/02/01@11/02/02@16/01@16/03/01
-0.157,-0.295,-0.361,0.278,-0.106,0.421,0.348,0.325,0.27,0.045,-0.197,0.287,0.537,0.27,0.201,0.457,0.088,0.044,-0.224,-0.638,0.922,-0.024,0.774,-0.704,0.532,0.103,11/02/01@11/02/02@16/03/01
-0.09,-0.91,-0.671,-0.04,-0.47,-0.227,-0.063,-0.038,-0.063,0.176,-0.498,-0.16,0.726,0.369,0.257,0.182,0.276,-0.203,?,-1.099,0.048,-0.273,0.052,0.146,1.472,-0.749,11/02/01@11/02/02@16/03/01
-0.361,-0.14,0.02,0.14,0.07,0.23,-0.02,0.47,0.16,-0.087,0.18,0.03,0.46,0.209,0.161,0.36,0.29,0.18,0.657,0.01,-0.124,-0.366,-0.11,0.034,0.142,0.184,11/02/03/01@11/02/03/04@32/01
0.083,-0.243,-0.641,0.148,-0.116,-0.287,-0.639,-0.501,-0.24,-0.139,-0.892,-0.278,-0.005,0.057,-0.025,0.252,0.417,0.215,-1.241,-1.037,-0.969,-0.402,-0.117,0.162,-0.338,0.114,11/02/01@11/02/02@11/02/03/01@16/01@16/03/01
-0.181,-0.756,-0.589,0.549,-0.06,0.037,0.036,0.221,0.012,-0.128,?,-2.232,-0.645,-0.488,-0.32,?,0.342,?,?,-0.737,?,?,?,0.311,-0.672,?,11/02/01@11/02/02@11/02/03/01@16/01@16/03/01
-0.063,-0.49,-0.6,0.55,0.01,0.44,0.4,0.34,0.24,-0.069,-0.72,-0.81,-1,-0.923,-0.871,0.35,0.08,-0.02,-2.102,-0.32,-0.37,-0.245,-0.1,0.303,0.072,-0.395,11/02/01@11/02/02@11/02/03/01@16/01@16/03/01
-0.332,-0.1,-0.34,-0.52,0.07,-0.25,-0.33,-0.19,0,-0.599,0.056,-0.211,-0.738,-0.401,1.001,0.273,0.073,-0.062,0.129,-0.95,?,?,-0.04,0.202,0.517,-0.216,11/02/03/01@11/02/03/04@18/02/09@34/11/03/07@41/01/01
0.046,-0.619,-0.508,0.366,0.148,0.07,0.152,0.112,?,0.08,-0.553,-0.1,-0.379,-0.022,-0.125,1.018,0.757,0.483,-2.045,-0.2,0.462,?,-0.262,0.099,0.451,-0.131,11/02/01@11/02/02@16/01@16/03/01
0.15,0.304,-0.049,-0.287,-0.089,-0.071,-0.096,-0.117,-0.037,0.16,0.012,-0.317,-0.688,-0.105,0,-0.141,0.004,-0.375,0.111,-0.263,-0.381,-0.014,-0.017,0.295,0.108,-0.048,11/02/03/01/01@11/02/03/04
0.081,0.065,-0.249,0.274,0.154,0.779,0.531,0.37,0.312,0.053,0.156,-0.265,-0.016,-0.367,-0.09,0.377,0.128,-0.105,-0.101,0.343,-0.041,-0.119,-0.127,0.211,-0.012,0.066,11/02/03/01/01@11/02/03/04@16/01
0.011,0.4,0.145,0.26,-0.005,0.211,-0.305,-0.024,0.399,-0.304,0.573,?,0.731,-0.506,-0.25,0.363,?,0.177,-0.242,-0.745,1,?,-0.257,0.057,-0.276,3,10/03/01/01/01@11/02/03/01/01@11/02/03/04
-0.094,0.148,0.143,0.455,0.351,0.729,0.546,0.598,0.542,0.228,0.04,-0.275,-0.149,-0.899,-0.391,0.841,0.546,0.789,0.115,-0.421,0.771,?,0.866,-0.514,0.123,-0.088,10/01/09/05@10/03/01/01/01@11/02/03/01/01@11/02/03/04@14/07/04@42/10/03
-0.373,0.032,0.109,0.412,0.284,0.499,0.345,0.443,0.26,0.216,-0.397,-0.32,0.012,0.583,0.046,0.183,0.133,-0.286,-0.042,0.231,-0.349,0.039,-0.165,0.113,0.016,0.015,11/02/03/04
0.215,0.107,-0.159,0.191,0.086,0.415,0.497,0.405,0.421,0.227,-0.069,-0.162,-0.014,-0.142,-0.514,-0.051,-0.314,-0.165,0.117,0.091,0.708,0.888,?,-0.424,-0.271,0.257,10/01/09/05@10/03/01/01/01@11/02/03/01/01@11/02/03/04@14/07/04@42/10/03
-0.239,-0.661,-0.531,-0.126,0.12,0.357,0.064,?,0.278,-0.079,-0.044,-0.377,-0.262,-0.329,-0.484,0.442,-0.202,-0.178,-0.557,0.152,-0.053,-0.048,-0.073,0.261,0.883,-0.468,10/03/01/01/01@11/02/03/01/01@11/02/03/04
0.012,0.15,-0.1,-0.29,-0.2,-0.06,-0.13,-0.26,-0.17,-0.559,-0.129,-0.368,-0.218,0.389,0.325,0.196,-0.175,-0.192,0.481,-0.14,-0.41,-0.664,0.128,0.084,0.16,-0.104,10/01/09/05@10/03/01/01/01@11/02/03/01/01@11/02/03/04@14/07/04@42/10/03
0.159,-0.335,-0.783,0.19,-0.101,0.121,0.097,-0.04,-0.136,-0.364,-0.679,-0.852,-0.689,-0.419,-0.389,0.307,0.113,-0.004,-0.802,-0.161,-0.54,-0.688,-0.017,0.232,0.03,0.127,10/01/09/05@11/02/01@11/02/02@11/02/03/01/01@11/02/03/04/01@14/07/03@16/01@16/03/01@18/02/09@42/10/03
0.139,0.264,0.235,0.224,0.213,0.506,0.345,0.367,0.506,-0.002,0.124,-0.063,0.014,-0.532,-0.153,0.226,-0.213,-0.395,0.499,0.174,-0.362,-0.291,0.05,0.268,0.356,0.03,11/02/03/01/01@11/02/03/04
0.04,0.078,0.092,0.398,0.3,0.714,0.961,0.609,0.62,0.12,-0.192,-0.446,-0.391,-0.151,-0.439,-0.022,-0.1,-0.11,-0.23,0.557,0.318,0.028,-0.19,0.112,-0.165,0.059,11/02/03/01/01@11/02/03/04
0.533,0.634,-0.075,0.481,0.191,0.778,0.474,0.539,0.638,0.212,-0.207,-0.595,-0.406,0.03,-0.363,-0.206,-0.192,-0.147,-0.313,-0.286,-0.081,0.013,-0.04,0.143,?,-0.089,01/04/04@01/05/25@10/01/09/05@10/03/01/01/01@11/02/03/01/01@11/02/03/04@34/11/03/07
-0.1,0.135,0.48,0.483,0.309,0.577,0.781,0.48,0.527,0.428,0.129,-0.021,-0.129,-0.31,-0.37,0.334,-0.096,0.159,-0.131,0.27,0.344,0.363,-0.122,?,0.098,-0.053,11/02/03/01/01@11/02/03/04
-0.056,0.173,0.281,0.363,0.461,0.763,0.793,0.785,0.572,0.034,0.441,0.067,0.401,0.781,0.285,?,0.248,?,0.414,0.622,1.236,0.782,0.633,-0.743,-0.183,0.288,10/01/05/01@11/02/03/01/01@11/02/03/04@14/10
0.083,-0.313,0.159,-0.149,0,?,0.232,-0.091,-0.113,0.135,-0.627,0.272,-0.137,0.457,-0.01,-0.185,0.092,-0.19,-0.59,0.121,-0.177,-0.416,-0.202,0.117,-0.168,-0.1,10/01/05/01@11/02/03/01/01@11/02/03/04@16/01
0.093,0.119,0.377,0.116,0.008,0.162,0.128,0.303,0.218,0.534,-0.16,-0.576,-0.361,-0.26,-0.366,-0.422,-0.576,-0.09,0.455,-0.008,-0.424,-0.028,0.066,0.178,-0.151,-0.299,10/01/05/01@11/02/03/01/01@11/02/03/04@12/04@16/01
-0.221,-0.498,-0.838,0.131,-0.038,0.139,0.061,0.084,0.026,0.037,-0.103,-0.734,-0.496,-0.712,-0.519,0.415,-0.223,-0.128,-1.533,0.394,0.002,?,-0.065,0.166,?,-0.388,11/02/01@11/02/02@11/02/03/01
