@RELATION 'derisi0.names'

@ATTRIBUTE r1                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE r6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE r7                                      numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r5dashbkg                               numeric
@ATTRIBUTE r6dashbkg                               numeric
@ATTRIBUTE r7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
3735,3466,2543,3387,1548,0.93,2.09,2.96,1.08,0.8,0.34,2259,2560,681,903,763,16/17/09@20/01/01/01/01/01@20/01/03@20/09/04@34/01/01/01
2128,2927,3170,1662,2532,0.77,0.59,0.33,1.3,2.78,3.03,570,935,1179,1428,1717,20/01/11@20/01/27@32/07
1830,3143,3092,1741,1741,0.8,1.41,0.75,1.25,1.79,1.33,801,789,1120,1762,1061,11/06/02
6994,6963,3917,5095,2072,0.97,1.32,2.99,1.03,0.53,0.33,4061,5907,5537,2519,1356,12/04@12/07
2594,3251,2922,2094,1505,0.58,1.14,1.39,1.72,1.43,0.72,1262,1672,1674,1658,908,11/02/03/04@18/02/01/02/01@34/11/03/07
5945,5942,5133,3530,1755,1.05,1.14,2.39,0.95,1.02,0.42,2167,4692,4744,3735,905,14/04
13449,7352,3544,8669,2829,0.96,1.24,3.67,1.04,0.4,0.27,7510,12224,3378,2052,2048,12/01/01@12/04@16/01
4756,5225,3062,3306,1436,0.87,1.92,3.11,1.15,0.53,0.32,2186,3495,1613,1616,704,11/02/01@11/04/01@12/01
3354,3112,2605,2711,2125,0.81,1.13,1.24,1.23,1.19,0.81,1646,2272,1212,1021,1328,14/04@20/01/10@20/09/04
7857,7477,3621,6399,2909,1.65,1.23,2.46,0.61,0.46,0.41,5391,6576,4205,2409,2191,01/06/02/01@10/03/02@43/01/03/09
5137,5819,3117,3838,3502,1.42,1.55,1.02,0.7,0.52,0.98,2920,3955,2620,1978,2854,99
6725,6792,5033,3883,2556,1.09,1.15,1.55,0.92,0.81,0.65,3001,5557,4932,3854,1940,01/04@10/01/09/05@11/02/01@11/02/03/04/01@16/01@16/03/01@16/19/03@18/01/07@18/02/09@42/10/03
3190,4341,2935,3853,4165,0.93,1.52,0.85,1.08,0.76,1.18,3057,2080,2039,1759,3607,20/01/03@20/03@20/09/18/07
2476,3464,3383,2292,2391,0.64,0.95,0.81,1.56,1.52,1.23,1450,1530,2182,2225,1792,20/09/07/03@20/09/16
12567,11652,4181,8738,1631,0.79,1.52,8.55,1.27,0.28,0.12,7516,11322,4768,2619,879,10/01/09/05@11/02/01@11/04/01@11/06/01@16/01@16/03/03@42/10/03@42/10/07
13279,11546,4719,9392,2118,0.84,1.34,5.78,1.19,0.35,0.17,8294,12050,5467,3155,1434,12/01/01@16/01
4191,3587,2626,3004,2542,0.61,0.97,1.17,1.64,0.78,0.85,2082,3154,1697,1106,1775,01/05@14/07/02/01
4573,8293,3660,5228,2186,1.04,1.13,2.76,0.96,0.4,0.36,4344,3439,5349,2468,1574,02/45/11@10/03/03@20/01/21@20/09/07@20/09/13@20/09/14@20/09/16@20/09/18/09/01@34/11/03/07@42/07@42/25@42/29@43/01/03/05
2015,3482,3890,1796,1642,0.62,1.37,0.93,1.61,1.82,1.08,976,1098,1317,2592,1045,14/04@16/01@20/01/10@20/09/16@20/09/18/09/01@42/04/03
2455,3567,2349,1871,1146,0.87,1.42,1.92,1.15,0.78,0.52,947,1383,1682,1140,492,10/01/03@16/03/01
9275,9028,6402,5645,4381,1.09,1.08,1.26,0.92,0.72,0.79,4395,8079,4834,4897,3483,01/05/03@02/19@14/07/02@40/01
1919,2906,2235,1565,1380,1.35,1.17,0.94,0.74,1.08,1.06,608,885,742,696,649,10/01/03@10/01/05/01@10/03/01/01@10/03/03@11/02/03/04@14/07/05@14/10@14/13/01/01@16/01@16/19/03@20/09/13@20/09/18/09/01@30/01/05/01/04@32/01/07@32/01/09@34/11/03/07@42/04/05@43/01/03/09
4559,4668,3229,3476,1660,1.08,1.24,2.53,0.93,0.7,0.4,2382,3342,1669,1469,941,01/05/25@02/01/03@11/02/03/04
6837,8035,5407,5300,3962,1.07,1.15,1.34,0.93,0.7,0.75,4377,5700,4687,4158,3278,10/01/03/05@10/01/05/01@16/03/01
1932,3077,4195,1720,2438,0.69,0.62,0.49,1.45,2.63,2.04,913,1032,2563,2975,1870,01/03@01/04@01/05/02/04@01/05/02/07@02/01/03@16/17/07@20/03/09@30/01/05
1770,3278,2569,1776,1582,1.14,1.17,0.97,0.88,1.15,1.03,886,743,788,1321,909,20/01/07@20/01/13@20/09/04@20/09/18/07@34/11/03/13
4060,5799,4528,4467,2547,0.85,1.28,1.91,1.18,0.84,0.52,3142,2967,1269,2810,1644,01/03/10@30/01/09/07
3066,3752,2982,2132,1924,1.24,1.49,1.03,0.81,0.88,0.97,1293,2223,1250,1278,1256,01/06/10@11/02/03/04/01@16/03/01@42/19
21632,18871,12214,18782,5007,0.85,0.9,4.09,1.18,0.64,0.24,17921,20639,13721,10602,4387,12/01/01@12/04@16/01
2446,3851,2854,2562,1858,1.07,1.4,1.37,0.93,0.91,0.73,1729,1480,1336,1810,1264,10/03/01/01/09@10/03/03@11/02/03/01@11/02/03/04/01
6749,7592,4421,4732,2850,0.95,1.41,1.73,1.05,0.58,0.58,3941,5839,6596,3175,2273,01/01/03/01/02@01/01/03/02/01@01/01/03/02/02@01/01/03/03/02@01/01/03/05/02@01/02@02/10@16/21/07@42/01
2726,3862,3752,2066,2017,0.83,1.21,0.91,1.2,1.23,1.1,1237,1837,1152,2150,1360,01/05/02/04@01/05/02/07@01/20/15@02/01@16/01@16/17/07
2337,3768,3002,1780,1405,0.76,1.2,1.23,1.32,0.98,0.81,1033,1506,1561,1819,843,10/01/09/05@14/07/04@42/10/03
2155,3607,3518,1715,1948,0.8,1.11,0.72,1.25,1.37,1.39,964,1340,2152,2287,1344,14/07/07@18/02/01
5809,8202,5423,5052,3280,1.15,1.31,1.58,0.87,0.67,0.63,4135,4747,3643,4046,2610,01/03@01/04@10/01/02@10/01/05/01@10/01/05/03@10/03/01/01/09@10/03/04/03@10/03/04/05@11/02@11/04/01@11/04/03/01@16/03/01@16/03/03@16/19/03
6357,6931,5817,4853,2948,1.02,0.97,1.74,0.98,0.94,0.57,3963,5332,7653,4480,2278,16/01@20/01/10@20/09/07/25@42/09
3576,5937,4873,2499,2199,0.98,1.65,1.06,1.02,0.92,0.94,1712,2764,3904,3688,1616,10/03/01/01/01@11/02/03/01/01@11/02/03/04
2208,3879,2814,2133,1455,1.13,1.35,1.39,0.88,0.74,0.72,937,962,854,947,673,01/05/25@10/01/09/05@11/02/03/04@34/11/03/07
4745,7009,4605,2772,2293,1.12,1.67,1.18,0.89,0.62,0.85,1997,3635,3053,3069,1694,01/01/06/05@01/05/13/03@01/07/01@16/21/07
2750,3537,2781,2195,1902,1.34,1.22,0.96,0.75,1.03,1.04,1177,1755,2337,1493,1229,01/04@01/05/25@10/03/01/01/03@11/02/03/04@14/07/03@20/01/03/01
7081,7176,4208,5590,2888,0.61,0.96,2.04,1.64,0.57,0.49,4637,6084,10183,2893,2268,01/01/06/06/02@01/05@01/06/05@01/06/06/11@01/20/25@02/25
5250,6815,9515,2077,2886,0.68,1.07,0.6,1.47,1.69,1.67,1269,4436,5318,8233,2116,01/04/04@01/05/25@02/19@10/01/03@10/01/05/01@10/01/09/05@10/03/01/01/03@10/03/01/01/05@10/03/01/01/09@10/03/01/01/11@10/03/02/01@10/03/03@10/03/04/07@11/02/03/01/01@11/02/03/04@14/07/03@16/01@16/03/01@16/03/03@16/19/03@18/01/01@18/02/01/01@30/01/05/01/03@30/01/05/01/06@34/05/01@34/11/03/07@40/01@42/10/03@43/01/03/05
4590,5152,2802,4449,1771,0.98,1.6,3.01,1.02,0.49,0.33,3506,3557,4120,1482,1163,20/09/18/09/01@32/01@40/01@42/04@43/01/03/05
1513,2579,1472,1330,865,1.13,1.22,1.94,0.88,0.41,0.52,322,387,495,226,166,02/11@20/01/01/01@20/01/15@20/03/22@34/01/01/03
4841,5256,4412,2842,1992,1.11,0.98,1.49,0.9,0.98,0.67,1710,3612,3702,3067,1148,12/10@16/17/09@16/19/03
4335,3833,2329,3748,1512,0.76,2.13,3.76,1.32,0.48,0.27,2684,3244,894,697,713,11/04/01@16/03/03
2539,3408,3088,2535,2134,0.75,1.04,1.08,1.33,1.41,0.93,1456,1500,917,1340,1351,14/04@20/09/07@20/09/13@42/01@42/25
2044,3220,3196,2088,2057,0.59,0.93,0.88,1.69,1.67,1.14,1321,1145,2400,1970,1496,01/05@14/07/02/01@14/07/02/02@42/01
7088,7311,4089,3847,2265,1.2,1.07,1.74,0.83,0.55,0.57,2896,5791,5298,2896,1660,01/04@01/05@16/19/03@20/01/01/01@20/01/03@20/01/13@20/01/27@20/03/22@20/03/25@20/09/16/01@32/01/01@32/05/01/03@32/07/05@34/01/01/01
11790,6631,3541,9117,6262,1.15,1.88,1.48,0.87,0.45,0.68,7983,10610,2131,1935,5384,01/01/03/02/02@01/01/03/03/01@01/01/05/01/02@01/01/09/04/01@01/01/09/05@01/01/11@01/02@01/05/06/07@01/05/11/07/01@01/06/06@01/07/01@01/20/05@01/20/17/01@01/20/29@01/20/31@02/11@02/13@02/16/01@02/45@16/13@16/21/07@20/01/15@32/01/01@32/01/03@32/05/01@32/05/03@32/07/03@32/07/09@42/16
1834,2767,2532,1793,1800,0.63,0.93,0.77,1.59,1.69,1.3,776,714,569,968,1004,14/04@20/09/13
4089,3414,2673,2827,1836,1.02,1.38,1.7,0.98,0.97,0.59,1764,2951,1032,991,1040,01/06/06/11
1842,3196,2612,1704,1366,0.87,0.87,1.06,1.15,1.27,0.94,818,725,1346,1466,772,14/07/05@14/13/01
4185,5035,3129,2571,1732,1.22,1.3,1.53,0.82,0.68,0.65,1679,3042,2289,1989,1098,01/04@14/13/01@16/19/03
3526,4066,2758,2819,1889,0.62,1.12,1.53,1.61,0.74,0.65,1999,2630,2784,1533,1304,01/05/25@02/01/03@11/02/03/04/01@16/03/01
26306,23229,14132,17408,10266,1.04,1.19,1.71,0.96,0.61,0.58,16468,25185,15740,12886,9616,11/02/03/04@16/01@16/19/03
2650,4100,3662,2997,2711,0.49,0.71,0.91,2.04,1.33,1.1,1657,1413,1323,1996,1825,20/01/01/07@32/07
6076,5944,4748,4836,3139,0.87,1.3,1.55,1.15,0.88,0.65,3472,4856,1964,3361,2234,14/04@16/01@20/01/10@20/03@20/09/05
1849,3242,2963,1826,1482,0.88,1,1.04,1.14,1.49,0.96,870,795,1251,1767,838,12/04@12/10@16/03@16/19/03
3637,4095,3426,2908,1979,0.92,1.53,1.51,1.09,1.05,0.66,2153,2754,2788,2234,1425,99
4088,3492,3253,3295,3884,1.35,1.92,0.75,0.74,1.27,1.33,2386,3086,1201,1631,3191,01/01/03/02/01@01/01/03/03/01@01/01/03/05/02@01/01/05/03@01/02/02/09@01/02/07@16/17
1899,2788,2532,1783,2047,0.71,1.15,0.66,1.41,1.61,1.52,899,904,709,1002,1359,01/05
3814,3294,2349,2316,1580,1.11,1.46,1.61,0.9,0.74,0.62,1456,2811,1211,833,906,18/02/01/01/01@18/02/05@30/01/05/05/01@34/11/03/07@40/01/03@42/04@42/29@43/01/03/05
1944,2803,2434,1531,1373,0.84,0.93,0.9,1.19,1.61,1.11,720,932,1482,1251,804,99
2407,3177,2438,2044,1395,0.98,1.23,1.43,1.02,1.08,0.7,1205,1324,1460,1268,845,10/01/05/01@11/02/03/01/01@11/02/03/04@16/01
2223,3328,2866,1920,1516,0.98,1.11,1.12,1.02,1.35,0.89,1007,1199,1068,1646,896,10/03/05/01@42/04/05
3228,4729,2575,2676,1649,1.36,1.73,1.76,0.74,0.49,0.57,1915,2412,1570,1344,1089,14/04@20/03/01/05@20/09/01
1815,3431,3191,1801,1650,0.69,1.09,0.94,1.45,1.41,1.06,1021,981,2134,2042,1088,01/04/04@01/05/25@10/01/09/05@10/03/01/01/01@11/02/03/01/01@11/02/03/04@34/11/03/07
24528,24750,8330,24493,4649,0.9,1.77,5.79,1.11,0.32,0.17,23252,23578,16219,7124,4013,12/01/01@12/04@16/01@16/03/03
1983,3126,2985,1710,2364,0.68,1.01,0.52,1.47,1.47,1.92,903,1052,953,1341,1723,11/02/03/04@34/11/03
3497,4934,5935,3533,6162,0.8,0.94,0.44,1.25,1.82,2.27,2274,2319,1239,4074,5143,20/01/03/03@20/01/07@20/09/04
6076,4893,8722,3100,8573,1.03,1.21,0.29,0.97,2.78,3.45,2260,5067,3078,6996,7904,01/02@01/07@14/10@16/01@34/01/01/01
9530,11197,8373,7575,4851,0.92,1.02,1.57,1.09,0.76,0.64,6195,8341,4669,6311,3949,01/04@10/03/01@14/07/03@30/01/05/01/03@32/01@40/01/03@42/01@43/01/03/05
2764,4182,3162,1959,1749,0.67,1.29,1.02,1.49,0.88,0.98,1222,1912,2124,1949,1201,14/04@14/07/11/01@14/13/04@20/09/13@42/25
6309,5883,16275,4458,11153,0.43,0.41,0.35,2.33,4,2.86,3572,5315,19590,14887,10347,14/07/11@14/13/01@14/13/04/01@14/13/04/02@16/01@30/01/09/08@32/01/11@34/11/12@34/11/13/07@38/05@40/10/02/03@43/01/03/09@43/03
1811,3747,3591,1590,1711,0.7,1.06,0.72,1.43,1.32,1.39,831,1019,2014,2391,1151,10/03/01/01/11@10/03/04/09@20/09/14@42/04/05
2514,4279,3279,1924,1613,1.16,1.34,1.13,0.86,0.78,0.88,1084,1650,958,1660,959,01/05/25@30/01/05/05/01@34/11/03/07@40/01/03@42/04/03@43/01/03/05
3347,7047,6842,3388,2281,1.08,1.45,1.54,0.93,1.11,0.65,2628,2547,2175,5637,1709,02/45@16/21/05@20/01/15
2774,3735,3215,2136,1660,1,1.2,1.26,1,1.2,0.79,1260,1772,1696,1875,1003,01/06@01/07/01@14/10
1932,4123,5390,1681,2073,0.75,1.28,0.61,1.33,1.89,1.64,932,1164,2633,4156,1536,12/01/01@42/16
3839,4694,4346,2950,2850,0.77,0.99,0.93,1.3,1.16,1.08,2044,2894,3176,3054,2195,14/04@14/13/04/02@18/01/07@20/01/01/01/01
4800,4623,4738,3023,2179,0.87,1,1.37,1.15,1.35,0.73,2064,3788,4095,3445,1503,10/03/01@11/04/03/01@11/04/03/03@16/01@16/03/03@16/19@20/01/21@20/09/01
6769,14052,7148,4548,4697,0.82,1.27,0.92,1.22,0.49,1.09,3776,5951,11082,5862,4104,01/04@01/05/25@02/19@10/01/09/05@10/03/01/03@10/03/02@10/03/03@10/03/04/05@11/02/03/01/07@11/04/01@12/07@14/07/03@16/01@16/17/09@18/01/01@18/02@30/01/05/01@32/01/05@34/01/01/01@34/11/09@40/01@43/01/03/05
2948,3460,2703,2226,1674,0.76,1.26,1.26,1.32,0.97,0.79,1068,1806,766,955,849,01/05@20/01/03@20/01/13@20/03/02/02/01
2135,6512,4846,1906,2040,0.76,1.34,0.79,1.32,0.79,1.27,1154,1362,3861,3602,1466,99
2548,3761,3190,2093,1612,0.81,1.21,1.17,1.23,1.11,0.85,1161,1597,1254,1816,996,10/01/05/01@10/03/01/03@10/03/02@32/01
3276,3377,2729,2313,2030,0.83,1.04,1.02,1.2,1.04,0.98,1283,2202,971,967,1261,01/04@10/03/01/01/11@10/03/03@10/03/04/01@10/03/04/05@10/03/05/01@14/07/03@16/01@16/19/03@18/01/01@18/02@30/01/05/01/06@30/01/09/11@42/04/05
9721,6631,3374,6455,2494,0.92,1.44,3.13,1.09,0.4,0.32,5431,8594,2874,1710,1736,11/04/01@12/01/01@16/01
5841,5897,3475,3434,1846,1.19,1.26,2.13,0.84,0.58,0.47,2324,4635,2761,2133,1091,01/03/04@01/03/10@11/06/02
2694,3194,2486,2004,1817,0.87,1.08,0.91,1.15,0.95,1.1,928,1609,854,904,1021,11/04/03/01@14/10
6438,8648,6683,5144,3381,0.83,1.06,1.52,1.2,0.82,0.66,3878,5277,3611,5199,2543,01/04@01/07/01
1156,2118,1318,863,614,1.09,1.58,1.04,0.92,0.64,0.96,83,306,408,146,80,01/05/25@02/19@18/02/01
3432,4481,8845,2964,8825,1,0.93,0.26,1,3.03,3.85,2151,2523,2225,7629,8221,32/01/01@32/01/03@32/01/04@32/01/05
4743,5068,4169,2958,2366,0.9,1.43,1.19,1.11,1,0.84,2062,3557,3766,3031,1736,20/01/01/01@20/09/04@34/01/01/01
16494,16613,11480,11041,5801,0.87,1.04,1.96,1.15,0.69,0.51,9813,15236,11903,9822,4995,14/04@14/10@16/01@18/01@18/02/01/01/03@20/01/01/01@20/01/15@20/03/22@20/09/13@20/09/18/09/01@32/07@34/01/01/01@34/01/01/03@42/25
7862,6236,4680,6215,4296,0.91,1.07,1.5,1.1,0.77,0.67,5237,6727,4195,2974,3501,10/03/01
30814,18676,35507,14902,24312,1.33,1.06,0.59,0.75,2.08,1.69,13972,29623,27400,34210,23630,01/04@02/19@10/03/02@14/01@16/01@16/19/03@32/01/05@32/01/07@34/11/03/07@43/01/03/09
6141,6486,3434,3877,2057,1.26,1.41,2.09,0.79,0.52,0.48,3031,5008,2746,2257,1451,10/03/03@16/01@32/01/03@40/01@42/04/03@43/01/03/05
5173,6238,3116,4902,2037,1.15,1.38,2.79,0.87,0.45,0.36,4066,4282,3224,1988,1457,14/04@16/01@20/01/10
7381,8690,5109,4246,2587,1.19,1.33,1.69,0.84,0.6,0.59,3370,6278,3422,3904,1999,01/05/25@11/02/03/04/01
6053,6310,5286,4505,9895,1.53,1.44,0.4,0.65,0.94,2.5,3698,5156,2766,4074,9304,20/01/07@20/09/18/07
2682,3760,2732,2199,1762,1.26,1.22,1.16,0.79,0.9,0.86,1289,1605,1997,1545,1113,01/06@10/03/01@10/03/04/01@30/01/09/03@30/01/09/11@40/01@42/01@43/01/03/05
1743,2823,2511,1521,1238,0.85,1.17,1.12,1.18,1.49,0.89,755,904,1298,1349,673,10/03/01@10/03/03@10/03/04/09
6417,9003,10993,6632,8319,1.04,1.1,0.75,0.96,1.39,1.33,5796,5563,6510,9814,7680,02/11@02/13@02/45/15@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
8242,7326,6121,5327,4334,0.85,0.9,1.22,1.18,0.87,0.82,4474,7267,4963,4395,3655,02/11/05@02/13/03@16/21/05@20/01/15@42/16
3672,4788,3448,2790,1866,1.2,1.43,1.53,0.83,0.83,0.65,1882,2673,2209,2214,1228,99
3474,4539,4085,2738,2118,1.21,1.33,1.25,0.83,1.15,0.8,1839,2501,1720,2760,1475,99
6383,11912,6962,6221,3636,0.94,1.33,1.77,1.06,0.58,0.56,5416,5588,3401,5805,3062,11/04/01@12/01@12/04/01@16/01@16/13/01@30/05/02/26
3718,4485,3614,2921,2123,0.79,1.05,1.3,1.27,0.98,0.77,1527,2522,1503,1702,1173,16/17/09@18/02/03@20/09/07@20/09/16
3890,4779,4226,3111,2622,1.03,0.84,1,0.97,1.14,1,1694,2685,1838,2227,1693,20/01/07@20/09/04
4024,5286,3116,3012,2180,1.42,1.48,1.34,0.7,0.58,0.75,2141,3038,2430,1875,1592,14/04@14/10@16/01@20/09/07/25@20/09/13@20/09/18/09/01@42/08@42/09
10838,13561,5834,9056,3011,1.3,1.6,3.49,0.77,0.4,0.29,8100,9805,7048,4513,2321,12/04@12/10@16/19/03
9273,13816,6446,8054,6416,1.04,1.08,1.26,0.96,0.44,0.79,7098,8271,11822,5142,5638,01/01/03/01/01@01/01/03/02/01@01/02
