@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g3                                      numeric
@ATTRIBUTE g3_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g2_ratio                                numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g5_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r4_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g1dashbkg                               numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
10179,2646,9107,1353,0,7545,2247,6194,1237,0,8491,1377,6885,984,7347,1270,4642,800,0,1890,1136,0,9103,2197,1245,0,7376,1414,868,0,0.97,1.07,1.21,1.58,1.55,2.84,0.83,0.63,0.41,0.35,7533,5298,6077,5962,7754,4957,5901,3842,10/01/03@20/01/03@20/09/04@42/16
2606,1967,1346,953,0,3579,2360,2193,1281,0,1793,1316,1455,874,1653,1075,1161,705,0,1572,1216,0,3007,2151,1352,0,1714,924,643,0,1.63,1.34,0.82,1.27,1.28,0.82,1.22,0.79,1.39,1.22,639,1219,578,790,393,912,581,456,02/13
2818,2044,1750,1099,0,3371,2437,2381,1489,0,2510,1600,2444,1218,1932,1209,1662,794,0,1539,1137,0,3318,2263,1689,0,1760,907,658,0,1.19,1.05,0.74,0.83,1.15,0.6,1.35,1.2,1.52,1.67,774,934,723,853,651,892,1226,868,10/03/01
3102,1976,2109,1064,0,3745,2397,3044,1470,0,3504,1575,3991,1214,1973,1166,1637,859,0,1530,1361,0,2952,2146,1606,0,1820,829,668,0,1.08,0.86,0.69,1.04,0.95,0.83,1.45,0.96,1.52,1.2,1126,1348,807,991,1045,1574,2777,778,99
3683,2354,2101,1081,0,3585,2259,2301,1201,0,2463,1305,2369,948,2510,1152,1977,728,0,1674,1049,0,3820,2022,1168,0,2159,998,744,0,1.3,1.21,0.81,1.09,0.84,1.16,1.23,0.92,1.52,0.86,1329,1326,1358,1161,1020,1100,1421,1249,01/04@02/13/03@02/45@16/17
3871,2304,2305,1055,0,3546,2225,2214,1188,0,2320,1378,2138,1051,2415,1208,1772,764,0,1697,1024,0,3495,2144,1322,0,2098,1007,1094,0,1.25,1.29,0.87,1.2,0.98,0.41,1.15,0.83,2.94,2.44,1567,1321,1207,1091,1250,1026,1087,1008,01/03/04
3737,2319,2105,1060,0,3640,2320,2494,1211,0,3352,1515,3486,1063,2377,1199,1698,772,0,1695,1123,0,3514,2154,1307,0,2019,950,710,0,1.36,1.03,0.76,1.27,1.21,1.89,1.32,0.79,1.3,0.53,1418,1320,1178,1069,1045,1283,2423,926,14/07/11@14/13
3139,1878,2141,984,0,4771,2263,3858,1166,0,2698,1227,2165,816,2224,1033,1577,698,0,1498,1220,0,3374,2172,1416,0,2082,900,663,0,1.09,0.93,1.09,1.35,1.39,1.07,0.92,0.74,1.14,0.93,1261,2508,1191,1182,1157,2692,1349,879,14/07/05@14/13/01@16/01
3119,2269,1447,994,0,3903,2253,2529,1179,0,2269,1409,2470,985,1906,1185,1155,704,0,1610,1035,0,3099,2152,1330,0,1512,928,646,0,1.88,1.22,0.58,1.6,1.95,1.28,1.72,0.63,1.3,0.78,850,1650,721,584,453,1350,1485,451,10/03/01@10/03/05/01@16/01@42/04/05
3157,1910,2169,972,0,4061,2200,2999,1165,0,2315,1196,1701,785,2104,955,1844,638,0,1493,1231,0,2956,2040,1360,0,1764,853,629,0,1.04,1.01,1.22,0.95,0.83,0.99,0.82,1.05,0.96,1.01,1247,1861,1149,911,1197,1834,916,1206,20/01/27@20/03/25@20/09/16@32/07
4284,2089,3501,1112,0,4406,2482,3600,1410,0,3488,1514,3163,1089,2806,1148,2213,759,0,1685,1414,0,3223,2158,1524,0,2500,888,673,0,0.92,0.88,0.95,1.14,1.27,1.12,1.05,0.88,1.41,0.89,2195,1924,1658,1612,2389,2190,2074,1454,01/06/02/01@01/06/02/02@14/07/01
3586,2438,2226,1166,0,3235,2501,2115,1483,0,3402,1862,3002,1372,2929,1505,2543,1056,0,1581,984,0,3647,2542,1763,0,2136,1294,826,0,1.08,1.16,0.94,0.96,1,1.09,1.06,1.04,1.61,0.92,1148,734,1424,842,1060,632,1630,1487,01/04@02/13@12/07
3079,2043,2163,1061,0,3573,2426,2511,1403,0,2385,1433,2296,1073,1995,1131,1632,820,0,1524,1359,0,2843,2073,1437,0,1856,873,645,0,0.94,1.04,0.78,1.06,1.17,1.05,1.28,0.94,1.32,0.95,1036,1147,864,983,1102,1108,1223,812,99
4332,2358,2921,1164,0,3865,2490,2679,1510,0,3312,2011,2750,1530,3426,1396,3026,1036,0,1761,1173,0,3768,2530,1794,0,2364,1170,804,0,1.12,1.18,1.07,1.02,0.96,0.88,0.93,0.98,2.44,1.14,1974,1375,2030,1194,1757,1169,1220,1990,10/01/03@10/01/05/01@10/01/09/05@10/03/01/03@16/03/03@32/01/09@42/10/03
11327,2039,11262,1123,0,11199,2337,9019,1430,0,9591,1491,7958,1093,7759,1225,3687,759,0,1567,1169,0,7768,2262,1614,0,7147,865,631,0,0.92,1.17,1.18,2.23,2.65,8,0.85,0.45,0.16,0.13,9288,8862,6534,6282,10139,7589,6865,2928,10/01/09/05@11/02/01@11/02/03@11/04/01@11/04/03/11@16/03/03@16/19/03
4764,2342,3008,1103,0,4595,2438,3073,1330,0,2819,1455,2143,1029,2953,1232,2021,734,0,1857,1164,0,4166,2354,1470,0,2489,1062,800,0,1.27,1.24,1.22,1.34,1.32,1.3,0.82,0.75,1.18,0.77,2422,2157,1721,1427,1905,1743,1114,1287,10/03/01/01/11@20/09/14@42/04
4864,2351,3561,1111,0,5723,2494,4649,1431,0,4245,1542,4173,1040,3376,1183,2522,720,0,1676,1188,0,4526,2243,1369,0,4744,1106,842,0,1.03,1,0.86,1.22,1.11,0.84,1.16,0.82,1.04,1.19,2513,3229,2193,3638,2450,3218,3133,1802,01/02/02@01/06/02/02@01/06/02/03
9065,1953,9161,990,0,12824,2308,18942,1238,0,6859,1243,12943,869,6976,1057,14564,737,0,1549,1390,0,6440,2057,1470,0,5725,841,748,0,0.87,0.59,0.47,0.43,0.38,0.26,2.13,2.33,3.23,3.85,7112,10516,5919,4884,8171,17704,12074,13827,14/13/01@14/13/04/02
18905,1952,20668,1012,0,22948,1948,24145,1037,0,11401,1190,14839,797,12878,1027,16765,713,0,1530,1280,0,23739,2072,1505,0,20361,861,666,0,0.86,0.91,0.73,0.74,0.68,1.62,1.37,1.35,0.81,0.62,16953,21000,11851,19500,19656,23108,14042,16052,01/05/06/07@01/06@02/01@02/16/01@16/17/09@32/07
8122,2451,6936,1194,0,6221,2661,5067,1573,0,5416,2366,4927,1913,7177,1711,5913,1244,0,1677,1123,0,6870,2677,1861,0,5210,1336,856,0,0.99,1.02,1.01,1.17,1.27,1.58,0.99,0.85,0.76,0.63,5671,3560,5466,3874,5742,3494,3014,4669,01/05/03@02/19@42/01@43/01/03/09
10209,2390,10469,1131,0,7562,2632,6626,1660,0,12143,2377,12319,1775,11504,1922,8378,1384,0,1561,997,0,8812,2785,1812,0,8524,1376,864,0,0.84,0.99,0.93,1.37,1.62,3.84,1.08,0.73,0.36,0.26,7819,4930,9582,7148,9338,4966,10544,6994,20/01/10@20/01/21@20/09/01
9054,2012,9954,1062,0,8857,2363,9316,1417,0,8625,1418,7290,1097,7476,1185,4540,819,0,1443,1141,0,7123,2298,1638,0,7677,855,606,0,0.79,0.82,1.16,1.69,1.81,3.1,0.86,0.59,0.39,0.32,7042,6494,6291,6822,8892,7899,6193,3721,12/04/01
5270,1939,4297,1027,0,5327,2308,3856,1305,0,4067,1419,3809,1081,3502,1153,3189,793,0,1342,1194,0,4014,2364,1661,0,3082,839,656,0,1.02,1.18,0.97,0.98,1.01,0.39,1.03,1.02,4.55,2.56,3331,3019,2349,2243,3270,2551,2728,2396,01/05/03/01/04@01/05/25@18/02/01/01
30021,2493,30932,1345,0,24903,2961,25499,2082,0,21153,2219,21946,1745,28303,2868,28070,2874,0,1719,1214,0,29771,2870,2097,0,19235,1406,1020,0,0.93,0.94,0.94,1.01,1.02,1.13,1.06,0.99,0.98,0.88,27528,21942,25435,17829,29587,23417,20201,25196,99
4199,1861,3265,990,0,4191,2267,3330,1296,0,2601,1298,2310,927,2484,1091,2213,720,0,1325,1134,0,3944,2090,1554,0,2148,787,612,0,1.03,0.95,0.94,0.93,0.91,0.81,1.06,1.08,1.08,1.23,2338,1924,1393,1361,2275,2034,1383,1493,99
13474,2369,12551,1146,0,14707,2580,13280,1460,0,11626,1537,10325,1086,11240,1376,8196,914,0,1973,1246,0,12931,2247,1358,0,10114,1698,898,0,0.97,1.03,1.09,1.35,1.41,4.27,0.92,0.74,0.36,0.23,11105,12127,9864,8416,11405,11820,9239,7282,01/05@01/20/35/01@02/01@02/16/01@16/17/09@42/01
5995,1877,4728,985,0,6711,2010,5732,1002,0,3788,1189,2990,777,3976,977,2658,625,0,1488,1219,0,5864,2077,1439,0,3699,840,647,0,1.1,0.99,1.17,1.48,1.09,1.93,0.85,0.68,0.62,0.52,4118,4701,2999,2859,3743,4730,2213,2033,20/01/01/01/01@20/09/18@34/01/01/01
4857,1788,3698,930,0,6075,2066,5057,1112,0,3076,1210,2509,812,3680,990,2645,615,0,1394,1205,0,5881,2036,1352,0,3627,843,634,0,1.11,1.02,1.1,1.33,1.31,1.41,0.91,0.75,0.68,0.71,3069,4009,2690,2784,2768,3945,1697,2030,01/05/02/04@01/05/02/07@01/20/15@02/01@16/01@16/17/07
5781,2232,4199,1103,0,6220,2497,4886,1372,0,4092,1486,3593,1016,3872,1207,2879,748,0,1737,1195,0,4911,1883,1355,0,3384,1106,788,0,1.15,1.06,1.01,1.25,1.16,1.76,0.99,0.8,0.85,0.57,3549,3723,2665,2278,3096,3514,2577,2131,10/03/01@10/03/02@12/07
4762,1892,3302,971,0,5461,2094,3908,1094,0,2564,1093,2224,728,3037,921,2127,595,0,1280,1155,0,5278,2039,1268,0,3047,759,572,0,1.23,1.2,0.98,1.38,1.17,1.69,1.02,0.72,0.71,0.59,2870,3367,2116,2288,2331,2814,1496,1532,16/03/01@16/03/03@20/01/21@32/01/09@42/10/03
5213,2322,4116,1141,0,4520,2615,2931,1615,0,6914,2178,6599,1576,4354,1620,3877,1208,0,1501,1041,0,4636,2704,2021,0,2991,1042,767,0,0.97,1.45,0.94,1.02,0.96,0.6,1.06,0.98,2.56,1.67,2891,1905,2734,1949,2975,1316,5023,2669,10/03/01@12/04/01@14/01@16/01@32/01/07
2731,1764,1818,927,0,3029,2193,1969,1269,0,1823,1255,1414,890,1705,1083,1303,761,0,1348,1329,0,2928,2127,1606,0,1337,798,578,0,1.09,1.19,1.08,1.15,1.34,0.57,0.93,0.87,2.08,1.75,967,836,622,539,891,700,524,542,01/06/02/01@10/03/01@10/03/02@11/02/03/04@43/01/03/09
5160,1790,4345,894,0,5217,2178,4290,1177,0,2663,1294,2503,904,3277,1101,2364,789,0,1339,1384,0,7139,2198,1647,0,2924,788,607,0,0.98,0.98,0.86,1.38,1.64,0.86,1.16,0.72,0.43,1.16,3370,3039,2176,2136,3451,3113,1599,1575,01/04@12/04/01@12/04/02@16/19/03@42/01
4687,2376,3460,1262,0,4346,2859,2969,1781,0,3924,2418,4024,1868,3638,1560,4850,1179,0,1548,1136,0,3474,2445,1882,0,3059,1290,952,0,1.05,1.25,0.7,0.57,0.53,0.21,1.43,1.75,8.33,4.76,2311,1487,2078,1769,2198,1188,2156,3671,14/13/01@18/01/07@18/02/01/02/03@42/25
3922,1797,2910,937,0,4375,1978,3129,1018,0,2422,1164,1886,740,2238,913,1643,603,0,1437,1204,0,4417,2033,1317,0,2265,800,628,0,1.08,1.14,1.1,1.27,1.07,1.11,0.91,0.79,1.27,0.9,2125,2397,1325,1465,1973,2111,1146,1040,01/04@10/03/01@10/03/03@14/07/03@14/10@20/09/18/09/01@42/04/03@43/01/03/05
4498,2112,3337,979,0,5603,2463,4106,1305,0,3526,1368,2659,920,3189,1204,2285,766,0,1612,1122,0,4178,2130,1340,0,2567,865,619,0,1.01,1.12,1.24,1.31,1.24,1.97,0.81,0.76,0.79,0.51,2386,3140,1985,1702,2358,2801,1739,1519,10/01/09/05@11/02/03/04@14/07/04@40/20
4336,2215,2994,1117,0,5110,2553,3759,1450,0,3558,1399,2553,1001,3288,1204,2108,742,0,1619,1083,0,4104,2268,1438,0,2723,1120,868,0,1.13,1.11,1.39,1.53,1.82,1.24,0.72,0.65,1.16,0.81,2121,2557,2084,1603,1877,2309,1552,1366,01/05/25@10/03/02@11/02/03/01@11/02/03/04@18/02/01
4408,2260,2778,1167,0,4512,2928,2845,1769,0,5172,2333,4120,1951,3738,1600,2819,1106,0,1615,1010,0,3934,2564,1857,0,2774,1266,875,0,1.33,1.47,1.31,1.25,1.3,1.81,0.76,0.8,0.67,0.55,2148,1584,2138,1508,1611,1076,2169,1713,01/05@14/07/02/02@42/01
13816,1911,12888,946,0,14306,2185,12917,1279,0,7879,1237,8752,925,10165,1123,10390,809,0,1785,1600,0,14309,2119,1614,0,7863,871,656,0,1,1.04,0.85,0.94,0.97,1.56,1.18,1.06,1.1,0.64,11905,12121,9042,6992,11942,11638,7827,9581,10/01/09/05@10/03/04/03@11/02/03/04@16/03/01@42/10/03
7917,2313,7194,1156,0,5014,2783,3616,1748,0,4875,1936,3917,1481,4180,1544,3145,1116,0,1496,1055,0,4689,2480,1838,0,3100,1192,853,0,0.93,1.19,1.21,1.3,1.33,1.3,0.83,0.77,0.84,0.77,5604,2231,2636,1908,6038,1868,2436,2029,11/02/01@11/02/02@11/02/03/01
8299,1672,6154,841,0,9049,1933,6772,988,0,4368,1080,4506,742,5102,917,4367,631,0,1312,1304,0,11643,2068,1412,0,5095,772,628,0,1.25,1.23,0.87,1.12,0.89,1.96,1.15,0.89,0.72,0.51,6627,7116,4185,4323,5313,5784,3764,3736,20/09/07/03
6231,1634,4730,820,0,6763,1822,5120,924,0,3454,1015,2977,687,3871,949,3776,683,0,1344,1408,0,7724,2004,1412,0,2868,761,651,0,1.18,1.18,1.07,0.94,0.64,0.2,0.93,1.06,3.45,5,4597,4941,2922,2107,3910,4196,2290,3093,02/11@02/13/01@02/13/03@20/01/15
9984,2081,9785,1094,0,10417,2798,9952,1879,0,7619,1773,7330,1311,7219,1371,6457,1015,0,1477,1214,0,9973,2446,1746,0,6023,1096,792,0,0.91,0.94,0.97,1.07,1.26,1.07,1.03,0.93,0.83,0.93,7903,7619,5848,4927,8691,8073,6019,5442,01/06@14/04@18/02/01
4174,2147,2919,1043,0,5193,2723,4253,1774,0,3463,1733,3039,1300,2754,1309,1930,893,0,1461,1077,0,4180,2436,1706,0,2541,1034,745,0,1.08,1,0.99,1.39,1.56,2.08,1.01,0.72,0.46,0.48,2027,2470,1445,1507,1876,2479,1739,1037,11/04/02@11/06/02@12/04/01
8482,2574,7175,1243,0,5987,2081,5893,1117,0,4669,1111,3903,841,6050,1189,3199,756,0,1721,969,0,12517,2228,1240,0,4666,933,593,0,1,0.82,1.16,1.99,1.16,5.27,0.86,0.5,0.22,0.19,5908,3906,4861,3733,5932,4776,3062,2443,20/01/03@20/01/27@20/03/25@20/09/16@32/07/05
34219,2633,33705,1288,0,26329,2273,19954,1240,0,22590,1272,20315,880,28023,1217,21264,819,0,1878,1165,0,34592,2424,1390,0,22560,1199,774,0,0.97,1.29,1.1,1.31,1.17,5.23,0.91,0.76,0.61,0.19,31586,24056,26806,21361,32417,18714,19435,20445,12/01/01@12/04@16/01@16/03/03
4619,2048,3529,1034,0,6421,2550,4578,1346,0,3324,1335,3646,927,3510,1114,3452,749,0,1504,1034,0,4182,2192,1424,0,3222,924,697,0,1.03,1.2,0.73,0.89,0.84,1.41,1.37,1.12,1.11,0.71,2571,3871,2396,2298,2495,3232,2719,2703,14/04@20/01/10@20/03@20/09/04
15702,2448,14454,1222,0,12942,2262,10498,1239,0,9194,1254,7454,879,10762,1225,8309,736,0,1869,1106,0,15570,2348,1326,0,9159,926,676,0,1,1.15,1.21,1.26,1.19,1.65,0.83,0.79,0.76,0.61,13254,10680,9537,8233,13232,9259,6575,7573,01/05@02/01@02/08@02/10@14/10@16/01@16/21/15
7212,2521,5427,1171,0,5450,2219,3720,1129,0,5349,1248,4359,841,4685,1199,2812,715,0,1689,1053,0,7212,2229,1279,0,3965,1120,782,0,1.1,1.25,1.17,1.66,1.93,3.64,0.85,0.6,0.26,0.27,4691,3231,3486,2845,4256,2591,3518,2097,11/02/01@11/04/01@11/06/01@12/01@16/01@16/03/03
5284,2515,3465,1174,0,3579,2348,2186,1327,0,3336,1553,2860,1136,4453,1441,4486,1034,0,1739,1019,0,4142,2249,1511,0,2643,1080,746,0,1.21,1.43,1.03,0.87,0.94,1.38,0.97,1.15,1.96,0.72,2769,1231,3012,1563,2291,859,1724,3452,12/01/01
4627,2479,3051,1157,0,3358,2303,2057,1286,0,3053,1545,2374,1176,3510,1480,2668,1022,0,1610,1047,0,3759,2302,1596,0,2195,1184,769,0,1.13,1.37,1.26,1.23,1.39,0.95,0.79,0.81,1.3,1.05,2148,1055,2030,1011,1894,771,1198,1646,16/17/01@20/01/01/01@20/03@20/09/03@20/09/04
8840,2508,7781,1231,0,5266,2365,4252,1328,0,6872,1603,6595,1251,8710,1609,7374,1168,0,1711,982,0,7354,2312,1584,0,4668,1325,862,0,0.97,0.99,0.99,1.14,1.26,2.08,1.01,0.88,0.54,0.48,6332,2901,7101,3343,6550,2924,5344,6206,01/03/16@10/01/05/01
5124,2033,4020,1111,0,6031,2465,4740,1446,0,3929,1553,3523,1118,3562,1199,2857,847,0,1543,1323,0,5515,2224,1634,0,2888,1007,712,0,1.06,1.08,0.99,1.18,1.41,1.15,1.01,0.85,0.82,0.87,3091,3566,2363,1881,2909,3294,2405,2010,10/01/02@10/01/03/05@10/01/05/01@10/01/05/03/01@10/01/05/03/03@10/01/09/05@10/01/11@10/03/01/01@10/03/04@16/01@16/03/01@16/19/03@34/05/01
