@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___5_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___15_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___30_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE dun1__Plus_0point02%_MMs___30_min                                numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___30_min                            numeric
@ATTRIBUTE mec1_plus_gamma_5_min                                            numeric
@ATTRIBUTE mec1_plus_gamma_60_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_120_min                                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___5_min                           numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___30_min                          numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison                    numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2                 numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type___log_phase                          numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
-0.737,0.23,0.52,0.55,?,-0.42,-0.05,-0.32,0,0.016,0,0.533,0.382,0.56,0.284,0.09,-0.052,-0.15,0.078,1.18,3.34,1.44,0.941,?,-0.37,-0.031,01/04@01/05@01/07/04@20/01/25@32/01/11@43/01/03/05
0.1,0.035,-0.043,-0.062,0.22,0.201,-0.295,-0.097,0.04,-0.557,-1.075,-0.705,-0.21,0.329,-0.44,-0.449,0.021,-0.127,0.031,-1.17,-2.129,-1.102,-0.155,0.072,0.595,1.051,01/01/03/02/01@01/05/02/04@01/05/02/07@02/10@02/16/11@16/21/08
-0.03,-0.016,0.179,0.249,-0.27,-0.299,0.048,-0.229,-0.09,0.459,0.294,0.141,0.014,0.16,-0.171,-0.37,-0.203,-0.016,-0.247,1.137,0.943,0.669,-0.002,0.212,-0.543,-0.233,01/06
-0.345,-0.261,-0.166,-0.245,-0.463,-0.485,-0.019,-0.228,-0.45,-0.484,-1.082,-0.271,0.217,0.127,-0.272,-0.805,-0.269,1.117,0.87,-1.649,-1.312,-0.597,0.87,-0.515,?,0.221,01/01/03/02@01/01/11/01@01/02@02/01/03@16/21/17
-0.184,0.16,0.11,-0.07,-0.293,-0.31,-0.53,-0.31,-0.082,0.25,0.58,0.13,0.478,0.522,0.34,0.37,0.24,0.414,0.765,0.056,0.706,?,-0.07,-0.115,0.771,-0.65,01/05@02/16/09@16/17/09@16/21/07
-0.092,0.22,0.493,0.66,-0.109,-0.17,0.408,0.459,0.348,0.635,0.736,0.182,0.302,0.817,0.129,0.282,-0.005,0.396,-0.224,-0.736,-1.143,-0.435,-0.089,0.111,-0.223,-0.195,01/05@01/20/35/01@02/01@02/16/01@16/17/09@42/01
-0.117,0.369,-0.148,-0.003,-0.252,-0.326,-0.31,-0.163,-0.19,0.371,0.299,0.102,0.581,0.308,0.754,0.201,-0.284,0.776,0.642,1.111,0.826,-0.118,-0.122,0.081,?,0.075,01/05@02/16
-0.18,-0.8,-0.62,-0.54,0.14,-1.064,-0.17,-0.74,-0.37,?,-1.644,?,-0.3,0.71,-0.254,0.797,0.637,0,0.513,-1.43,-1.07,-0.68,-0.173,0.194,0.008,0.144,01/01@01/05@02/16@10/01/05/03/01
0.105,0.739,1.088,1.359,0.009,0.048,0.517,0.817,0.634,0.357,0.598,-0.443,0.313,0.262,1.154,0.187,0.038,0.153,-0.053,0.884,0.703,0.554,0.748,-0.634,-0.255,-0.511,01/05/02/07@01/05/03@01/06/06/11@01/07@01/20/17/09@02/16@16/21/07@32/01/03@32/01/05@32/10@34/11/03/13
0.11,0.816,1.751,1.314,-0.15,0.102,0.598,0.734,0.4,1.193,0.603,-0.119,-0.157,-0.688,1.316,-0.253,0.078,0.472,-0.615,3.181,3.899,3.157,0.005,0.135,-0.769,-0.792,01/05/02/07@01/06/06/11@01/07@01/20/17/09@02/16@16/21/07@32/01/03@32/01/05@32/10@34/11/03/13
-0.04,0.33,0.61,0.794,-0.03,-0.04,0.77,0.26,0.15,0.75,0.39,0.38,0.28,0.17,0.41,-0.1,0.15,0.31,-0.08,-0.33,0.43,-0.16,-0.04,0.18,0.198,-0.05,01/05/02/04@01/05/02/07@01/05/03@02/16@02/19
-0.09,-0.29,-0.279,-0.212,-0.36,-0.425,-0.379,-0.434,-0.2,0.049,-0.145,0.218,-0.334,0.3,-0.613,-0.184,-0.325,0.522,0.72,0.05,-0.04,0.114,-0.138,0.136,0.058,-0.353,01/05@14/13/01/01@16/13
-0.146,0.34,0.86,0.86,-0.704,-0.51,0.02,-0.34,-0.184,-0.118,0.339,-0.264,0.137,0.036,0.042,-0.426,-0.132,0.301,-0.117,0.043,0.783,-0.079,-0.074,0.101,-0.035,-0.275,01/03/01
0.051,0.2,0.092,-0.194,0,0.083,0.044,0.277,0,-0.105,-0.368,-0.797,0.132,-0.128,0.097,-0.32,-0.481,-0.044,-0.093,0.621,1.031,0.451,-0.098,?,-0.169,-0.086,10/03/03@11/02/03/04/03@40/01/03/01@43/01/03/05
0.098,-0.12,-0.13,-0.22,0.335,-0.03,-0.21,0.06,0.018,-0.07,0.21,0.4,-0.03,1.02,-0.26,0.22,0.22,0.53,0.39,-0.46,-0.99,-1.2,-0.08,-0.08,0.28,-0.15,12/04/01
0.044,-0.27,-0.23,-0.21,0.054,-0.04,-0.22,-0.11,-0.507,-0.21,-0.45,-0.38,-0.33,-0.034,-0.21,-0.27,0.02,-0.521,-0.243,-0.16,-0.71,-0.33,0.03,0.194,-0.111,0.88,01/01/09/06@01/05@01/07/01@01/20/17@01/20/33@16/21/05@16/21/07@20/01/15
-0.109,0.17,0.35,0.35,-0.275,-0.18,0.05,-0.26,0.031,0.468,-0.006,-0.073,0.083,0.117,-0.158,-0.184,-0.073,0.475,-0.308,-0.79,-0.07,0.13,0.117,0.278,-0.022,0.034,32/01@42/27/03
-0.33,0.41,0.29,0.05,-0.487,-0.38,0.09,-0.1,-0.244,0.338,0.436,0.106,0.215,0.397,0.011,-0.419,0.095,0.849,0.56,-1.18,-0.7,-0.05,0.165,0.239,?,-0.302,01/05@01/20/35/01@02/01@02/16/01@16/17/09@42/01
-0.127,0.267,0.136,0.041,?,-0.148,0.008,-0.036,-0.077,-0.036,0.158,-0.076,0.225,0.24,0.442,-0.018,0.016,0.767,0.187,0.116,0.272,0.415,-0.061,0.064,0.209,-0.293,10/03/01
0.17,0.31,-0.548,-0.417,-0.08,0.563,-0.72,0.501,0.21,-0.569,-0.04,-0.481,0.344,0.497,0.167,-0.086,0.124,-0.126,0.491,-0.882,-0.423,-1.09,-0.112,0.082,?,-0.058,10/03/04/05@16/01
-0.036,-0.58,-0.39,-0.35,0.275,0.05,-0.07,0.1,-0.039,-0.98,-0.79,-0.48,-0.875,-0.035,-0.81,-0.06,-0.44,-1.178,0.016,-0.69,-1.25,-1.05,-0.06,0.355,0.042,0.28,11/04/01@11/06/02
-0.121,-0.084,0.027,-0.05,-0.622,-0.406,0.385,-0.306,-0.272,-0.518,-1.042,-1.178,-0.088,-0.336,0.336,-0.615,-0.495,-0.528,-0.698,0.35,1.808,0.94,-0.072,0.168,0.295,-0.535,11/02/03/04@34/01/01/01
0.094,0.404,0.386,0.403,0.257,0.315,0.367,0.726,0.131,-0.076,-0.151,-0.078,-0.051,0.457,-0.081,-0.543,0.007,0.718,-0.329,-0.28,-0.586,0.017,0.091,0.241,-0.068,0.091,01/01/09/03/01@01/02
-0.01,-0.15,-0.26,-0.2,-0.12,-0.33,-0.22,-0.41,-0.1,0.51,0.08,0.33,0.12,0.12,0.12,-0.025,-0.07,0.23,-0.31,-1.19,-0.62,-0.38,1.01,0.09,0.29,0.02,01/02/07@01/05/25@01/06/10@10/03/01@10/03/03@20/01/03@20/01/25@20/09/18/09/01
-0.324,0.479,0.844,0.287,-0.599,-0.191,0.396,0.125,0,0.586,0.236,-0.409,?,?,-0.016,0.037,-0.27,0.704,0.067,0.741,0.858,0.328,0.014,0.184,-0.238,-0.955,99
0.02,-0.123,0.037,-0.061,0.197,-0.117,-0.169,-0.067,0.17,0.013,-0.436,-0.242,-0.41,0.042,-0.182,-0.155,-0.022,-1.019,-0.347,-0.458,-0.201,-0.462,-0.076,0.233,0.244,-0.265,10/01/03@10/01/09/05
0.267,0.175,0.091,-0.197,0.115,0.902,0.812,1.012,0.646,0.557,0.159,-0.649,0.353,-0.465,0.497,0.202,0.013,-1.696,-0.273,-0.2,0.754,0.511,-0.205,-0.113,-0.243,0.1,14/01
0.037,0.404,0.091,0.257,0.376,0.305,0.415,0.272,0.131,0.401,0.24,0.076,-0.252,-0.049,0.229,0.168,0.417,-0.219,-0.304,0.448,-0.168,-0.13,-0.099,0.204,-0.462,0.053,14/04
-0.17,0.11,-0.01,-0.22,0.064,0.05,-0.31,0.18,0.15,0.25,0.371,0.23,0.21,0.91,-0.02,0.46,-0.012,0.05,0.86,0.34,0.1,-0.65,-0.22,-0.02,0.58,-0.15,01/04@10/01/09/05@11/02/01@11/02/03/04/01@16/01@16/03/01@16/19/03@18/01/07@18/02/09@42/10/03
0.134,-0.262,-0.711,-0.689,0.446,0.051,-0.193,0.021,-0.142,0.616,0.123,-0.154,-0.091,-0.019,-0.133,0.273,-0.1,-0.912,0.231,0.774,0.078,-0.34,-0.117,0.011,0.078,0.013,01/04@10/01/09/05@11/02/01@11/02/03/04/01@16/01@16/03/01@16/19/03@18/01/07@18/02/09@42/10/03
-0.142,-0.189,-0.331,-0.234,-0.237,-0.463,-0.067,-0.38,-0.37,0.495,0.381,0.202,0.003,0.158,-0.317,-0.114,?,-0.108,0.041,-0.045,-0.09,-0.521,-0.162,0.065,-0.05,-0.413,01/03/16/01@11/04@16/03/03
-0.13,0.113,0.283,0.219,0.27,0.209,0.199,0.628,-0.09,0.298,0.118,0.149,0.117,0.286,-0.202,-0.171,-0.291,0.832,0.047,0.038,0.167,-0.106,0.004,0.187,0.183,-0.202,11/02/03/01/04@11/02/03/04
0.277,0.573,0.173,0.449,?,?,0,0.136,0.191,?,0.552,-0.016,0.557,0.365,-0.144,-0.441,-0.138,0.269,?,-0.183,-0.022,-0.1,-0.167,0.061,?,-0.263,01/05
-0.23,1.587,3.053,3.949,0.024,1.217,2.608,3.742,2.24,-0.341,0.208,0.649,0.148,-0.122,-0.554,-0.573,0.106,0.613,0.48,-1.559,-1.095,0,0.054,0.287,?,0.285,01/02/02/09/01
?,-0.046,-0.27,0.555,-0.823,?,-0.075,-0.697,?,?,?,?,0.363,0.259,?,?,?,0.748,-0.09,?,-1.69,?,-0.076,0.147,0.344,?,01/05
-0.062,0.002,-0.142,-0.226,0.432,0.358,0.301,0.592,-0.013,0.133,0.094,-0.346,-0.21,-0.125,0.241,0.123,0.157,0.093,-0.231,0.297,0.161,-0.176,0.01,0.194,-0.552,-0.11,14/01@16/01@20/01/10@20/09/03
-0.12,-0.728,-0.525,-0.563,-0.18,-0.142,0.041,-0.162,-0.45,-0.834,-0.521,-0.587,-0.449,-0.316,-1.349,0.112,0.087,-0.582,0.049,-0.38,-1.091,-0.135,-0.062,0.17,0.367,0.575,01/20/31@14/01@14/07/09
-0.371,0.067,0.08,0.062,-0.385,0.033,0.294,0.331,0,-0.121,0.235,-0.162,0.001,-0.06,-0.933,-0.561,-0.185,0.193,-0.318,0.925,0.307,0.365,-0.077,0.212,?,0.085,10/01/03@10/03/01/01/01@10/03/01/02@14/01@14/04@14/07/01@14/07/02/02@16/01@16/17/09@18/02/01/01@20/09/04@20/09/07@32/01/05@32/01/07
?,0.232,0.097,0.112,-0.42,-0.302,0.295,-0.303,0.037,-0.507,-0.353,-0.528,0.025,0.343,0.078,-0.061,0.01,0.328,0.193,0.469,0.411,0.469,-0.206,0.267,?,-0.248,11/04/03/01@32/01
0,-0.282,-0.119,-0.046,0.51,0.331,0.111,0.49,-0.07,-0.52,-0.496,-0.437,-0.288,0.351,-0.095,0.031,0.287,-0.148,-0.27,-0.11,-0.275,-0.061,-0.031,0.166,0.108,0.263,01/07/01
0.411,0.265,0.257,0.632,0.159,0.057,0.248,0.235,0.212,0.266,?,0.073,-0.053,0.185,0.328,-0.164,-0.049,0.141,-0.23,-0.072,0.034,-0.611,0.878,-0.577,?,-0.158,01/04@10/01/05/01@16/19/03
-0.217,0.474,0.335,0.318,-0.092,0.277,2.585,0.33,0.253,-0.552,0.238,0.23,-0.133,-0.007,0.412,0.044,0.131,0.294,-0.075,0.768,0.771,0.363,-0.115,0.117,?,-0.303,12/10
0.123,0.542,0.503,0.499,0.073,0.248,0.518,0.535,0.322,0.801,0.804,0.264,0.181,0.283,0.068,-0.395,-0.253,0.62,0.137,-0.509,-0.398,0.212,-0.132,0.15,0.157,-0.53,14/01
-0.16,0.09,0.5,0.47,-0.44,-0.24,-0.14,-0.36,0.204,0.04,0.384,0.12,-0.568,0.21,0.38,0.042,0.21,0.15,-0.2,-0.39,0.15,0.02,0.04,0.05,0.03,-0.03,10/03/02@43/01/03/09
-0.28,-0.11,-0.06,-0.207,-0.4,-0.21,0.06,-0.32,-0.25,0.072,0.28,-0.03,-0.02,0.04,-0.2,0.07,0.06,1.09,0.039,-2.028,-0.63,-0.04,0.04,0.31,0.61,-0.04,01/05/02/04@01/05/02/07@01/20/15@02/01@16/01@16/17/07
0.2,0.43,0.07,0.1,0.05,0.182,0.202,0.02,0.16,0.57,0.66,1,0.41,0.61,0.14,0.6,-0.514,0.16,0.75,0.07,0.56,0.427,-0.261,-0.12,0.585,0.21,20/01/01/01@20/03/02/03/01@34/01/01/03
0.094,0.628,0.625,0.691,-0.335,0.058,0.535,0.425,0.419,-0.011,0.368,0.696,-0.204,0.589,-1.105,0.153,-0.56,0.075,0.568,0.492,-0.33,0.033,-0.047,0.105,0.374,-0.043,20/01/01/01/01/01@20/09/18@34/01/01/01
-0.031,-0.527,-0.957,-1.296,-0.189,-0.657,-0.023,-0.653,-1.231,-0.126,1.695,0.585,0.217,0.788,-0.377,0.908,0.233,0.097,0.771,-0.751,-0.262,0,-0.188,0.081,1.523,0.661,20/01/01/01/01/01@20/09/18@34/01/01/01
-0.2,0.28,0.707,0.641,-0.7,-0.264,0.284,-0.027,-0.07,0.34,0.774,-0.008,0.121,0.819,-0.039,-0.243,0.239,0.335,-0.006,-0.663,-0.469,0.465,-0.04,0.039,0.278,-0.164,01/02@01/06@01/20/33@14/01@16/21/05
-0.01,-0.006,0.234,0.482,-0.39,-0.507,0.243,-0.664,-0.19,0.357,0.446,0.382,0.132,0.323,-0.901,-0.79,-0.03,0.295,-0.115,-1.291,-0.603,0.111,0.123,0.207,?,-0.621,20/01/03@20/01/25@20/03@20/09/04
0.155,0.135,-0.08,-0.064,0.111,0.211,0.205,0.601,0.084,-0.237,-0.288,-0.605,-0.039,-0.201,-0.082,-0.16,-0.34,-0.268,-0.246,-0.194,0.138,-0.204,-0.072,0.295,-0.145,0.109,01/05/13/03@01/07/01@01/07/04
-0.077,0.265,0.792,0.522,-0.951,-0.424,0.024,-0.199,-0.33,0.485,1.018,0.248,-0.011,-0.002,0.409,-0.641,0.04,0.611,-0.183,?,0.092,0.206,0.019,0.05,0.06,-0.585,20/01/13@20/03/01
0.071,-0.282,-0.268,-0.041,-0.412,-0.289,-0.297,-0.331,-0.348,-1.143,-1.284,-0.459,-0.237,0.205,-1.873,-0.671,0.06,-0.105,-0.401,0.415,-0.403,-0.313,-0.215,0.1,0.251,2.01,20/01/01/01/01@34/01/01/01
0.481,0.86,0.27,0.19,0.026,0.08,0.71,0.33,0.639,-0.122,?,0.231,0.422,0.929,-0.355,0.006,0.013,-0.214,0.715,0.616,-0.016,-0.268,-0.233,0.144,?,-0.133,20/01/01/01/01/01@20/09/18/09/01@34/01/01/01
-0.313,-0.01,0.14,0.13,-0.14,-0.596,0.02,-0.38,-0.17,0.54,0.4,0.34,0.28,0.67,0.1,0.41,0.36,0.654,0.5,0.2,0.16,-0.1,-0.28,-0.02,0.192,0.39,01/05/03@02/19@42/01@43/01/03/09
0.124,0.22,0.39,0.505,0.276,0.26,0.3,0.58,0.267,0.22,0.25,-0.54,0.146,-0.541,0.28,0.04,0.32,-1.439,-0.473,0.902,0.29,0.33,-0.01,0.015,-0.674,-0.3,01/03/07
-0.298,0.484,0.944,1.072,-0.686,-0.842,-0.095,-0.348,-0.084,2.226,2,0.728,0.899,0.72,1.506,0.192,-0.193,1.566,0.218,0.936,2.247,0.107,-0.131,0.126,?,0.458,01/05/03@02/19
0.004,0.114,0.115,0.133,-0.1,0.207,0.237,0.125,-0.11,0.596,0.32,0.628,0.067,-0.431,0.305,-0.223,-0.331,0.009,-0.2,1.022,1.055,0.786,-0.098,0.089,-0.592,-0.43,11/02/03/01/07@12/10@16/11@16/19/03
-0.049,-0.425,-0.204,-0.252,-0.021,0.041,0.208,0.014,-0.27,-0.169,-0.429,-0.353,-0.344,0.008,-0.134,0.071,0.101,-0.784,-0.447,0.087,-0.208,-0.104,0.646,-0.574,-0.347,-0.194,01/05/13/01@01/06/02/01@14/07/01
-0.038,0.38,0.517,0.632,0.007,-0.044,0.096,0.402,0.017,-0.058,0.115,-0.106,0.08,0.381,0.172,0.106,0.043,0.424,0.133,0.406,0.654,0.292,0.701,-0.501,-0.106,-0.137,01/06@01/07/01@02/11/05@16/21/07@20/01/15@20/03@34/01/01/01
-0.084,0.145,0.017,-0.332,0.504,0.426,0.167,0.276,0.276,-0.301,0.421,-0.179,0.168,?,0.099,0.013,0.085,-0.3,0.137,0.394,0.131,0.213,-0.174,0.186,-0.022,0.067,10/01/09/05@11/02/03/04@16/01@42/10/03
-0.361,-1.463,-1.173,-1.176,0.511,0.229,-0.229,-0.004,-0.474,-0.964,-0.687,-0.262,-1.384,-0.742,-1.793,-0.248,-0.17,-2.079,-0.698,-1.36,-2.325,-1.744,-0.072,0.079,-0.333,0.282,11/04/01@12/01
0.053,-0.342,-0.008,-0.389,0.186,-0.288,-0.405,-0.358,-0.039,-0.505,-0.497,-0.156,-1.082,0.51,-0.505,0.158,-0.764,?,0.368,-0.352,-0.871,-0.538,0.823,-0.598,0.034,-0.306,99
0.032,-0.156,0.052,0.351,-0.154,-0.53,-0.078,-0.586,-0.066,-0.638,-0.321,0.083,-0.558,0.568,-0.581,-0.439,-0.182,-0.017,0.288,0.203,-0.09,-0.06,-0.016,0.033,-0.545,-0.558,02/11/05@02/13/03@16/21/05@20/01/15@42/16
-0.544,-0.382,?,?,-0.921,?,-0.015,-0.776,-0.35,?,-0.03,0.529,?,-0.488,?,-0.105,0.926,-1.725,-0.699,-2.028,-0.901,-0.13,-0.071,-0.068,-0.429,-0.199,01/01
-0.1,0.95,1.907,2,-0.604,-0.42,0.07,-0.283,0.064,0.164,0.228,0.834,-0.096,-0.042,0.971,-0.065,0.231,0.23,-0.613,0.167,0.35,0.141,-0.066,0.22,1.465,1.74,99
