@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___30_min                          numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type___log_phase                          numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
0.517,0.065,0.274,0.157,0.761,1.072,0.565,-0.52,3.385,2.832,2.679,-0.589,-0.161,14/13/01@18/01/07@18/02/01/02/03@42/25
0.28,0.64,-0.313,0.02,0.72,0.71,0.257,0.285,0.9,0.58,-0.1,0.359,-0.21,01/04@14/07/03@20/09/18/09/01@42/04/03
0.147,0,-0.928,-0.818,?,0.609,0.428,0.169,-0.89,-0.084,0.101,?,0.206,01/04@02/13@10/03/01@10/03/02@14/07/03
0.11,0.02,0.31,0.05,0.09,-0.01,0.04,0.14,0.61,0.4,-0.14,0.5,-0.01,99
0.352,0.67,-0.651,-0.196,0.472,0.412,0.209,0.084,0.968,0.747,0.467,0.478,0.183,01/04@01/06@10/03/01@14/07/03@20/09/18/09/01@30/01
0.02,0.19,-0.18,-0.25,-0.22,-0.32,-0.24,-0.09,0.39,0.11,-0.18,0.33,-0.05,01/04@10/03/01@10/03/03@14/07/03@14/10@20/09/18/09/01@42/04/03@43/01/03/05
-0.088,0.302,0.201,-0.091,0.246,0.209,0.068,0.29,0.393,0.442,-0.17,0.617,0.089,01/04@10/03/01@14/07/03@16/01@16/17/07@16/19/03@18/01/01@18/02@30/01/05/01/06@40/01/03
-0.29,-0.2,0.081,0.05,0.001,0.047,-0.053,0.215,-0.01,-0.52,-0.31,0.05,0.088,99
0.59,0.574,0.13,0.304,0.409,0.008,-0.053,0.061,0.596,0.53,0.18,-0.378,-0.338,01/04@10/03/01@14/07/03
1.657,2.291,-0.11,0.795,1.073,0.95,0.33,-0.988,2.575,2.507,2.029,-1.119,-1.028,01/05
0.03,-0.04,-0.05,-0.02,0.267,-0.02,0.04,0.21,0.38,0,-0.01,-0.119,0.744,01/02
0.205,0.351,-0.124,-0.321,-0.124,0.282,-0.363,0.2,0.423,0.553,0.08,-0.126,-0.25,01/04@16/19/03@20/03/25
0.371,1.358,-0.273,0.197,0.912,0.629,0.647,0.331,1.458,1.366,1.401,-0.193,-0.58,32/01@42/01
0.338,0.378,?,0.184,0.135,0.37,0.234,-0.095,0.306,0.778,0.8,-0.268,0.073,01/06/05@02/25
1.784,2.298,-0.158,0.461,1.725,1.623,0.187,?,-0.63,-0.159,-0.11,?,1.033,01/05@02/10@02/11@02/13@16/21/05@16/21/07@20/01/15@32/01
0.537,0.576,0.688,0.961,0.132,0.549,-0.086,-0.243,0.89,0.743,0.742,-0.395,0.371,14/01
0.4,0.282,-0.12,-0.146,0.569,0.317,0.286,-0.014,0.309,1.002,0.349,0.374,-0.309,11/04/03@14/07/05@14/10@14/13/01/01@16/01@16/19/03
0.213,0.106,-0.095,-0.117,-0.233,0,-0.17,0.008,0.258,0.095,0.202,0.579,0.215,01/05/25@11/02/03/04@16/03/01
0.794,1.416,0.627,0.562,0.905,1.493,0.747,0.006,2.857,2.373,0.768,?,-0.725,01/03/16@11/04/03@40/01
-0.281,0.022,0.298,0.226,-0.042,-0.261,-0.026,-0.365,-0.286,-0.645,-0.272,0.192,-0.173,16/03/01@16/03/03@20/01/21@32/01/09@42/10/03
-0.868,-0.866,0.338,-0.334,-1.934,-1.31,-1.015,0.563,-1.501,-2.714,-2.071,0.517,0.078,10/01/09/05@11/02/01@11/02/03@11/04/01@11/04/03/11@16/03/03@16/19/03
0.303,0.13,0.122,0.723,0.635,0.068,0.027,-0.347,0.856,1.002,0.898,-0.206,0.246,01/04@11/04/03/03
0.324,0.161,-0.065,0.188,0.143,-1.127,0.103,?,0.453,0.65,-0.081,-0.666,-0.678,20/01/09@20/03@34/11/03/07
-0.572,0.021,0.331,-0.128,-0.293,-0.921,-0.679,-0.26,-0.183,0.087,-0.967,-0.098,-0.468,32/01@34/01/01/03
0.08,-0.26,-0.089,0.07,0.3,0.26,0.49,0.246,0.12,-0.1,-0.1,0.472,-0.54,01/06/02/01@20/03
-0.188,-0.053,0.129,-0.526,-0.588,-1.046,-0.384,-0.514,-1.207,-1.78,-0.844,0.3,0.193,10/01/03@20/01/03@20/09/04@42/16
-0.079,-0.119,-0.26,0.044,-0.006,-0.205,0.442,0.673,0.427,0.646,0.072,0.441,-0.18,10/03/01/03@10/03/04/03@14/07/07@14/13/01
-0.053,0.091,?,0.648,0.333,0.429,-0.199,0.603,0.37,0.372,-0.265,?,-0.196,11/04/03/01@16/01@20/09/04
0.24,0.34,0.072,0.33,0.71,0.2,0.24,0.169,0.21,0.13,0.24,-0.078,-0.08,20/09/07
0.651,0.368,-0.383,0.318,0.235,0.083,0.282,0.016,0.952,1.185,0.983,-0.082,-0.547,20/01/07
0.45,0.269,0.037,-0.033,0.359,0.577,-0.031,0.304,0.029,-0.187,-0.706,-0.054,-0.238,10/01/02@10/01/05@10/03/01/03
-0.04,0.139,-0.316,-0.42,-0.05,0.03,-0.07,0.13,0.8,-0.08,-0.407,0.04,-0.09,14/07/05@14/13/01
0.11,0.19,-0.219,-0.15,-0.1,0.14,-0.137,-0.078,-0.39,-0.49,0.24,0.144,-0.17,20/01/17
-0.315,-0.475,?,-0.167,0.451,0.144,0.241,-0.055,-0.301,-0.857,-0.64,0.165,0.335,10/03/01@10/03/04/05
0.287,0.22,-0.613,-0.46,0.02,-0.33,0.561,0.018,-0.475,-0.671,-0.12,-0.023,-0.47,16/01@20/09/07/03
-1.17,-1.34,0.693,-0.08,-1.23,-0.76,-1.211,-0.447,-1.11,-2.48,-1.65,-0.117,0.36,34/11/03/07
0.25,0.19,0.34,0.27,-0.2,-0.205,0.045,-0.057,0.131,0.497,-0.248,?,0.1,01/06/02/01
0.45,0.41,0.055,0.28,-0.561,-0.319,0.663,?,-2.45,-0.56,0.03,0.085,-0.157,10/03/01/01/09@10/03/04/03
0.776,0.51,-0.282,0.34,0.303,0.324,0.235,0.018,-0.371,?,0.075,?,-0.227,20/09/18/09/01@42/04/03
0.79,0.82,-0.16,0.16,1.048,0.778,0.297,0.247,1.53,0.874,-0.456,-0.378,-0.463,14/04@14/07/11/01@20/09/13@20/09/18/09/01
-0.07,0,0.105,0.29,-0.339,-0.274,0.031,-0.453,-0.64,-0.62,-0.27,-0.051,-0.042,10/01/03@10/03/01@10/03/02@10/03/04/05@40/01@42/04@43/01/03/05@43/01/03/09
0.105,0.348,0.046,0.454,?,?,0.06,?,1.254,0.62,0.226,?,?,20/03@20/09/04
1.673,1.581,0.139,1.33,1.055,1.303,0.62,-0.513,2.581,3.285,2.875,-1.183,-0.718,01/05/02/07@01/06/06/11@01/20/17/09@02/16@16/21/07@32/01/03@32/01/05@34/11/03/13
-0.12,-0.11,-0.03,-0.21,0.02,-0.15,0.2,-0.07,-0.631,-0.29,-0.93,0.07,-0.13,01/05/25
0.193,-0.075,0.417,0.501,-0.037,-0.259,0.143,0.191,0.585,0.421,0.05,-0.016,-0.107,14/04@16/03/03@20/09
0.102,-0.141,0.215,-0.229,0.61,-0.098,-0.273,-0.785,-0.514,0.618,-0.336,-0.019,-0.194,34/11/03/07@41/01/01@42/01
0.646,0.862,0.332,0.276,-0.525,-0.398,0.127,0.051,0.349,0.413,0.005,0.312,0.186,11/02/03/04@11/06/02@40/01
-0.052,0.239,0.347,0.674,0.126,0.06,-0.249,-0.186,0.005,-0.112,-0.611,-0.863,-0.341,02/13/03@12/01/01@42/16
0.129,0.169,0.389,0.832,-0.166,-0.074,-0.072,-0.047,-0.057,-0.014,-0.245,-0.205,0.096,14/04@20/09/13
?,-0.032,0.293,?,0.124,0.057,?,0.05,0.896,0.418,-0.635,0.547,-0.066,01/01/09@11/02/03/01@11/02/03/04
-0.398,-0.64,0.282,0.038,-0.38,-0.451,-0.589,0.034,-0.478,-0.51,-0.446,-0.016,-0.168,01/06
-1.723,-1.195,-0.069,-2.166,0.532,0.715,-0.122,-0.108,-0.225,-0.104,-0.17,-0.006,0.027,01/06/06/11
-0.117,-0.066,0.454,0.699,0.286,0.254,-0.131,-0.677,0.622,0.463,0.139,-0.738,-0.422,12/01/01@42/16
0.14,0.16,-0.251,0.214,0.181,0.418,0.003,-0.126,-0.571,-0.93,0,0.17,-0.056,99
-0.31,-0.107,0.107,-0.16,1.048,0.779,0.22,0.197,0.12,-1.876,-0.107,0.092,0.046,01/05/13/03@01/07/01@16/19/03
0.057,-0.064,0.161,0.185,0.113,-0.252,0.065,0.137,0.019,-0.22,-0.288,0.483,-0.134,10/01/09/05@16/01
0.323,0.398,-0.762,-0.479,0.451,0.992,-0.25,0.089,-0.192,0.051,0.241,-0.124,0.088,32/07
1.133,1.285,?,0.956,0.69,0.681,0.047,-0.332,0.076,-0.079,-0.099,-0.144,-0.723,20/09/18/09/01@40/01@42/04/03@43/01/03/05
-0.075,-0.215,-0.071,-0.063,-0.445,-0.213,-0.081,0.144,-0.051,0.458,-0.214,-0.108,-0.101,01/06
0.391,0.044,-0.649,-0.559,-0.617,0.296,0.114,-0.157,0.108,0.427,0.339,-0.143,-0.128,99
0.017,0.203,-0.434,-0.499,0.509,-0.059,0.101,-0.334,-1.851,-1.338,-0.474,?,-0.188,20/01/25@20/03@20/09/04
0.644,1.092,0.228,0.552,0.61,0.408,0.324,0.069,0.516,0.534,-0.247,0.89,-0.376,11/02/03/04@18/02/01/01/01@32/01
0.396,0.611,-0.31,-0.071,0.714,-0.08,0.312,-0.219,0.008,-0.533,?,?,0.039,14/04@20/01/10@20/09/16
0.626,-0.171,0.72,1.194,-1.793,-1.029,2.05,-0.181,2.201,2.624,2.097,0.156,0.726,20/01/10@34/01/01/03
-0.2,-0.087,-0.22,-0.025,0.157,-0.131,-0.236,-0.09,-0.046,-0.237,-0.045,-0.411,-0.347,01/03/04@01/03/10@11/06/02
0.455,0.598,0.08,0.514,0.003,0.208,0.102,-0.272,0.377,0.171,0.209,-0.455,-0.25,14/07/11@14/13/01/01@16/01@18/01/07@18/02/01@32/01
-0.205,0.13,0.24,0.13,-0.908,-0.714,-0.698,-0.295,-0.81,-1.447,-0.885,0.179,0.253,14/07@14/13@16/01
0.385,1.81,-0.481,0.441,1.406,1.547,-0.143,-0.742,-1.438,-0.474,-0.35,0.4,0.626,42/16
0.143,-0.069,-0.1,-0.368,-0.215,-0.143,0.27,0.196,?,0.146,0.107,?,0,34/11/03/07@41/01/01
0.251,0.351,-0.08,-0.135,0.767,0.371,0.432,0.671,1.156,1.314,0.327,?,-0.343,02/11/05@34/01/01/03
-0.124,-0.271,0.22,0.368,-0.682,-0.523,?,0.085,0.272,-0.008,-0.107,?,-0.19,10/01/03
0.176,0.096,0.2,0.691,0.583,0.183,0.307,-0.157,-0.344,-0.446,-0.179,-0.096,0.039,14/04@16/01@20/01/10@20/09/07/05@20/09/13
-0.313,-0.313,0.47,-0.244,-0.102,-0.458,-0.323,-0.709,-0.777,-1.904,-1.194,0.083,0.4,16/01@40/10/02/01
-0.185,-0.367,-0.337,0.392,0.498,0.56,-0.047,0.405,-0.309,-0.83,-0.07,0.756,0.075,11/04/03/01
-0.02,-0.1,-0.31,-0.28,0.37,0.51,0.29,-0.37,-1.3,-1.608,-0.1,0.23,0.26,99
0.034,0.516,-0.574,-0.021,0.665,0.445,0.777,0.763,0.349,0.371,-0.056,?,-0.158,12/04/01@12/07
0,0.11,0.08,-0.5,-0.47,-0.98,-0.56,-0.63,-1.01,-1.11,-0.85,-0.38,-0.08,01/05@02/01
-0.062,-0.013,-0.351,-0.589,0.19,0.085,0.094,0.198,-0.111,0.077,0.064,?,-0.462,99
-0.488,?,-0.126,-0.078,0.289,0.193,-0.281,-0.226,0.018,-0.557,-0.171,-0.573,-0.029,10/01/03@42/10/03
0.017,-0.109,0.179,0.41,?,0.11,0.131,-0.54,0.305,0.284,0.368,-0.329,-0.18,01/03/04@01/03/10@11/06/01
-1.453,-1.578,-0.432,-2.12,0.483,2.15,0.092,-0.424,0.841,0.835,0.453,-0.319,-0.539,01/07@01/20/19/01@16/21/01@32/07/07/05@34/01/01/01
-0.032,-0.4,?,-0.676,-0.736,?,-0.38,-0.296,-0.672,-0.415,0.023,?,0.373,20/01/01/01@43/01/03/09
0.925,1.295,?,0.737,1.332,1.266,0.953,-0.041,2.125,2.01,1.077,-0.496,-0.784,01/05/25@02/01
0.644,0.881,?,1.231,0.441,0.61,0.388,0.082,0.563,0.564,0.306,0.018,-0.032,10/03/01/01@14/13@42/29
0.149,0.186,0.02,-0.156,0.344,-0.288,-0.212,-0.454,0.498,-0.099,-0.399,-0.374,-0.305,20/09/07/03
1.262,1.671,-0.161,0.292,1.02,0.445,0.266,-0.54,-1.487,-0.964,0.026,?,-0.597,10/03/01
-0.15,-0.02,-0.17,-0.18,-0.65,-0.36,-0.65,0.17,-1.14,-1.11,-0.91,0.126,0.15,99
-0.084,-0.202,-0.209,-0.399,0.32,0.1,-0.027,0.033,-0.159,-0.43,-0.202,-0.17,-0.534,99
-0.848,-0.439,0.463,0.221,-0.172,0.385,-0.202,-0.29,0.642,0.049,-0.369,-0.728,0.04,99
0.311,0.076,-0.363,0.024,1.002,0.686,0.39,-0.063,-1.528,0.09,-0.229,?,0.035,01/02@01/03/16/03@01/05/25@10/01@10/03/02@20/01/01/01@20/01/03@20/03/02/03/01
0.48,-0.26,-0.29,1.251,0.118,0.042,0.21,0.03,-0.677,0.224,0.159,0.211,-0.297,14/13
-0.174,-0.152,0.037,-0.107,0.629,-0.02,0.283,0.148,-0.08,-0.323,-0.612,0.116,-0.091,10/01/05/01@10/03/03
-0.362,-0.203,0.178,0.703,0.236,-0.045,0.079,0.195,0.09,-0.234,-0.628,?,-0.172,11/02/03/01/04@14/13/01/01
-0.287,-0.226,0.201,0.472,-0.04,-0.328,-0.029,-0.574,0.136,-0.218,-0.191,-0.509,0.027,11/02/03/01/07@11/04/03
-0.178,-0.206,0,-0.185,0.534,-0.119,-0.077,0.422,-0.234,0.022,-0.385,0.467,-0.077,99
-0.544,-0.53,0.67,0.635,-0.663,-0.441,-0.398,-0.112,-1.195,-1.177,-1.381,0.345,0.178,10/03/01
-0.131,-0.12,0.13,-0.22,0.76,0.83,0.29,0.38,-0.4,-0.037,0.082,0.84,0.49,11/02/03/04@32/01/01
-0.183,-0.158,0.09,-0.1,0.7,0.743,0.24,0.09,-1,-0.59,-0.54,-0.037,0.24,01/04@14/13/01@16/19/03
1.356,1.535,-0.14,0.17,0.27,0.63,0.02,0.57,0.89,1.2,0.39,0.42,0.275,01/04@16/19/03@20/01/03@20/01/13@20/03/25@34/11/03
0.522,0.299,0.016,0.067,0.399,0.503,0.214,0.241,0.351,0.609,0.188,0.898,0.548,10/03/01/02@11/02/03/04/03@32/01/09
-1.302,-1.177,0.787,0.503,-0.607,-0.491,-1.464,-0.002,-0.974,-2.224,-1.757,0.486,0.527,11/02/01@11/04/01
0.331,0.61,0.325,0.761,0.039,0.066,-0.069,0.516,0.082,-0.204,-0.49,-0.085,-0.072,11/02/03/04@11/04/01@12/04/01@16/03/03
0.487,2.089,-0.482,-0.299,0.37,0.423,-0.061,-0.301,-6.456,-0.664,0.022,0.45,0.311,32/01@42/01
-0.073,0.174,0.149,-0.337,0.841,0.1,0.506,-0.443,-0.649,0.545,-0.138,?,-0.869,32/01/01@32/01/03@32/01/04@32/01/05
0.293,-0.876,-0.71,-0.276,0.069,?,0.053,-0.223,-1.382,-0.848,0.338,?,0.333,20/01/13
0.612,0.335,-0.211,0.028,-0.18,0.059,0.097,0.458,-1.538,-1.124,0.039,?,-0.032,01/07/01@16/01@32/01
0.849,1.473,0.22,1.219,-0.374,0.009,-0.085,-0.392,-0.341,-0.197,-0.115,0.046,-0.067,01/07/01@32/01
0.276,0.426,-0.36,-0.266,-0.234,-0.346,-0.594,-0.467,0.012,-0.6,-0.382,-0.385,-0.29,20/09/07@20/09/13@40/01@42/04@43/01/03/05
-0.15,-0.3,0.17,-0.05,-0.03,-0.36,-0.56,-0.57,0.24,0.22,-0.1,-0.06,0.21,20/09/07/03
-0.086,0.373,0.087,-0.498,-0.068,-0.525,-0.141,-0.081,-0.13,-0.24,-0.358,-0.011,-0.064,14/10@20/01/01/01/01@20/03@34/01/01/01
0.06,-0.152,-0.37,-0.309,0.464,0.253,-0.02,0.176,0.243,1.141,0.666,-0.077,0.075,20/01/03@20/01/23@20/01/25@20/03@20/09/18/07
0.034,0.226,0.11,0.313,0.138,0.163,-0.038,0.453,0.356,0.667,0.288,-0.264,-0.109,16/17/01@20/01/01/01@20/03@20/09/03@20/09/04
0.344,0.342,0.131,0.232,0.21,0.033,0.241,0.485,1.127,0.898,0.019,0.083,-0.433,20/09/18/09/01@32/01@40/01@42/04@43/01/03/05
-0.995,-0.908,0.729,0.243,-0.99,-0.213,-1.904,-0.074,-1.584,-2.74,-1.471,0.066,0.093,32/01
0.954,0.866,0.169,0.449,0.709,0.768,0.169,-0.031,0.321,-0.176,0.131,?,-0.439,01/02
0.52,0.55,?,-0.32,0.016,0,0.382,0.078,1.18,3.34,1.44,-0.37,-0.031,01/04@01/05@01/07/04@20/01/25@32/01/11@43/01/03/05
-0.043,-0.062,0.22,-0.097,-0.557,-1.075,-0.21,0.031,-1.17,-2.129,-1.102,0.595,1.051,01/01/03/02/01@01/05/02/04@01/05/02/07@02/10@02/16/11@16/21/08
0.179,0.249,-0.27,-0.229,0.459,0.294,0.014,-0.247,1.137,0.943,0.669,-0.543,-0.233,01/06
-0.166,-0.245,-0.463,-0.228,-0.484,-1.082,0.217,0.87,-1.649,-1.312,-0.597,?,0.221,01/01/03/02@01/01/11/01@01/02@02/01/03@16/21/17
0.11,-0.07,-0.293,-0.31,0.25,0.58,0.478,0.765,0.056,0.706,?,0.771,-0.65,01/05@02/16/09@16/17/09@16/21/07
0.493,0.66,-0.109,0.459,0.635,0.736,0.302,-0.224,-0.736,-1.143,-0.435,-0.223,-0.195,01/05@01/20/35/01@02/01@02/16/01@16/17/09@42/01
-0.148,-0.003,-0.252,-0.163,0.371,0.299,0.581,0.642,1.111,0.826,-0.118,?,0.075,01/05@02/16
-0.62,-0.54,0.14,-0.74,?,-1.644,-0.3,0.513,-1.43,-1.07,-0.68,0.008,0.144,01/01@01/05@02/16@10/01/05/03/01
1.088,1.359,0.009,0.817,0.357,0.598,0.313,-0.053,0.884,0.703,0.554,-0.255,-0.511,01/05/02/07@01/05/03@01/06/06/11@01/07@01/20/17/09@02/16@16/21/07@32/01/03@32/01/05@32/10@34/11/03/13
1.751,1.314,-0.15,0.734,1.193,0.603,-0.157,-0.615,3.181,3.899,3.157,-0.769,-0.792,01/05/02/07@01/06/06/11@01/07@01/20/17/09@02/16@16/21/07@32/01/03@32/01/05@32/10@34/11/03/13
0.61,0.794,-0.03,0.26,0.75,0.39,0.28,-0.08,-0.33,0.43,-0.16,0.198,-0.05,01/05/02/04@01/05/02/07@01/05/03@02/16@02/19
-0.279,-0.212,-0.36,-0.434,0.049,-0.145,-0.334,0.72,0.05,-0.04,0.114,0.058,-0.353,01/05@14/13/01/01@16/13
