@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
3619,2622,2733,2405,966,2804,1883,0.898,0.935,1.125,1.014,2.285,2.743,2.013,1.622,2.576,2.18,2.76,2.73,1.6,11/02/03/01@11/02/03/04
2801,2233,2535,1797,1145,3606,3795,0.895,0.956,0.876,1.414,1.449,0.9,0.74,1.675,2.763,1.46,2.54,1.14,1.7,20/09/07/27@20/09/16@40/01@42/04@43/01/03/05
13848,16903,14120,15366,1097,20284,8010,0.941,0.971,0.741,1.702,1.014,1.118,1.297,0.452,0.188,1.03,0.43,1.13,0.45,01/04@02/19@10/03/02@14/01@16/01@16/19/03@32/01/05@34/11/03/07@43/01/03/09
1557,906,1257,1720,983,1221,672,0.6,0.696,0.697,1.14,0.549,0.497,0.48,0.652,1.254,1.21,1.35,1.12,1.14,01/01/09/01/01@01/01/09/01/02@01/01/09/02/01@01/01/09/02/02@01/02@01/05/05/07@01/07@16/21/17
4695,3351,3622,4804,1188,2757,1261,0.839,0.942,0.922,3.284,1.637,0.539,0.575,1.802,1.504,1.81,1.33,0.6,2.29,12/01/01@42/16
6425,5657,4176,5026,1426,1652,3820,0.947,0.967,0.977,0.715,0.85,0.719,0.829,0.589,0.55,0.91,1.13,0.79,0.61,14/04@20/01/10@20/09/07/05@20/09/07/27
3035,2847,1961,2896,1260,1437,2268,0.67,0.908,0.269,1.036,0.738,0.777,1.256,2.051,4.574,0.84,2.07,2.85,2.05,10/01/03@10/03/01/01@18/02/01@34/11/03/07@40/01@42/04@43/01/03/05
3707,3788,2468,1676,1026,4074,3228,0.894,0.963,0.405,0.688,0.874,0.509,0.695,0.71,0.713,0.99,1.07,0.77,0.74,10/03/01@42/01
2081,1674,2485,2283,1180,3014,1734,0.95,0.923,0.902,2.018,1.49,2.893,3.731,1.908,7.277,1.63,2.38,2.36,1.68,01/04@01/05/02/04@01/05/02/07@01/05/25@02/01/03@16/17/07@16/19/03
2533,1971,2379,2078,949,2260,1376,0.862,0.945,0.843,0.647,0.698,1.329,1.593,1.113,2.465,0.83,1.68,1.48,1.15,01/04@01/06/06/11@01/06/10
3107,2080,2033,2764,1177,1285,1308,0.905,0.952,1.109,1.146,1.021,0.838,0.52,0.824,0.647,1.13,1.2,0.93,0.94,10/01/03@10/03/01/01/01@10/03/01/02@14/01@14/04@14/07/01@14/07/02/02@16/01@16/17/09@18/02/01/01@20/09/04@20/09/07@32/01/05@32/01/07
3685,2575,2691,3746,1221,1367,3384,0.946,0.96,1.101,1.538,1.082,1.603,1.435,1.42,1.523,1.14,1.6,1.96,1.43,20/09/07/03
3729,2765,2825,3768,1147,1377,3299,0.941,0.935,1.041,1.962,1.172,1.496,1.36,1.823,1.858,1.25,1.63,1.56,1.87,01/01@01/03/01@01/03/04
2453,1510,1705,2189,1111,1391,3562,0.805,0.931,0.893,1.03,0.899,0.696,0.679,1,0.572,1.08,1.33,1.22,1.01,14/07/05@14/13/01
2748,1898,2099,2861,1063,1221,2023,0.927,0.956,1.101,1.075,0.57,0.844,1.013,0.553,0.322,0.61,0.57,0.88,0.58,01/03/16@10/01/05/01@10/01/05/03/01@10/01/09/03@10/03/01/03@10/03/02/01@16/01@16/03/01@32/01/09@42/01
3308,2768,2974,2699,992,2660,1777,0.907,0.944,0.941,1.527,0.875,1.137,0.92,0.959,0.854,0.88,0.74,1.13,0.95,10/03/01/01/01@11/02/03/01/01@11/02/03/04
1816,1126,1632,1438,901,2024,1901,0.731,0.931,0.816,0.561,0.567,0.242,0.82,0.553,0.596,0.78,0.73,1.08,0.55,14/04@20/09/07@20/09/13@20/09/16/09/03@42/25
1760,1076,1699,1604,990,1465,604,0.478,0.845,0.635,0.496,0.469,0.087,0.11,0.513,0.067,0.78,0.33,0.19,0.68,34/11/03/07
2374,1725,2272,2006,996,2187,1010,0.858,0.935,0.874,1.128,0.503,0.755,1.105,0.561,0.379,0.59,0.47,0.85,0.57,01/03/16@10/01/03@16/03/01@16/03/03@16/17/07@42/01
6728,6666,7399,7157,861,10684,4889,0.925,0.97,0.866,1.987,2.188,1.481,0.757,2.5,1.965,2.28,2.5,2.42,2.47,40/01/03@42/01@42/04@43/01/03/05
7491,4764,3970,5308,1049,3167,2603,0.862,0.955,1.162,0.627,0.536,1.511,1.83,1.045,3.754,0.55,1.14,1.65,1.11,10/01/03@20/01/03@20/09/04@42/16
1931,1000,1454,2337,1357,1119,878,0.384,0.939,0.563,0.973,0.693,0.211,0.205,0.522,0.486,1.51,1.54,0.54,1.35,02/13
2028,1312,2044,6053,1145,2032,826,0.869,0.839,1.069,0.381,0.383,0.709,0.88,0.402,0.543,0.49,0.94,0.68,0.45,10/03/01
2645,1874,2384,2940,1190,2823,1210,0.904,0.938,1.018,0.991,0.49,1.109,1.117,0.781,1,0.61,0.83,1.15,0.81,99
5224,3910,2618,3316,1180,2004,1882,0.898,0.976,1.031,1.984,1.399,1.889,1.974,2.126,1.234,1.48,1.72,2.31,2.32,01/04@02/13/03@02/45@16/17
5908,4460,3104,3844,1162,2280,1464,0.902,0.959,1.07,1.402,1.488,2.2,1.683,1.805,4.562,1.61,2.88,2.54,2.13,01/03/04
2188,1109,1496,1895,1046,1274,808,0.768,0.91,1.08,1.329,0.712,0.553,0.773,0.645,0.622,0.96,1.6,0.91,1.01,14/07/11@14/13
5326,3894,4042,6327,1732,1612,6175,0.928,0.956,1.21,0.774,1.22,1.835,1.487,1.115,1.049,1.31,1.4,1.9,1.11,14/07/05@14/13/01@16/01
4855,4108,1895,2445,1104,1407,1011,0.898,0.887,0.943,0.296,0.696,1.348,1.44,0.598,0.488,0.84,0.99,1.55,0.69,10/03/01@10/03/05/01@16/01@42/04/05
2705,1604,1814,2898,1524,1173,1862,0.787,0.874,1.272,1.213,0.554,1.105,0.507,0.542,0.701,0.65,1.08,1.38,0.58,20/01/27@20/03/25@20/09/16@32/07
2509,1853,2051,1831,1092,2194,1817,0.933,0.922,0.986,0.913,1.01,0.535,0.531,0.642,0.51,1.11,0.93,0.63,0.67,01/06/02/01@01/06/02/02@14/07/01
1699,1111,2052,1801,968,2763,2132,0.844,0.937,0.967,1.225,1.187,0.907,0.766,1.567,0.959,1.31,1.45,1.06,1.67,01/04@02/13@12/07
2693,1989,2339,2061,994,2587,2916,0.928,0.953,1.111,1.668,1.28,1.257,1.784,0.795,0.594,1.31,1.07,1.37,0.85,99
2000,1361,2353,1929,911,3019,2547,0.914,0.85,1.079,0.897,1.068,1.48,1.054,1.208,0.982,1.18,1.5,1.98,1.27,10/01/03@10/01/05/01@10/01/09/05@10/03/01/03@16/03/03@32/01/09@42/10/03
2618,2030,2220,2033,1022,2507,7509,0.957,0.908,0.962,3.183,3.477,1.64,1.837,8.342,4.232,3.76,1.53,2.12,8.45,10/01/09/05@11/02/01@11/02/03@11/04/01@11/04/03/11@16/03/03@16/19/03
2605,1659,2838,5190,915,3350,2936,0.857,0.935,1.156,1.222,1.127,1.449,1.362,1.407,1.145,1.19,1.37,1.64,1.47,10/03/01/01/11@20/09/14@42/04
3516,2417,3761,7658,860,2974,3350,0.92,0.943,1.106,1.174,1.168,1.181,1.116,1.581,1.325,1.26,1.13,1.22,1.65,01/02/02@01/06/02/02@01/06/02/03
10252,8656,6417,7466,1175,4110,7100,0.947,0.966,1.048,0.652,0.669,0.84,0.584,0.909,1.522,0.7,1.12,0.9,0.91,14/13/01@14/13/04/02
20293,18889,15144,24711,1396,14827,13751,0.973,0.923,1.052,0.914,0.797,3.048,1.913,1.544,5.375,0.81,2.65,3.09,1.55,01/05/06/07@01/06@02/01@02/16/01@16/17/09@32/07
2152,1267,2249,2149,1115,2389,1945,0.84,0.879,1.322,0.483,0.573,0.597,0.425,0.284,0.292,0.66,0.38,0.69,0.31,01/05/03@02/19@42/01@43/01/03/09
2290,1702,2509,2012,927,3860,4888,0.898,0.937,0.887,1.441,1.285,1.549,1.237,2.382,3.56,1.38,1.48,1.7,2.45,20/01/10@20/01/21@20/09/01
3912,2808,3491,2932,1002,3998,5480,0.896,0.966,1.051,3.172,1.966,1.682,1.794,3.752,2.641,2.07,1.99,1.82,3.98,12/04/01
8184,7035,6464,4680,1098,7429,6857,0.921,0.947,1.008,1.764,1.358,0.963,0.942,1.145,1.081,1.46,1.57,1.04,1.14,01/05/03/01/04@01/05/25@18/02/01/01
3944,2938,4269,4278,1125,5209,4157,0.948,0.961,1.127,0.957,1.17,1.133,1.2,1.511,1.267,1.26,1.11,1.2,1.54,99
2446,1646,2279,2110,1014,2355,2686,0.937,0.928,1.183,0.791,0.878,0.705,0.739,0.86,0.918,0.91,0.82,0.81,0.91,99
2439,1525,2305,4084,899,2582,2412,0.888,0.936,1.135,1.166,1.658,2.659,2.212,2.44,1.917,1.85,1.63,2.8,2.48,01/05@01/20/35/01@02/01@02/16/01@16/17/09@42/01
4385,2650,2656,3615,1321,1883,4389,0.933,0.893,1.425,5.609,2.075,1.979,1.819,1.321,2.73,2.21,1.41,2.11,1.37,20/01/01/01/01@20/09/18@34/01/01/01
3054,1692,2171,2991,1202,2096,2310,0.951,0.958,1.517,1.384,1.27,0.938,0.863,1.335,1.33,1.3,1.15,1.03,1.33,01/05/02/04@01/05/02/07@01/20/15@02/01@16/01@16/17/07
3132,2036,2634,4137,918,3125,2834,0.861,0.901,1.135,1.5,1.39,2.019,1.981,2.086,1.482,1.51,1.5,2.17,2.26,10/03/01@10/03/02@12/07
5340,3629,3264,3900,1257,1801,4553,0.952,0.965,1.297,1.638,0.905,1.629,1.333,1.892,2.02,0.95,1.33,1.59,1.89,16/03/01@16/03/03@20/01/21@32/01/09@42/10/03
3277,2486,3261,2221,1005,4974,1503,0.923,0.93,1.059,1.578,2.211,2.276,2.623,0.768,0.574,2.29,2.07,2.41,0.81,10/03/01@12/04/01@14/01@16/01@32/01/07
2700,1813,2203,2085,1031,2315,1582,0.906,0.956,1.223,0.651,0.58,0.58,0.765,0.187,0.097,0.63,0.36,0.64,0.18,01/06/02/01@10/03/01@10/03/02@11/02/03/04@43/01/03/09
5828,5549,5425,4457,1142,4658,4804,0.919,0.963,0.869,0.739,0.561,0.178,0.157,0.41,0.26,0.56,0.35,0.2,0.42,01/04@12/04/01@12/04/02@16/19/03@42/01
7284,7397,6928,3707,1073,14420,5873,0.931,0.97,0.827,1.881,1.393,4.277,5.065,1.768,8.709,1.44,3.21,4.6,1.84,14/13/01@18/01/07@18/02/01/02/03@42/25
6805,5068,4756,5379,1220,2552,4920,0.913,0.914,1.115,2.04,1.624,1.773,1.78,1.938,1.787,1.81,1.91,1.86,1.96,01/04@10/03/01@10/03/03@14/07/03@14/10@20/09/18/09/01@42/04/03@43/01/03/05
3230,2037,2683,4160,1005,2392,2582,0.894,0.94,1.182,0.917,1.142,1.449,1.472,0.504,0.946,1.21,1.27,1.53,1.12,10/01/09/05@11/02/03/04@14/07/04@40/20
2445,1368,2611,2881,1034,1912,1498,0.756,0.94,1.071,0.72,0.608,1.005,0.819,1.031,0.928,0.86,1.51,1.1,1.14,01/05/25@10/03/02@11/02/03/01@11/02/03/04@18/02/01
1406,774,1399,1508,866,1439,1072,0.714,0.821,0.989,1.084,0.688,0.49,0.742,0.646,0.714,1,1.25,0.86,0.76,01/05@14/07/02/02@42/01
6331,5867,4127,5255,1120,6582,2610,0.941,0.949,0.933,2.739,0.763,1.027,1.725,0.356,1.051,0.81,0.77,1.12,0.36,10/01/09/05@10/03/04/03@11/02/03/04@16/03/01@42/10/03
2956,2469,1691,1819,1200,1903,1999,0.767,0.953,0.614,0.752,0.785,0.583,0.451,0.565,0.629,0.95,0.76,0.8,0.61,11/02/01@11/02/02@11/02/03/01
6589,4369,4836,5246,1344,2336,6028,0.946,0.933,1.302,1.981,1.823,0.677,0.749,1.711,2.31,1.99,1.6,0.71,1.73,20/09/07/03
9824,7519,7540,9940,1441,3550,10007,0.953,0.934,1.235,2.889,0.859,1.009,1.321,2.624,2.64,0.93,1.07,1.26,2.67,02/11@02/13/01@02/13/03@20/01/15
3168,2403,3496,3359,1040,3492,3926,0.934,0.952,1.03,1.125,1.059,1.022,1.02,0.994,1.269,1.1,1.05,1.09,1.09,01/06@14/04@18/02/01
1947,1353,2228,4712,950,2146,2110,0.867,0.823,0.852,7.688,3.251,1.083,2.324,6.748,3.067,3.93,2.07,1.33,6.64,11/04/02@11/06/02@12/04/01
2613,1684,1867,2578,1051,1702,2367,0.852,0.915,0.989,1.327,1.076,0.732,0.907,3.973,1.631,1.3,0.77,0.83,4.2,20/01/03@20/01/27@20/03/25@20/09/16@32/07/05
7461,6492,5280,8274,1126,4925,6194,0.902,0.918,0.965,3.136,2.841,1.434,1.516,5.403,5.453,2.97,2.91,1.95,5.52,12/01/01@12/04@16/01@16/03/03
3499,2298,2519,3279,1228,1384,1944,0.93,0.942,1.168,2.449,1.519,0.539,0.676,2.326,2.014,1.6,1.52,0.61,2.38,14/04@20/01/10@20/03@20/09/04
6922,5413,3542,5668,1103,4217,4204,0.928,0.978,1.094,1.218,1.289,0.833,0.864,1.488,1.11,1.29,1.02,0.88,1.57,01/05@02/01@02/08@02/10@14/10@16/01@16/21/15
3982,2676,2537,3393,1082,1889,3712,0.88,0.932,1.214,3.239,2.449,1.012,1.005,4.836,3.411,2.58,1.31,1.09,5.78,11/02/01@11/04/01@11/06/01@12/01@16/01@16/03/03
2470,1749,2107,1605,934,2984,3175,0.912,0.958,0.969,1.313,1.802,0.11,2.305,1.37,0.927,1.88,1.73,1.37,1.42,12/01/01
2182,1516,1891,1522,1005,2489,2942,0.825,0.955,1.022,0.617,0.708,0.299,0.312,0.515,0.413,0.85,0.57,0.46,0.54,16/17/01@20/01/01/01@20/03@20/09/03@20/09/04
3042,1961,2477,1791,903,3482,3155,0.88,0.954,1.252,0.96,0.973,1.401,1.177,0.928,1.141,1.05,1.43,1.48,0.93,01/03/16@10/01/05/01
2710,1770,2433,2447,928,2890,2251,0.955,0.951,1.215,0.825,0.784,0.984,0.95,0.729,0.904,0.86,0.95,0.96,0.81,10/01/02@10/01/03/05@10/01/05/01@10/01/05/03/01@10/01/05/03/03@10/01/09/05@10/01/11@10/03/01/01@10/03/04@16/01@16/03/01@16/19/03@34/05/01
2864,1719,2142,3097,1323,1299,2183,0.907,0.916,1.363,1.194,0.503,0.496,0.734,0.45,0.427,0.53,0.63,0.6,0.46,01/03/01@01/04@01/05/25@10/03/01@10/03/03@10/03/04/09@11/02/03/04@16/01@16/19/05@18/02/01/01/05@20/09/07@20/09/16/09/03@20/09/18/09/01@30/01/05/05/01@30/05@32/01/03@32/05/03@34/05/01@34/07/02@34/11/03/03@34/11/03/07@34/11/03/13@40/01/03/01@40/01/03/03@40/10/02@42/01@42/04/03@42/04/05@42/29@43/01/03/05
7588,5913,4404,5596,1132,3043,3507,0.879,0.929,1.02,1.381,2.601,1.837,1.269,0.784,1.898,2.78,2.96,2.04,2,01/03/01@01/04@10/03/01@14/04@16/01@16/19/03@16/19/05@20/01/10@20/09/07/03@20/09/13@20/09/18/09/01@30/01/05/05/01@42/08@42/22
5911,3855,2653,3640,1097,1709,1805,0.875,0.924,1.202,1.262,0.981,1.401,1.131,0.936,0.525,1.06,1.14,1.52,0.98,10/01/09/05@11/02/03/04@14/07/04
10954,8749,9785,14058,1620,2253,15550,0.94,0.722,1.144,1.709,2.015,2.979,1.666,3.476,12.369,2.15,8.68,3.12,3.56,01/03/01@01/03/13@01/04@01/05/13@01/05/25@10/03/01@10/03/03@12/01@12/04@16/01@16/03@16/19/05@18/02/05@20/09/18/09/01@30/01/05/01@30/01/05/05/01@30/01/09/07@32/01@34/11/12@40/01/03@40/10@40/20@42/01@42/04@43/01/03/05@43/01/03/06@43/01/03/09
3015,2307,2943,2885,1018,3207,1886,0.928,0.964,1.014,0.651,0.733,1.083,1.179,0.602,0.574,0.76,0.68,1.1,0.59,01/04@01/06@20/09/18/09/01@30/01/09/11@42/01
2120,1535,1775,1619,964,2222,2343,0.853,0.938,0.934,1.101,1.315,0.724,1.388,0.876,0.928,1.43,1.34,1.31,0.94,10/01/09/05@11/02/03/04@16/01@42/10/03
2865,1898,2151,1812,960,3106,2651,0.898,0.926,1.183,1.081,0.983,1.036,2.545,1.667,1.165,1.13,1.95,1.83,1.75,01/06/06/11@02/11/05@16/21/01@20/01/15
5948,4528,3106,3911,1155,2309,3887,0.862,0.955,1.052,3.673,2.384,1.417,1.213,7.078,2.821,2.5,1.91,1.53,7.38,11/02/01@11/02/02@16/01@16/03/01
7351,5270,5708,8541,1934,2163,6125,0.95,0.949,1.269,1.378,1.282,1.37,1.203,1.012,1.141,1.33,1.48,1.43,1.01,01/03/16/01@02/13@11/04@16/03/03@18/02/01/01
4478,3181,2596,3043,1160,2086,3178,0.926,0.939,1.081,1.643,1.794,0.433,0.398,1.344,1.007,1.91,0.8,0.48,1.53,14/04@20/01/10@20/03@20/09/04
2343,1873,3135,2688,931,4596,4106,0.913,0.874,0.824,0.778,0.874,1.357,1.104,1.012,0.526,0.89,1.01,1.41,1.15,20/01/03@20/03
2721,1832,2479,2005,1081,2550,2822,0.845,0.83,1.061,1.131,0.411,0.991,0.885,0.667,0.909,0.78,0.95,1.2,0.7,01/04@01/06/02/01@20/09
3247,2633,3422,3292,1061,5410,5467,0.935,0.87,0.93,1.012,1.508,1.252,1.344,1.845,2.313,1.55,1.87,1.5,1.96,10/03@12/01@14/01@14/04@14/07/09@16/01@30/01/09/03@30/05@32/01/03@34/01/01/01
2012,1097,1823,2830,996,1810,1196,0.7,0.88,0.945,0.818,0.521,0.34,0.391,0.648,0.479,0.58,0.61,0.38,0.69,01/03/16/01@11/04/03/01@16/01@16/03/03
3980,2876,3930,5972,1112,4070,2417,0.864,0.94,1.009,1.205,1.848,0.53,0.536,1.484,1.052,1.86,0.94,0.55,1.57,01/06/02/01@01/20/19
3531,2294,3271,3816,1283,2559,3457,0.968,0.949,1.305,2.094,1.99,0.707,0.839,1.71,2.096,2.15,1.39,0.79,1.82,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03
6160,5765,6549,5022,1023,6641,7981,0.942,0.892,0.949,6.051,5.712,3.086,1.76,20.437,22.708,5.61,6.41,3.31,20.73,10/01/05/01@12/01/01@12/04@16/01@32/01/09
4491,3772,3368,2834,1049,3916,5050,0.94,0.87,0.992,2.068,0.596,1.246,1.131,1.409,1.941,0.62,0.84,1.35,1.51,01/03/01@01/04@10/03/03@10/03/04/09@16/01@16/19/05@18/02/01/01/05@20/09/18/09/01@30/01/05/05/01@32/01/03@34/05/01@34/07@34/11/03/03@34/11/03/13@40/01/03/03@42/04/03
7694,5560,5176,6083,1334,2608,5141,0.922,0.96,1.221,1.027,0.758,1.399,1.284,0.94,0.856,0.78,0.62,1.4,1,11/02/03/04@14/07/05@14/13/01
