@RELATION 'spo0.names'

@ATTRIBUTE t0_green_bkg                            numeric
@ATTRIBUTE t0_red_bkg                              numeric
@ATTRIBUTE t0_flag                                 numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red_bkg                        numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green_bkg                            numeric
@ATTRIBUTE t2_red_bkg                              numeric
@ATTRIBUTE t2_flag                                 numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t7_flag                                 numeric
@ATTRIBUTE t9_green_bkg                            numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t9_flag                                 numeric
@ATTRIBUTE t11Point5_green_bkg                     numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE t11Point5_red_bkg                       numeric
@ATTRIBUTE t11Point5_flag                          numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE gal_ndt80_red_bkg                       numeric
@ATTRIBUTE gal_ndt80_flag                          numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_green_bkg            numeric
@ATTRIBUTE ndt80_delete_early_red_bkg              numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green_green_bkg        numeric
@ATTRIBUTE ndt80_delete_mid_green_red_bkg          numeric
@ATTRIBUTE ndt80_delete_mid_green_flag             numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t0Point5_correlation                    numeric
@ATTRIBUTE t2_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t9_correlation                          numeric
@ATTRIBUTE t11Point5_correlation                   numeric
@ATTRIBUTE ndt80_delete_early_correlation          numeric
@ATTRIBUTE ndt80_delete_mid_correlation            numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t0Point5_g/r_ratio                      numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE failed_pcr                              {1,2,3,4,5}
@ATTRIBUTE overlaps_another_orf                    {no,yes}
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
1636,868,0,1289,548,0,1220,652,0,3891,1518,0,2425,2264,0,1639,1236,0,1379,4707,871,0,1178,3979,0,2165,599,494,0,902,515,0,0.841,0.884,0.903,0.905,0.967,0.896,0.919,0.945,0.977,0.901,0.832,0.904,0.758,0.648,0.863,0.984,0.497,1.19,0.94,1,0.81,0.66,0.95,0.97,0.81,1.04,?,no,01/04@01/05/03@10/01/05/01@10/03/01/01/11@10/03/02@11/02/03/04@14/07/03@14/13@16/01@16/19/03@18/01/01@18/02/01@30/01/05/01/06@30/05/02/20@32/01@34/11/03/07@40/01/03@40/10/02/01@43/01/03/09
1414,816,0,1398,736,0,1293,768,0,8096,2039,0,2708,2615,0,1868,1275,0,1260,5884,890,0,3221,6932,0,5160,642,468,0,962,548,0,0.915,0.914,0.922,0.896,0.971,0.925,0.929,0.931,0.967,0.961,0.816,1.082,1.183,1.025,1.327,1.445,1.11,1.16,0.85,1.16,1.32,1.04,1.37,1.7,1.42,1.54,?,no,02/11@02/13/03@02/16/01@20/01/15@42/16
1107,619,0,1094,416,0,1222,656,0,4330,1402,0,1435,943,0,1388,1000,0,1150,5186,807,0,1097,3056,0,2285,538,378,0,983,484,0,0.923,0.928,0.95,0.957,0.953,0.932,0.971,0.972,0.965,0.956,0.805,0.671,0.825,0.765,0.65,1.009,0.929,0.99,0.86,0.69,0.87,0.79,0.7,0.61,0.75,1,?,no,14/07
1148,532,0,1035,375,0,1156,638,0,2427,1396,0,1378,966,0,1250,1008,0,1084,1833,728,0,1096,3064,0,1695,540,426,0,1039,503,0,0.85,0.913,0.915,0.909,0.92,0.802,0.929,0.926,0.954,1.073,1.033,1.052,0.874,0.711,0.605,1.076,0.927,1.2,1.15,1.18,1,0.76,0.78,0.7,1.09,1.15,?,no,14/01@14/07/11@14/13/01@43/01/03/09
1172,605,0,1200,418,0,1046,557,0,1996,1329,0,1655,970,0,1433,996,0,1036,1533,677,0,1223,3510,0,1293,577,418,0,915,484,0,0.844,0.906,0.881,0.86,0.962,0.904,0.918,0.909,0.913,1.263,0.974,1.1,0.813,0.989,1.002,0.792,0.624,1.42,1.05,1.25,1,1.02,1.13,0.96,1.55,0.88,?,no,14/07/11/01@14/13/04
1392,706,0,1189,456,0,1250,646,0,5767,1895,0,1622,1098,0,1663,1206,0,976,2788,604,0,1290,3160,0,7053,632,514,0,850,400,0,0.936,0.949,0.93,0.932,0.968,0.909,0.936,0.97,0.965,0.892,0.681,0.766,0.839,0.949,0.88,0.7,0.803,0.98,0.7,0.8,0.89,0.94,0.94,0.73,0.54,0.71,?,no,01/01/03/02/02@01/01/03/03/01@01/01/05/01/02@01/01/09/04/01@01/01/09/05@01/01/11@01/02@01/05/06/07@01/05/11/07/01@01/06/06@01/07/01@01/20/05@01/20/17/01@01/20/31@02/11@02/13@02/16/01@02/45@16/13@16/21/07@20/01/15@32/01/01@32/01/03@32/05/01@32/05/03@32/07/03@32/07/09@42/16
1213,684,0,1161,468,0,1357,772,0,4819,1528,0,1553,924,0,1310,990,0,1221,2228,805,0,1019,3030,0,2037,528,371,0,982,459,0,0.926,0.913,0.968,0.951,0.96,0.954,0.945,0.963,0.967,1.077,0.854,2.333,3.32,1.875,1.741,1.522,1.259,1.13,0.95,2.34,3.01,1.86,1.66,1.81,0.88,1.49,?,no,01/04@11/04/03/03
1197,659,0,1136,428,0,1312,701,0,3515,1532,0,1422,959,0,1256,966,0,1194,1592,775,0,972,2988,0,1883,505,398,0,963,453,0,0.898,0.935,0.948,0.95,0.935,0.886,0.937,0.971,0.974,1.125,1.014,2.285,2.635,2.789,2.743,1.622,2.576,1.23,1.07,2.18,2.76,2.88,2.73,1.97,1.11,1.6,?,no,11/02/03/01@11/02/03/04
1301,676,0,1137,448,0,1164,633,0,2785,1523,0,1764,1227,0,1424,1145,0,1300,3912,988,0,1629,3473,0,3795,602,448,0,891,437,0,0.895,0.922,0.959,0.879,0.956,0.705,0.943,0.975,0.956,0.876,1.414,1.449,2.296,2.121,0.9,1.675,2.763,0.96,1.48,1.46,2.54,2.11,1.14,0.78,2.23,1.7,?,no,20/09/07/27@20/09/16@40/01@42/04@43/01/03/05
1230,735,0,1404,581,0,1389,724,0,10321,1786,0,1587,1028,0,1449,1097,0,1243,15029,857,0,916,2982,0,8010,531,418,0,1002,531,0,0.941,0.945,0.948,0.963,0.971,0.959,0.959,0.974,0.983,0.741,1.702,1.014,0.417,0.569,1.118,0.452,0.188,0.78,1.75,1.03,0.43,0.57,1.13,1.34,0.36,0.45,?,no,01/04@02/19@10/03/02@14/01@16/01@16/19/03@32/01/05@34/11/03/07@43/01/03/09
1233,618,0,1047,406,0,1085,571,0,1600,1385,0,1579,984,0,1433,983,0,1028,883,633,0,998,2917,0,672,532,422,0,796,417,0,0.6,0.798,0.428,0.656,0.696,0.424,0.633,0.531,0.748,0.697,1.14,0.549,1.201,0.766,0.497,0.652,1.254,1.12,1.34,1.21,1.35,1.23,1.12,0.77,0.4,1.14,1,no,01/01/09/01/01@01/01/09/01/02@01/01/09/02/01@01/01/09/02/02@01/02@01/05/05/07@01/07@16/21/17
1628,872,0,1301,477,0,1209,630,0,3184,1624,0,2190,2092,0,1619,1188,0,1144,3251,778,0,1429,3840,0,1261,638,468,0,904,459,0,0.839,0.903,0.888,0.844,0.942,0.909,0.899,0.84,0.928,0.922,3.284,1.637,1.051,0.445,0.539,1.802,1.504,1.23,3.6,1.81,1.33,0.49,0.6,0.65,1.42,2.29,?,no,12/01/01@42/16
1474,707,0,1334,546,0,1259,641,0,3870,1775,0,1594,932,0,1938,1426,0,992,1314,606,0,1096,3037,0,3820,740,500,0,860,398,0,0.947,0.954,0.931,0.891,0.967,0.92,0.909,0.949,0.983,0.977,0.715,0.85,1.012,0.694,0.719,0.589,0.55,1,0.75,0.91,1.13,0.69,0.79,0.93,0.71,0.61,?,no,14/04@20/01/10@20/09/07/05@20/09/07/27
1390,686,0,1269,469,0,1160,583,0,2801,1989,0,1459,887,0,1834,1260,0,1022,813,620,0,1000,3011,0,2268,661,500,0,816,406,0,0.67,0.94,0.888,0.543,0.908,0.205,0.638,0.947,0.954,0.269,1.036,0.738,1.041,3.307,0.777,2.051,4.574,0.76,1.06,0.84,2.07,3.41,2.85,2.15,4.65,2.05,?,no,10/01/03@10/03/01/01@18/02/01@34/11/03/07@40/01@42/04@43/01/03/05
1480,828,0,1154,423,0,1214,638,0,2528,1676,0,1900,1412,0,1352,1026,0,1274,4586,868,0,1376,3426,0,3228,574,420,0,916,438,0,0.894,0.932,0.93,0.929,0.963,0.64,0.954,0.967,0.959,0.405,0.688,0.874,0.98,0.647,0.509,0.71,0.713,0.75,0.71,0.99,1.07,0.67,0.77,0.75,0.73,0.74,?,no,10/03/01@42/01
1084,592,0,1164,446,1,1150,614,0,2854,1364,1,1430,912,1,1447,1180,0,1106,1293,685,0,2066,4975,0,1734,543,428,0,876,440,0,0.95,0.914,0.942,0.952,0.923,0.589,0.953,0.97,0.971,0.902,2.018,1.49,2.532,4.711,2.893,1.908,7.277,0.92,2.11,1.63,2.38,3.98,2.36,3.13,1.47,1.68,?,no,01/04@01/05/02/04@01/05/02/07@01/05/25@02/01/03@16/17/07@16/19/03
1182,592,0,1232,476,0,1472,982,0,2966,1516,0,1483,982,0,1286,949,0,1145,1470,782,0,1255,3120,0,1376,474,366,0,957,433,0,0.862,0.9,0.924,0.902,0.945,0.866,0.942,0.958,0.935,0.843,0.647,0.698,1.489,1.479,1.329,1.113,2.465,0.97,0.75,0.83,1.68,1.44,1.48,1.62,1.06,1.15,?,no,01/04@01/06/06/11@01/06/10
1374,716,0,1200,444,0,1216,615,0,2358,1645,0,1518,934,0,1714,1177,0,1053,748,588,0,1049,3028,0,1308,638,458,0,874,416,0,0.905,0.908,0.853,0.802,0.952,0.892,0.348,0.907,0.968,1.109,1.146,1.021,1.002,0.797,0.838,0.824,0.647,1.27,1.26,1.13,1.2,0.84,0.93,1.45,1.52,0.94,?,no,10/01/03@10/03/01/01/01@10/03/01/02@14/01@14/04@14/07/01@14/07/02/02@16/01@16/17/09@18/02/01/01@20/09/04@20/09/07@32/01/05@32/01/07
1402,668,0,1258,516,0,1286,639,0,3147,2187,0,1628,982,0,1746,1221,0,1040,795,605,0,1270,3032,0,3384,674,501,0,885,428,0,0.946,0.951,0.919,0.786,0.96,0.897,0.742,0.964,0.975,1.101,1.538,1.082,1.317,1.898,1.603,1.42,1.523,1.19,1.57,1.14,1.6,1.89,1.96,1.72,1.87,1.43,?,no,20/09/07/03
1417,681,0,1308,518,0,1214,631,0,3355,2025,0,1505,902,0,1736,1147,0,1007,838,628,0,1223,3015,0,3299,648,470,0,938,440,0,0.941,0.95,0.924,0.836,0.935,0.912,0.775,0.954,0.97,1.041,1.962,1.172,1.446,1.6,1.496,1.823,1.858,1.1,1.98,1.25,1.63,1.73,1.56,1.76,1.37,1.87,?,no,01/01@01/03/01@01/03/04
1431,678,0,1108,375,0,1128,584,0,1931,1518,0,1743,1036,0,1592,1111,0,1055,945,629,0,1176,3232,0,3562,606,406,1,879,452,0,0.805,0.835,0.854,0.735,0.931,0.656,0.686,0.998,0.885,0.893,1.03,0.899,1.027,1.001,0.696,1,0.572,1.22,1.26,1.08,1.33,1.06,1.22,1.06,1.08,1.01,?,no,14/07/05@14/13/01
1405,759,0,1238,461,0,1189,599,0,2906,1909,0,1520,891,0,1709,1063,0,940,812,574,0,1205,2994,0,2023,651,506,0,820,390,0,0.927,0.947,0.939,0.804,0.956,0.921,0.858,0.949,0.979,1.101,1.075,0.57,0.419,0.561,0.844,0.553,0.322,1.17,1.11,0.61,0.57,0.61,0.88,1.18,2.05,0.58,?,no,01/03/16@10/01/05/01@10/01/05/03/01@10/01/09/03@10/03/01/03@10/03/02/01@16/01@16/03/01@32/01/09@42/01
1269,822,0,1304,498,0,1342,673,0,3365,1578,0,1615,1017,0,1368,992,0,1230,2241,787,0,1259,3165,0,1777,478,369,0,995,457,0,0.907,0.914,0.954,0.925,0.944,0.947,0.915,0.975,0.967,0.941,1.527,0.875,0.629,0.756,1.137,0.959,0.854,1.04,1.6,0.88,0.74,0.79,1.13,0.98,1.28,0.95,?,no,10/03/01/01/01@11/02/03/01/01@11/02/03/04
1197,644,0,1308,592,0,1156,647,0,1919,1352,0,1442,980,0,1191,901,0,1213,1680,786,0,1829,3860,0,1901,606,440,0,990,470,0,0.731,0.903,0.838,0.908,0.931,0.258,0.926,0.978,0.948,0.816,0.561,0.567,0.656,0.549,0.242,0.553,0.596,1.28,0.59,0.78,0.73,0.61,1.08,0.9,1.5,0.55,?,no,14/04@20/09/07@20/09/13@20/09/16/09/03@42/25
1328,736,0,1374,552,0,1354,754,0,2395,1826,2,1515,1063,0,1220,990,0,1162,2716,833,0,1174,3183,0,604,441,330,0,873,448,0,0.478,0.519,0.722,0.412,0.845,0.583,0.777,0.746,0.633,0.635,0.496,0.469,0.161,0.093,0.087,0.513,0.067,1.27,0.83,0.78,0.33,0.13,0.19,0.16,0.36,0.68,?,no,34/11/03/07
1370,784,0,1453,661,0,1584,961,0,2896,1950,0,1518,1015,0,1255,996,0,1181,1640,809,0,1227,3200,0,1010,465,333,0,885,445,0,0.858,0.912,0.895,0.897,0.935,0.912,0.915,0.969,0.956,0.874,1.128,0.503,0.388,0.518,0.755,0.561,0.379,1.06,1.24,0.59,0.47,0.56,0.85,1.21,1.69,0.57,?,no,01/03/16@10/01/03@16/03/01@16/03/03@16/17/07@42/01
1342,801,0,1480,716,0,1414,774,0,8660,1820,0,1570,973,0,1350,861,0,1302,4740,849,0,1286,3256,0,4889,521,337,0,873,405,0,0.925,0.938,0.934,0.951,0.97,0.856,0.671,0.983,0.971,0.866,1.987,2.188,2.522,2.961,1.481,2.5,1.965,0.91,2.1,2.28,2.5,3.02,2.42,2.41,1.37,2.47,?,no,40/01/03@42/01@42/04@43/01/03/05
2012,1028,0,1234,555,0,1216,671,0,4219,1565,0,2186,1602,0,1623,1049,0,1203,1634,728,0,1414,3569,0,2603,753,648,0,933,464,0,0.862,0.906,0.943,0.942,0.955,0.921,0.879,0.96,0.96,1.162,0.627,0.536,1.094,0.838,1.511,1.045,3.754,1.46,0.67,0.55,1.14,0.92,1.65,2.16,2.01,1.11,?,no,10/01/03@20/01/03@20/09/04@42/16
1558,758,0,1246,467,0,1182,614,0,2008,1554,1,1517,980,0,1830,1357,0,969,655,530,0,1115,2955,0,878,635,484,0,833,394,0,0.384,0.795,0.433,0.851,0.939,0.303,0.167,0.648,0.92,0.563,0.973,0.693,1.365,1.242,0.211,0.522,0.486,1.54,1.78,1.51,1.54,1.11,0.54,1.2,0.45,1.35,?,no,02/13
1324,748,0,1594,800,0,1543,910,0,2445,1527,0,1650,1074,0,1449,1145,1,1290,1626,883,0,1116,3036,0,826,429,327,0,873,409,0,0.869,0.69,0.854,0.948,0.839,0.934,0.901,0.936,0.959,1.069,0.381,0.383,0.814,0.918,0.709,0.402,0.543,1.24,0.65,0.49,0.94,1.07,0.68,0.99,1.18,0.45,?,no,10/03/01
1452,806,0,1650,816,0,1468,914,0,3386,1742,0,1702,1142,0,1590,1190,0,1317,2221,1010,0,1110,3096,0,1210,433,353,0,888,415,0,0.904,0.799,0.911,0.949,0.938,0.911,0.913,0.973,0.974,1.018,0.991,0.49,0.786,0.825,1.109,0.781,1,1.11,1.17,0.61,0.83,0.89,1.15,1.24,1.03,0.81,?,no,99
1638,1038,0,1113,437,0,1139,549,0,2842,1651,0,1644,879,0,1762,1180,0,1088,1010,631,0,1242,3456,0,1882,630,481,0,900,451,0,0.898,0.919,0.913,0.879,0.976,0.827,0.861,0.91,0.959,1.031,1.984,1.399,1.55,1.721,1.889,2.126,1.234,1.24,2.22,1.48,1.72,1.72,2.31,2.41,3.03,2.32,?,no,01/04@02/13/03@02/45@16/17
1539,892,0,1114,446,0,1162,566,0,3324,1559,0,1502,824,0,1690,1162,0,1128,1224,648,0,1121,3331,0,1464,616,452,0,949,432,0,0.902,0.942,0.92,0.852,0.959,0.833,0.898,0.885,0.916,1.07,1.402,1.488,2.328,3.325,2.2,1.805,4.562,1.22,1.47,1.61,2.88,3.41,2.54,2,1.23,2.13,?,no,01/03/04
1508,706,0,1116,377,0,1151,561,0,1846,1486,0,1506,862,0,1573,1046,0,1047,754,603,0,1060,3149,0,808,620,457,0,835,434,0,0.768,0.815,0.787,0.404,0.91,0.58,0.543,0.727,0.781,1.08,1.329,0.712,0.594,0.508,0.553,0.645,0.622,1.68,1.72,0.96,1.6,0.62,0.91,1.5,1.7,1.01,?,no,14/07/11@14/13
1856,1103,0,1639,764,0,1336,776,0,4878,2052,0,1716,1043,0,2257,1732,0,1041,963,628,0,1063,2968,0,6175,638,469,0,791,374,0,0.928,0.954,0.933,0.876,0.956,0.92,0.872,0.961,0.979,1.21,0.774,1.22,1.204,1.529,1.835,1.115,1.049,1.24,0.81,1.31,1.4,1.58,1.9,1.7,2.29,1.11,?,no,14/07/05@14/13/01@16/01
1667,1028,0,1126,492,0,1170,590,0,2271,1668,0,1505,877,0,1618,1104,0,1066,775,619,0,964,3061,0,1011,603,430,0,869,436,0,0.898,0.914,0.742,0.802,0.887,0.741,0.689,0.871,0.92,0.943,0.296,0.696,0.81,0.897,1.348,0.598,0.488,1.03,0.32,0.84,0.99,1.06,1.55,2.18,1.37,0.69,?,no,10/03/01@10/03/05/01@16/01@42/04/05
1914,1065,0,1580,718,0,1328,742,0,2294,1712,1,1824,1144,0,2067,1524,0,1020,716,586,0,1128,3026,0,1862,579,431,0,834,388,0,0.787,0.76,0.91,0.68,0.874,0.746,0.403,0.947,0.963,1.272,1.213,0.554,0.696,0.919,1.105,0.542,0.701,1.46,1.57,0.65,1.08,1.11,1.38,1.17,1.82,0.58,?,no,20/01/27@20/03/25@20/09/16@32/07
1223,597,0,1146,400,0,1096,614,0,2615,1380,0,1450,1083,0,1302,1092,0,1087,2629,753,0,1235,3234,0,1817,548,376,0,883,465,0,0.933,0.932,0.95,0.959,0.922,0.852,0.949,0.967,0.966,0.986,0.913,1.01,0.86,0.488,0.535,0.642,0.51,1.02,1,1.11,0.93,0.54,0.63,0.59,0.54,0.67,?,no,01/06/02/01@01/06/02/02@14/07/01
1079,558,0,1165,462,0,1230,607,0,2354,1413,0,1348,862,0,1266,968,0,1140,2576,807,0,1550,3538,0,2132,634,480,0,895,476,0,0.844,0.86,0.914,0.937,0.937,0.843,0.92,0.937,0.928,0.967,1.225,1.187,1.321,1.178,0.907,1.567,0.959,1.12,1.46,1.31,1.45,1.38,1.06,0.91,3.07,1.67,?,no,01/04@02/13@12/07
