@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
-0.077,-0.062,-0.013,-0.351,-0.589,-0.31,0.19,0.251,0.094,-0.111,0.077,0.064,?,99
-0.396,-0.488,?,-0.126,-0.078,-0.298,0.289,-0.211,-0.281,0.018,-0.557,-0.171,-0.573,10/01/03@42/10/03
0.034,0.017,-0.109,0.179,0.41,0.177,?,-0.508,0.131,0.305,0.284,0.368,-0.329,01/03/04@01/03/10@11/06/01
-1.725,-1.453,-1.578,-0.432,-2.12,-2.172,0.483,-0.034,0.092,0.841,0.835,0.453,-0.319,01/07@01/20/19/01@16/21/01@32/07/07/05@34/01/01/01
-0.56,-0.032,-0.4,?,-0.676,-0.746,-0.736,0.223,-0.38,-0.672,-0.415,0.023,?,20/01/01/01@43/01/03/09
1.431,0.925,1.295,?,0.737,0.52,1.332,0.034,0.953,2.125,2.01,1.077,-0.496,01/05/25@02/01
0.911,0.644,0.881,?,1.231,1.046,0.441,-0.337,0.388,0.563,0.564,0.306,0.018,10/03/01/01@14/13@42/29
0.027,0.149,0.186,0.02,-0.156,0.195,0.344,-0.265,-0.212,0.498,-0.099,-0.399,-0.374,20/09/07/03
1.011,1.262,1.671,-0.161,0.292,0.226,1.02,0.129,0.266,-1.487,-0.964,0.026,?,10/03/01
-0.31,-0.15,-0.02,-0.17,-0.18,-0.12,-0.65,0.17,-0.65,-1.14,-1.11,-0.91,0.126,99
0.043,-0.084,-0.202,-0.209,-0.399,-0.174,0.32,-0.144,-0.027,-0.159,-0.43,-0.202,-0.17,99
-0.157,-0.848,-0.439,0.463,0.221,0.197,-0.172,-0.438,-0.202,0.642,0.049,-0.369,-0.728,99
0.356,0.311,0.076,-0.363,0.024,-0.154,1.002,0.163,0.39,-1.528,0.09,-0.229,?,01/02@01/03/16/03@01/05/25@10/01@10/03/02@20/01/01/01@20/01/03@20/03/02/03/01
0.7,0.48,-0.26,-0.29,1.251,0.71,0.118,-0.093,0.21,-0.677,0.224,0.159,0.211,14/13
-0.015,-0.174,-0.152,0.037,-0.107,0.155,0.629,0.221,0.283,-0.08,-0.323,-0.612,0.116,10/01/05/01@10/03/03
-0.1,-0.362,-0.203,0.178,0.703,0.831,0.236,-0.619,0.079,0.09,-0.234,-0.628,?,11/02/03/01/04@14/13/01/01
-0.178,-0.287,-0.226,0.201,0.472,0.221,-0.04,-0.68,-0.029,0.136,-0.218,-0.191,-0.509,11/02/03/01/07@11/04/03
0.354,-0.178,-0.206,0,-0.185,-0.158,0.534,-0.236,-0.077,-0.234,0.022,-0.385,0.467,99
-0.389,-0.544,-0.53,0.67,0.635,0.385,-0.663,-0.452,-0.398,-1.195,-1.177,-1.381,0.345,10/03/01
0.56,-0.131,-0.12,0.13,-0.22,-0.38,0.76,0.38,0.29,-0.4,-0.037,0.082,0.84,11/02/03/04@32/01/01
0.347,-0.183,-0.158,0.09,-0.1,-0.23,0.7,0.65,0.24,-1,-0.59,-0.54,-0.037,01/04@14/13/01@16/19/03
1.37,1.356,1.535,-0.14,0.17,0.14,0.27,0.643,0.02,0.89,1.2,0.39,0.42,01/04@16/19/03@20/01/03@20/01/13@20/03/25@34/11/03
0.616,0.522,0.299,0.016,0.067,0.047,0.399,0.02,0.214,0.351,0.609,0.188,0.898,10/03/01/02@11/02/03/04/03@32/01/09
-1.009,-1.302,-1.177,0.787,0.503,0.667,-0.607,0.115,-1.464,-0.974,-2.224,-1.757,0.486,11/02/01@11/04/01
0.625,0.331,0.61,0.325,0.761,0.666,0.039,0.025,-0.069,0.082,-0.204,-0.49,-0.085,11/02/03/04@11/04/01@12/04/01@16/03/03
-0.116,0.487,2.089,-0.482,-0.299,-0.402,0.37,0.316,-0.061,-6.456,-0.664,0.022,0.45,32/01@42/01
0.176,-0.073,0.174,0.149,-0.337,-0.33,0.841,0.291,0.506,-0.649,0.545,-0.138,?,32/01/01@32/01/03@32/01/04@32/01/05
?,0.293,-0.876,-0.71,-0.276,-0.24,0.069,-0.162,0.053,-1.382,-0.848,0.338,?,20/01/13
0.368,0.612,0.335,-0.211,0.028,-0.169,-0.18,0.478,0.097,-1.538,-1.124,0.039,?,01/07/01@16/01@32/01
0.48,0.849,1.473,0.22,1.219,1.478,-0.374,-0.043,-0.085,-0.341,-0.197,-0.115,0.046,01/07/01@32/01
0.057,0.276,0.426,-0.36,-0.266,-0.287,-0.234,-0.119,-0.594,0.012,-0.6,-0.382,-0.385,20/09/07@20/09/13@40/01@42/04@43/01/03/05
-0.2,-0.15,-0.3,0.17,-0.05,-0.1,-0.03,-0.16,-0.56,0.24,0.22,-0.1,-0.06,20/09/07/03
-0.3,-0.086,0.373,0.087,-0.498,-0.143,-0.068,0.077,-0.141,-0.13,-0.24,-0.358,-0.011,14/10@20/01/01/01/01@20/03@34/01/01/01
-0.113,0.06,-0.152,-0.37,-0.309,-0.013,0.464,-0.105,-0.02,0.243,1.141,0.666,-0.077,20/01/03@20/01/23@20/01/25@20/03@20/09/18/07
0.113,0.034,0.226,0.11,0.313,0.215,0.138,0.29,-0.038,0.356,0.667,0.288,-0.264,16/17/01@20/01/01/01@20/03@20/09/03@20/09/04
0.575,0.344,0.342,0.131,0.232,0.479,0.21,-0.128,0.241,1.127,0.898,0.019,0.083,20/09/18/09/01@32/01@40/01@42/04@43/01/03/05
-1.329,-0.995,-0.908,0.729,0.243,0.393,-0.99,-0.196,-1.904,-1.584,-2.74,-1.471,0.066,32/01
0.727,0.954,0.866,0.169,0.449,0.229,0.709,0.479,0.169,0.321,-0.176,0.131,?,01/02
0.23,0.52,0.55,?,-0.32,-0.12,0.016,0.533,0.382,1.18,3.34,1.44,-0.37,01/04@01/05@01/07/04@20/01/25@32/01/11@43/01/03/05
0.035,-0.043,-0.062,0.22,-0.097,-0.18,-0.557,-0.705,-0.21,-1.17,-2.129,-1.102,0.595,01/01/03/02/01@01/05/02/04@01/05/02/07@02/10@02/16/11@16/21/08
-0.016,0.179,0.249,-0.27,-0.229,-0.281,0.459,0.141,0.014,1.137,0.943,0.669,-0.543,01/06
-0.261,-0.166,-0.245,-0.463,-0.228,-0.304,-0.484,-0.271,0.217,-1.649,-1.312,-0.597,?,01/01/03/02@01/01/11/01@01/02@02/01/03@16/21/17
0.16,0.11,-0.07,-0.293,-0.31,-0.32,0.25,0.13,0.478,0.056,0.706,?,0.771,01/05@02/16/09@16/17/09@16/21/07
0.22,0.493,0.66,-0.109,0.459,0.429,0.635,0.182,0.302,-0.736,-1.143,-0.435,-0.223,01/05@01/20/35/01@02/01@02/16/01@16/17/09@42/01
0.369,-0.148,-0.003,-0.252,-0.163,0.018,0.371,0.102,0.581,1.111,0.826,-0.118,?,01/05@02/16
-0.8,-0.62,-0.54,0.14,-0.74,-1.188,?,?,-0.3,-1.43,-1.07,-0.68,0.008,01/01@01/05@02/16@10/01/05/03/01
0.739,1.088,1.359,0.009,0.817,0.643,0.357,-0.443,0.313,0.884,0.703,0.554,-0.255,01/05/02/07@01/05/03@01/06/06/11@01/07@01/20/17/09@02/16@16/21/07@32/01/03@32/01/05@32/10@34/11/03/13
0.816,1.751,1.314,-0.15,0.734,0.664,1.193,-0.119,-0.157,3.181,3.899,3.157,-0.769,01/05/02/07@01/06/06/11@01/07@01/20/17/09@02/16@16/21/07@32/01/03@32/01/05@32/10@34/11/03/13
0.33,0.61,0.794,-0.03,0.26,0.38,0.75,0.38,0.28,-0.33,0.43,-0.16,0.198,01/05/02/04@01/05/02/07@01/05/03@02/16@02/19
-0.29,-0.279,-0.212,-0.36,-0.434,-0.273,0.049,0.218,-0.334,0.05,-0.04,0.114,0.058,01/05@14/13/01/01@16/13
0.34,0.86,0.86,-0.704,-0.34,-0.27,-0.118,-0.264,0.137,0.043,0.783,-0.079,-0.035,01/03/01
0.2,0.092,-0.194,0,0.277,0.237,-0.105,-0.797,0.132,0.621,1.031,0.451,-0.169,10/03/03@11/02/03/04/03@40/01/03/01@43/01/03/05
-0.12,-0.13,-0.22,0.335,0.06,0.3,-0.07,0.4,-0.03,-0.46,-0.99,-1.2,0.28,12/04/01
-0.27,-0.23,-0.21,0.054,-0.11,-0.35,-0.21,-0.38,-0.33,-0.16,-0.71,-0.33,-0.111,01/01/09/06@01/05@01/07/01@01/20/17@01/20/33@16/21/05@16/21/07@20/01/15
0.17,0.35,0.35,-0.275,-0.26,-0.17,0.468,-0.073,0.083,-0.79,-0.07,0.13,-0.022,32/01@42/27/03
0.41,0.29,0.05,-0.487,-0.1,-0.36,0.338,0.106,0.215,-1.18,-0.7,-0.05,?,01/05@01/20/35/01@02/01@02/16/01@16/17/09@42/01
0.267,0.136,0.041,?,-0.036,0.029,-0.036,-0.076,0.225,0.116,0.272,0.415,0.209,10/03/01
0.31,-0.548,-0.417,-0.08,0.501,0.367,-0.569,-0.481,0.344,-0.882,-0.423,-1.09,?,10/03/04/05@16/01
-0.58,-0.39,-0.35,0.275,0.1,0.09,-0.98,-0.48,-0.875,-0.69,-1.25,-1.05,0.042,11/04/01@11/06/02
-0.084,0.027,-0.05,-0.622,-0.306,-0.385,-0.518,-1.178,-0.088,0.35,1.808,0.94,0.295,11/02/03/04@34/01/01/01
0.404,0.386,0.403,0.257,0.726,0.639,-0.076,-0.078,-0.051,-0.28,-0.586,0.017,-0.068,01/01/09/03/01@01/02
-0.15,-0.26,-0.2,-0.12,-0.41,-0.08,0.51,0.33,0.12,-1.19,-0.62,-0.38,0.29,01/02/07@01/05/25@01/06/10@10/03/01@10/03/03@20/01/03@20/01/25@20/09/18/09/01
0.479,0.844,0.287,-0.599,0.125,0.165,0.586,-0.409,?,0.741,0.858,0.328,-0.238,99
-0.123,0.037,-0.061,0.197,-0.067,0.046,0.013,-0.242,-0.41,-0.458,-0.201,-0.462,0.244,10/01/03@10/01/09/05
0.175,0.091,-0.197,0.115,1.012,1.082,0.557,-0.649,0.353,-0.2,0.754,0.511,-0.243,14/01
0.404,0.091,0.257,0.376,0.272,0.168,0.401,0.076,-0.252,0.448,-0.168,-0.13,-0.462,14/04
0.11,-0.01,-0.22,0.064,0.18,0.28,0.25,0.23,0.21,0.34,0.1,-0.65,0.58,01/04@10/01/09/05@11/02/01@11/02/03/04/01@16/01@16/03/01@16/19/03@18/01/07@18/02/09@42/10/03
-0.262,-0.711,-0.689,0.446,0.021,0.124,0.616,-0.154,-0.091,0.774,0.078,-0.34,0.078,01/04@10/01/09/05@11/02/01@11/02/03/04/01@16/01@16/03/01@16/19/03@18/01/07@18/02/09@42/10/03
-0.189,-0.331,-0.234,-0.237,-0.38,-0.39,0.495,0.202,0.003,-0.045,-0.09,-0.521,-0.05,01/03/16/01@11/04@16/03/03
0.113,0.283,0.219,0.27,0.628,0.053,0.298,0.149,0.117,0.038,0.167,-0.106,0.183,11/02/03/01/04@11/02/03/04
0.573,0.173,0.449,?,0.136,0.35,?,-0.016,0.557,-0.183,-0.022,-0.1,?,01/05
1.587,3.053,3.949,0.024,3.742,3.271,-0.341,0.649,0.148,-1.559,-1.095,0,?,01/02/02/09/01
-0.046,-0.27,0.555,-0.823,-0.697,-0.642,?,?,0.363,?,-1.69,?,0.344,01/05
0.002,-0.142,-0.226,0.432,0.592,0.523,0.133,-0.346,-0.21,0.297,0.161,-0.176,-0.552,14/01@16/01@20/01/10@20/09/03
-0.728,-0.525,-0.563,-0.18,-0.162,-0.327,-0.834,-0.587,-0.449,-0.38,-1.091,-0.135,0.367,01/20/31@14/01@14/07/09
0.067,0.08,0.062,-0.385,0.331,-0.138,-0.121,-0.162,0.001,0.925,0.307,0.365,?,10/01/03@10/03/01/01/01@10/03/01/02@14/01@14/04@14/07/01@14/07/02/02@16/01@16/17/09@18/02/01/01@20/09/04@20/09/07@32/01/05@32/01/07
0.232,0.097,0.112,-0.42,-0.303,-0.148,-0.507,-0.528,0.025,0.469,0.411,0.469,?,11/04/03/01@32/01
-0.282,-0.119,-0.046,0.51,0.49,0.502,-0.52,-0.437,-0.288,-0.11,-0.275,-0.061,0.108,01/07/01
0.265,0.257,0.632,0.159,0.235,0.354,0.266,0.073,-0.053,-0.072,0.034,-0.611,?,01/04@10/01/05/01@16/19/03
0.474,0.335,0.318,-0.092,0.33,0.304,-0.552,0.23,-0.133,0.768,0.771,0.363,?,12/10
0.542,0.503,0.499,0.073,0.535,0.569,0.801,0.264,0.181,-0.509,-0.398,0.212,0.157,14/01
0.09,0.5,0.47,-0.44,-0.36,-0.06,0.04,0.12,-0.568,-0.39,0.15,0.02,0.03,10/03/02@43/01/03/09
-0.11,-0.06,-0.207,-0.4,-0.32,-0.35,0.072,-0.03,-0.02,-2.028,-0.63,-0.04,0.61,01/05/02/04@01/05/02/07@01/20/15@02/01@16/01@16/17/07
0.43,0.07,0.1,0.05,0.02,-0.26,0.57,1,0.41,0.07,0.56,0.427,0.585,20/01/01/01@20/03/02/03/01@34/01/01/03
0.628,0.625,0.691,-0.335,0.425,0.441,-0.011,0.696,-0.204,0.492,-0.33,0.033,0.374,20/01/01/01/01/01@20/09/18@34/01/01/01
-0.527,-0.957,-1.296,-0.189,-0.653,-0.691,-0.126,0.585,0.217,-0.751,-0.262,0,1.523,20/01/01/01/01/01@20/09/18@34/01/01/01
0.28,0.707,0.641,-0.7,-0.027,-0.16,0.34,-0.008,0.121,-0.663,-0.469,0.465,0.278,01/02@01/06@01/20/33@14/01@16/21/05
-0.006,0.234,0.482,-0.39,-0.664,-0.644,0.357,0.382,0.132,-1.291,-0.603,0.111,?,20/01/03@20/01/25@20/03@20/09/04
0.135,-0.08,-0.064,0.111,0.601,0.112,-0.237,-0.605,-0.039,-0.194,0.138,-0.204,-0.145,01/05/13/03@01/07/01@01/07/04
0.265,0.792,0.522,-0.951,-0.199,-0.382,0.485,0.248,-0.011,?,0.092,0.206,0.06,20/01/13@20/03/01
-0.282,-0.268,-0.041,-0.412,-0.331,-0.213,-1.143,-0.459,-0.237,0.415,-0.403,-0.313,0.251,20/01/01/01/01@34/01/01/01
0.86,0.27,0.19,0.026,0.33,0.38,-0.122,0.231,0.422,0.616,-0.016,-0.268,?,20/01/01/01/01/01@20/09/18/09/01@34/01/01/01
-0.01,0.14,0.13,-0.14,-0.38,-0.438,0.54,0.34,0.28,0.2,0.16,-0.1,0.192,01/05/03@02/19@42/01@43/01/03/09
0.22,0.39,0.505,0.276,0.58,0.35,0.22,-0.54,0.146,0.902,0.29,0.33,-0.674,01/03/07
0.484,0.944,1.072,-0.686,-0.348,-0.043,2.226,0.728,0.899,0.936,2.247,0.107,?,01/05/03@02/19
0.114,0.115,0.133,-0.1,0.125,0.23,0.596,0.628,0.067,1.022,1.055,0.786,-0.592,11/02/03/01/07@12/10@16/11@16/19/03
-0.425,-0.204,-0.252,-0.021,0.014,-0.152,-0.169,-0.353,-0.344,0.087,-0.208,-0.104,-0.347,01/05/13/01@01/06/02/01@14/07/01
0.38,0.517,0.632,0.007,0.402,0.462,-0.058,-0.106,0.08,0.406,0.654,0.292,-0.106,01/06@01/07/01@02/11/05@16/21/07@20/01/15@20/03@34/01/01/01
0.145,0.017,-0.332,0.504,0.276,0.269,-0.301,-0.179,0.168,0.394,0.131,0.213,-0.022,10/01/09/05@11/02/03/04@16/01@42/10/03
-1.463,-1.173,-1.176,0.511,-0.004,0.128,-0.964,-0.262,-1.384,-1.36,-2.325,-1.744,-0.333,11/04/01@12/01
-0.342,-0.008,-0.389,0.186,-0.358,-0.075,-0.505,-0.156,-1.082,-0.352,-0.871,-0.538,0.034,99
-0.156,0.052,0.351,-0.154,-0.586,-0.45,-0.638,0.083,-0.558,0.203,-0.09,-0.06,-0.545,02/11/05@02/13/03@16/21/05@20/01/15@42/16
-0.382,?,?,-0.921,-0.776,-1,?,0.529,?,-2.028,-0.901,-0.13,-0.429,01/01
0.95,1.907,2,-0.604,-0.283,-0.319,0.164,0.834,-0.096,0.167,0.35,0.141,1.465,99
0.998,0.866,0.908,?,0.503,0.731,0.919,-0.004,0.845,1.257,1.036,0.8,-0.302,01/06/06/11@16/09
0.016,1.254,0.312,-0.2,-0.062,-0.178,0.03,-0.2,0.196,-0.755,-0.396,-0.266,0.285,01/03/01@01/05/02
0.079,0.037,0.426,-0.01,0.144,0,0.315,0.381,0.154,0.661,0.336,0.148,0.4,11/02/03/04
0.73,0.48,0.4,-0.242,-0.04,0.01,1.131,0.313,0.303,0.706,0.24,-0.5,?,20/01/01/01@20/01/01/07@20/03@34/01/01@34/01/03/05
0.162,0.597,0.901,0.482,0.948,0.746,0.856,0.462,0.364,0.523,0.7,0.033,-0.534,01/04
0.302,0.416,0.735,0.11,0.108,0.025,-0.329,-0.641,0.052,-0.664,-0.223,-0.454,?,14/13
-0.075,-0.004,0.353,0.286,-0.009,-0.043,-0.319,0.536,-0.837,0.126,-0.78,-0.333,0.449,20/01/03@20/03@20/09/18/07
1.51,1.29,1.67,-0.14,0.51,0.41,1.4,0.29,0.08,2.395,-0.12,?,0.348,20/09/18/09/01@40/01@42/04/03@43/01/03/05
-0.598,-1.225,-0.841,0.215,-0.477,-0.617,0.022,0.905,-0.113,-1.437,-1.557,-1.854,?,01/03/01/01/03@01/03/01/03@16/17/03@40/01/01
0.288,-0.088,-0.148,-0.47,-0.145,-0.266,0.315,-0.681,0.36,0.677,-0.151,0.121,0.015,34/11/03/07@41/01/01@43/01/03/05
-0.027,0.206,-0.184,-0.506,-0.439,-0.515,-0.41,-0.309,0.128,-1.131,-0.491,?,0.193,99
0.172,-0.105,-0.047,0.229,0.488,0.385,?,-0.388,0.123,0.479,0.247,-0.14,-0.181,20/09/07/06@42/08
0.385,0.602,0.595,0.185,0.263,0.236,0.229,-0.443,-0.234,0.822,0.98,0.118,-0.468,02/19@10/03/01/02@10/03/01/03@11/02/03/04@14/04@14/07/03@16/01@16/02@16/03/01@18/01/01@18/01/03@18/01/07@18/02/01/01/05@18/02/01/02/05@20/09/07@20/09/16@30/01/05/01/03@30/01/05/05/01@34/07@40/01@40/10/02/01@43/01/03/05@43/01/03/09
0.206,0.015,-0.375,0.309,0.556,0.56,?,-0.441,-0.152,0.516,0.245,0.226,-0.401,10/01/09/05@11/02/03/04@43/01/03/09
0.57,0.186,-0.122,?,-0.07,-0.027,1.562,0.07,0.466,0.309,-0.061,-0.063,?,20/01/03@20/03
0.08,0.05,0.08,-0.794,-0.51,-0.12,0.08,-0.02,-0.206,-0.48,-0.85,-0.44,0.141,01/06/06/11@10/01/09/05
0.09,-0.23,-0.02,-0.195,-0.39,-0.28,0.26,0.08,0.11,-0.77,-0.31,-0.28,-0.022,20/01/09@20/01/10@20/01/13@20/03/22
0.21,0.2,0.17,-0.28,-0.63,-0.71,-0.27,-0.39,-0.16,1.12,1.14,0.27,-0.161,20/01/11@20/01/27@32/07
