@RELATION 'pheno0.names'

@ATTRIBUTE 2-deoxyglucose                          {w,n,s,r}
@ATTRIBUTE 6-azauracil                             {w,n,s,r}
@ATTRIBUTE 8-hydroxyquinoline                      {w,n,s,r}
@ATTRIBUTE BCIP                                    {w,n,s,r}
@ATTRIBUTE CsCl                                    {w,n,s,r}
@ATTRIBUTE DL-p-fluorophenyl-alanine               {w,n,s,r}
@ATTRIBUTE EGTA                                    {w,n,s,r}
@ATTRIBUTE FK506                                   {w,n,s,r}
@ATTRIBUTE LiCl                                    {w,n,s,r}
@ATTRIBUTE MMS                                     {w,n,s,r}
@ATTRIBUTE NaF                                     {w,n,s,r}
@ATTRIBUTE RbCl                                    {w,n,s,r}
@ATTRIBUTE SD                                      {w,n,s,r}
@ATTRIBUTE SDS                                     {w,n,s,r}
@ATTRIBUTE YPD                                     {w,n,s,r}
@ATTRIBUTE YPG                                     {w,n,s,r}
@ATTRIBUTE YPGlyc                                  {w,n,s,r}
@ATTRIBUTE allylglycine                            {w,n,s,r}
@ATTRIBUTE aminotriazole                           {w,n,s,r}
@ATTRIBUTE benomyl                                 {w,n,s,r}
@ATTRIBUTE beta-2-thienyl-DL-alanine               {w,n,s,r}
@ATTRIBUTE caffeine                                {w,n,s,r}
@ATTRIBUTE calcium_chloride                        {w,n,s,r}
@ATTRIBUTE calcofluor_white                        {w,n,s,r}
@ATTRIBUTE camptothecin                            {w,n,s,r}
@ATTRIBUTE canavanine                              {w,n,s,r}
@ATTRIBUTE cobalt_chloride                         {w,n,s,r}
@ATTRIBUTE cycloheximide                           {w,n,s,r}
@ATTRIBUTE cyclosporin-a                           {w,n,s,r}
@ATTRIBUTE d-histidine                             {w,n,s,r}
@ATTRIBUTE daunomycin                              {w,n,s,r}
@ATTRIBUTE diamide                                 {w,n,s,r}
@ATTRIBUTE diazaborine                             {w,n,s,r}
@ATTRIBUTE ethanol                                 {w,n,s,r}
@ATTRIBUTE ethanol+glucose                         {w,n,s,r}
@ATTRIBUTE fenpropimorph                           {w,n,s,r}
@ATTRIBUTE fluorocytosine                          {w,n,s,r}
@ATTRIBUTE formaldehyde                            {w,n,s,r}
@ATTRIBUTE formamide                               {w,n,s,r}
@ATTRIBUTE h2o2                                    {w,n,s,r}
@ATTRIBUTE hydroxyurea                             {w,n,s,r}
@ATTRIBUTE hygromycin_b                            {w,n,s,r}
@ATTRIBUTE lovostatin                              {w,n,s,r}
@ATTRIBUTE manganese_chloride                      {w,n,s,r}
@ATTRIBUTE menadione                               {w,n,s,r}
@ATTRIBUTE methylamine                             {w,n,s,r}
@ATTRIBUTE methylene_blue                          {w,n,s,r}
@ATTRIBUTE mevinolin                               {w,n,s,r}
@ATTRIBUTE microcystin                             {w,n,s,r}
@ATTRIBUTE neomycin                                {w,n,s,r}
@ATTRIBUTE nocodazole                              {w,n,s,r}
@ATTRIBUTE nystatin                                {w,n,s,r}
@ATTRIBUTE oligomycin                              {w,n,s,r}
@ATTRIBUTE papulacandin_b                          {w,n,s,r}
@ATTRIBUTE paraquat                                {w,n,s,r}
@ATTRIBUTE paromomycin                             {w,n,s,r}
@ATTRIBUTE potassium_chloride                      {w,n,s,r}
@ATTRIBUTE rapamycin                               {w,n,s,r}
@ATTRIBUTE sodium_chloride                         {w,n,s,r}
@ATTRIBUTE sorbitol                                {w,n,s,r}
@ATTRIBUTE staurosporine                           {w,n,s,r}
@ATTRIBUTE tetraethylammoniumchloride              {w,n,s,r}
@ATTRIBUTE thiabendazole                           {w,n,s,r}
@ATTRIBUTE trifluoperazine                         {w,n,s,r}
@ATTRIBUTE tunicamycin                             {w,n,s,r}
@ATTRIBUTE vanadate                                {w,n,s,r}
@ATTRIBUTE verrucarin                              {w,n,s,r}
@ATTRIBUTE zinc_chloride                           {w,n,s,r}
@ATTRIBUTE zymolyase                               {w,n,s,r}
@ATTRIBUTE class string

@DATA
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0001302@GO0005789@GO0016021@GO0046513@GO0050291@GO0061576
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000287@GO0002189@GO0004749@GO0005524@GO0005737@GO0006015@GO0009116@GO0009156@GO0009165@GO0016301@GO0031505
n,n,n,n,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000228@GO0000706@GO0000737@GO0003677@GO0003682@GO0003918@GO0005524@GO0005654@GO0007131@GO0016889@GO0030435@GO0042138@GO0046872
n,n,n,w,n,n,w,n,n,w,n,n,n,s,n,n,s,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0003723@GO0005634@GO0006279@GO0007131@GO0030435@GO0051321
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,r,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,s,GO0000502@GO0005634@GO0005737@GO0032947@GO0043248
n,n,n,n,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0004370@GO0005524@GO0005739@GO0006071@GO0006641@GO0019563@GO0046167
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0005524@GO0005741@GO0008641@GO0016021@GO0061503@GO0061504
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0003723@GO0005737@GO0006406
n,n,n,n,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,s,n,w,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000028@GO0000462@GO0000479@GO0002181@GO0003735@GO0006412@GO0022627@GO0046872
n,n,n,n,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0016021@GO0071555
n,n,n,s,n,n,s,n,n,s,n,n,n,s,n,n,w,n,n,s,n,s,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000131@GO0000146@GO0000915@GO0000916@GO0000920@GO0003777@GO0005524@GO0005935@GO0007018@GO0008017@GO0016460@GO0051015
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0005634@GO0006511@GO0008540@GO0030234@GO0030674@GO0034515@GO0042176@GO0043161
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000329@GO0004252@GO0008239@GO0016021@GO0016485
n,n,n,n,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000002@GO0000723@GO0003677@GO0003678@GO0004003@GO0005524@GO0005657@GO0005724@GO0005739@GO0006260@GO0006281@GO0010521@GO0032211@GO0043141@GO0043596@GO0044806@GO0051974@GO0071932@GO0097046
n,n,n,n,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0003723@GO0004349@GO0005524@GO0005829@GO0006561
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000991@GO0001128@GO0001129@GO0001135@GO0010689@GO0010691@GO0016592@GO0019904@GO0045944@GO0051123@GO0070847
n,n,n,s,n,n,w,n,n,w,n,n,n,s,n,n,w,n,n,s,n,w,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0003958@GO0005741@GO0005789@GO0005886@GO0006696@GO0009055@GO0010181@GO0016021
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0004177@GO0005977@GO0006508@GO0008270@GO0042277@GO0043171@GO0070006
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0004784@GO0005507@GO0005829@GO0010273@GO0016209@GO0019430@GO0046688@GO0046870@GO0071585
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000131@GO0005096@GO0005856@GO0005934@GO0005935@GO0005938@GO0007096@GO0008360@GO0017048@GO0030010@GO0031106@GO0043332@GO0070868
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000184@GO0003723@GO0005737@GO0005844@GO0006310@GO0035145@GO0070478
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,GO0000131@GO0000902@GO0004674@GO0005524@GO0005933@GO0007118@GO0007346@GO0008349@GO0016301@GO0023014@GO0031098@GO0031505@GO0032147@GO0042981@GO0043332
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0004845@GO0004849@GO0005525@GO0005622@GO0005829@GO0006206@GO0008655@GO0043097@GO0044206
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,r,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0002181@GO0003735@GO0022625@GO0046898
n,n,n,n,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000981@GO0003677@GO0003700@GO0005634@GO0006351@GO0008270@GO0009410@GO0043619
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0004084@GO0005759@GO0009082@GO0009083@GO0009097@GO0009098@GO0009099@GO0019509@GO0052654@GO0052655@GO0052656
n,n,n,w,n,n,w,n,n,s,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0004439@GO0005737@GO0006897@GO0015031@GO0016020@GO0030479@GO0046856
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0005477@GO0005739@GO0005743@GO0006850@GO0016021@GO0035352@GO0051724
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000781@GO0005634@GO0006351@GO0006355@GO0008379@GO0034599@GO0045454
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,s,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0005634@GO0006276@GO0007094@GO0008234@GO0016926@GO0030261@GO0070140
n,n,n,s,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000131@GO0000902@GO0005884@GO0005934@GO0008290@GO0030036@GO0030447@GO0030479@GO0051015@GO0051016
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,s,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000082@GO0000083@GO0000209@GO0005634@GO0005737@GO0006270@GO0006351@GO0009086@GO0016567@GO0019005@GO0019344@GO0030174@GO0031146@GO0042802@GO0043130@GO0043224@GO0046685@GO0046686
n,n,n,w,n,n,w,n,n,w,n,n,n,s,n,n,s,n,n,s,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0002181@GO0003723@GO0003735@GO0006412@GO0022625@GO0042254
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,s,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000139@GO0005048@GO0005789@GO0006886@GO0008270@GO0016236@GO0030127@GO0090110
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0005887@GO0006855@GO0008324@GO0010107@GO0015238@GO0060003
n,n,n,w,n,n,w,n,n,s,n,n,n,w,n,n,w,n,n,s,n,w,n,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,s,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000978@GO0001077@GO0005634@GO0008270@GO0061414
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000131@GO0000144@GO0005509@GO0005887@GO0005935@GO0007120@GO0032153
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0005524@GO0005832@GO0006457@GO0006458@GO0044183@GO0051082@GO0061077
n,n,n,n,n,n,w,r,n,w,n,n,n,w,n,n,w,n,n,s,n,r,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,r,n,n,n,n,n,n,n,r,n,n,n,GO0000082@GO0000159@GO0003755@GO0005634@GO0005737@GO0006281@GO0006970@GO0007052@GO0008160@GO0019888@GO0043618
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000023@GO0004574@GO0004575@GO0005737@GO0046352
n,n,n,n,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000725@GO0005524@GO0005634@GO0007535@GO0033567@GO0033677@GO0036297@GO0043138@GO0060543@GO0070336
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0005829@GO0016558@GO0045040@GO0051087
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000027@GO0005829@GO0042273@GO0051082
n,n,n,w,n,n,s,n,n,w,n,n,n,w,n,n,s,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000027@GO0004725@GO0005634@GO0005737@GO0006470@GO0008138@GO0010494@GO0019933@GO0030476@GO0051321@GO2000786
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,s,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000287@GO0004016@GO0005524@GO0005739@GO0005789@GO0005886@GO0007188@GO0007265
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000778@GO0007094@GO0033597@GO0044774@GO0051301@GO0051312
n,n,n,n,n,n,w,n,n,w,n,n,s,s,s,s,w,n,n,s,n,w,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0005743@GO0005758@GO0005829@GO0016021@GO0042721@GO0045039
n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000977@GO0000981@GO0005634@GO0006351@GO0008270@GO0034225@GO0045944@GO0097236
n,n,n,w,n,n,w,n,n,w,n,n,w,w,w,w,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000781@GO0006348@GO0006351@GO0008623@GO0046982
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0005794@GO0015386@GO0015672@GO0016021
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,r,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000282@GO0006893@GO0015031@GO0016020@GO0034044@GO0034221
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000288@GO0000290@GO0000339@GO0000932@GO0003682@GO0003729@GO0005634@GO0005737@GO0005845@GO0006397@GO1990726
n,n,n,w,n,n,w,n,n,w,n,n,w,w,w,w,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0016020@GO0016021
n,n,n,w,n,n,w,n,n,w,n,n,w,w,w,w,w,n,n,w,n,w,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0005737@GO0005978@GO0008466@GO0102751
n,n,n,n,n,n,w,n,n,w,n,n,s,w,s,s,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0051321
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,s,n,n,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0004512@GO0005737@GO0006021@GO0008654
n,n,n,n,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0004331@GO0005524@GO0006000@GO0006003@GO0006006
n,n,n,n,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0005199@GO0005576@GO0005618
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000328@GO0004180@GO0004181@GO0005774@GO0005775@GO0006807@GO0016021@GO0046872@GO0051603
n,n,n,n,n,n,n,n,n,n,n,n,w,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0009922@GO0016020@GO0019367@GO0019368@GO0030148@GO0030176@GO0034625@GO0034626@GO0042761@GO0102336@GO0102337@GO0102338@GO0102756
n,n,n,n,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0003994@GO0005739@GO0006099@GO0019878@GO0046872@GO0051539
n,n,n,n,n,n,w,n,n,w,n,n,s,w,s,w,w,n,n,w,n,w,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0005737@GO0007165@GO0043087@GO0071555
n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,GO0000978@GO0001077@GO0005634@GO0008270@GO0061414
n,n,n,w,n,n,w,n,n,w,n,n,w,s,w,w,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000324@GO0000329@GO0003333@GO0005302@GO0006865@GO0007034@GO0015186@GO0015188@GO0015824@GO0016021
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,s,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,GO0000752@GO0005576@GO0009277@GO0031225@GO0050839
