@RELATION 'eisen0.names'

@ATTRIBUTE alpha_0                                 numeric
@ATTRIBUTE alpha_7                                 numeric
@ATTRIBUTE alpha_14                                numeric
@ATTRIBUTE alpha_21                                numeric
@ATTRIBUTE alpha_28                                numeric
@ATTRIBUTE alpha_35                                numeric
@ATTRIBUTE alpha_42                                numeric
@ATTRIBUTE alpha_49                                numeric
@ATTRIBUTE alpha_56                                numeric
@ATTRIBUTE alpha_63                                numeric
@ATTRIBUTE alpha_70                                numeric
@ATTRIBUTE alpha_77                                numeric
@ATTRIBUTE alpha_84                                numeric
@ATTRIBUTE alpha_91                                numeric
@ATTRIBUTE alpha_98                                numeric
@ATTRIBUTE alpha_105                               numeric
@ATTRIBUTE alpha_112                               numeric
@ATTRIBUTE alpha_119                               numeric
@ATTRIBUTE elu_0                                   numeric
@ATTRIBUTE elu_30                                  numeric
@ATTRIBUTE elu_60                                  numeric
@ATTRIBUTE elu_90                                  numeric
@ATTRIBUTE elu_120                                 numeric
@ATTRIBUTE elu_150                                 numeric
@ATTRIBUTE elu_180                                 numeric
@ATTRIBUTE elu_210                                 numeric
@ATTRIBUTE elu_240                                 numeric
@ATTRIBUTE elu_270                                 numeric
@ATTRIBUTE elu_300                                 numeric
@ATTRIBUTE elu_330                                 numeric
@ATTRIBUTE elu_360                                 numeric
@ATTRIBUTE elu_390                                 numeric
@ATTRIBUTE cdc15_10                                numeric
@ATTRIBUTE cdc15_30                                numeric
@ATTRIBUTE cdc15_50                                numeric
@ATTRIBUTE cdc15_70                                numeric
@ATTRIBUTE cdc15_90                                numeric
@ATTRIBUTE cdc15_110                               numeric
@ATTRIBUTE cdc15_130                               numeric
@ATTRIBUTE cdc15_150                               numeric
@ATTRIBUTE cdc15_170                               numeric
@ATTRIBUTE cdc15_190                               numeric
@ATTRIBUTE cdc15_210                               numeric
@ATTRIBUTE cdc15_230                               numeric
@ATTRIBUTE cdc15_250                               numeric
@ATTRIBUTE cdc15_270                               numeric
@ATTRIBUTE cdc15_290                               numeric
@ATTRIBUTE spo_0                                   numeric
@ATTRIBUTE spo_2                                   numeric
@ATTRIBUTE spo_5                                   numeric
@ATTRIBUTE spo_7                                   numeric
@ATTRIBUTE spo_9                                   numeric
@ATTRIBUTE spo_11                                  numeric
@ATTRIBUTE spo5_2                                  numeric
@ATTRIBUTE spo5_7                                  numeric
@ATTRIBUTE spo5_11                                 numeric
@ATTRIBUTE spo__early                              numeric
@ATTRIBUTE spo__mid                                numeric
@ATTRIBUTE heat_0                                  numeric
@ATTRIBUTE heat_10                                 numeric
@ATTRIBUTE heat_20                                 numeric
@ATTRIBUTE heat_40                                 numeric
@ATTRIBUTE heat_80                                 numeric
@ATTRIBUTE heat_160                                numeric
@ATTRIBUTE dtt_15                                  numeric
@ATTRIBUTE dtt_30                                  numeric
@ATTRIBUTE dtt_60                                  numeric
@ATTRIBUTE dtt_120                                 numeric
@ATTRIBUTE cold_0                                  numeric
@ATTRIBUTE cold_20                                 numeric
@ATTRIBUTE cold_40                                 numeric
@ATTRIBUTE cold_160                                numeric
@ATTRIBUTE diau_540                                numeric
@ATTRIBUTE diau_660                                numeric
@ATTRIBUTE diau_780                                numeric
@ATTRIBUTE diau_900                                numeric
@ATTRIBUTE diau_1020                               numeric
@ATTRIBUTE diau_1140                               numeric
@ATTRIBUTE diau_1260                               numeric
@ATTRIBUTE class string

@DATA
-0.38,1.83,-0.56,-0.36,-0.43,-0.22,-0.04,-0.2,0.15,-0.38,-0.36,-0.3,-1.6,-0.51,-0.42,?,-0.49,-0.07,-0.56,-0.09,-0.06,-0.09,-0.18,-0.3,-0.36,-0.34,0.28,0.1,0.06,-0.06,-0.45,-0.04,-0.43,-0.34,-0.09,-0.06,-0.42,-0.22,-0.2,-0.25,-2.32,-0.06,-0.01,0.76,-0.17,-0.17,-0.09,-0.14,0.38,-0.22,-0.67,-0.67,-0.92,0.48,-0.92,-1.25,0.64,0.26,0.01,-0.07,0.37,-0.25,0.01,-0.89,-0.2,0.07,0.1,-0.22,0.28,0.53,-0.71,-0.23,0.03,?,0.2,0.12,-0.12,0.61,0.12,GO0000145@GO0006887@GO0006893@GO0015031@GO0048278@GO0090522
-0.32,-0.58,0.11,0.03,-0.18,-0.69,-0.29,?,-0.22,-0.12,-0.03,0.04,-0.23,-0.56,-0.22,-0.15,-0.15,0.01,-0.32,-0.69,-0.6,-0.32,0.01,-0.09,-0.32,0.18,0.12,0.03,-0.54,-0.12,0.14,-0.38,-0.1,0.06,-0.17,-0.51,-0.15,-0.18,0.07,-0.22,-0.38,-0.07,-0.04,-0.97,0.5,0.03,0.2,-0.43,-0.34,-0.03,-0.32,-0.89,-0.89,-0.43,-0.54,-1.25,0.04,0.6,-0.84,0.18,-0.49,-0.49,-0.34,0.06,?,-0.29,-0.15,-0.38,-0.69,-0.67,0.95,-0.74,?,-0.1,-0.1,-0.04,0.07,0.1,-0.86,GO0005524@GO0005634@GO0005768@GO0015031@GO0016020@GO0016125@GO0016236@GO0016887@GO0032511@GO0042802@GO0042803@GO0045053@GO0045324@GO0051260@GO0070676@GO1990621
-0.3,-0.42,-0.07,0.12,0.08,-0.07,-0.3,-0.2,0.04,-0.15,0.29,0.15,0.12,0.06,0.14,0.3,-0.32,0.06,0.01,-0.14,-0.3,-0.09,-0.47,-0.06,-0.01,0.08,0.21,0.44,-0.04,0.4,0.12,0.11,-0.14,-0.15,-0.01,-0.18,-0.54,-0.56,-0.34,-0.18,-0.06,-0.34,-0.49,0.04,0.06,-0.4,-0.17,0.06,-0.12,-0.25,-0.04,-0.01,0.14,0.04,0.11,0.19,0.32,-0.49,-0.06,-0.12,-0.17,0.07,0.2,-0.22,0.32,-0.27,0.45,0.33,-0.17,0.04,-0.04,0.2,0.19,0.21,0.08,-0.45,-0.38,-0.69,-0.22,GO0000139@GO0000149@GO0005737@GO0005783@GO0006888@GO0006890@GO0006904@GO0015031@GO0016020@GO0019905@GO0030134@GO0035543@GO0046578@GO0048280
-0.49,-0.42,0.06,0.74,0.45,0.29,0.28,-0.27,-0.42,-0.62,-0.22,0.16,0.34,-0.04,0.04,-0.14,-0.23,-0.62,-0.6,-0.2,-0.18,-0.25,-0.14,-0.03,-0.03,0.21,0.14,0.34,-0.01,0.26,0.19,-0.09,0.06,0.44,-0.01,-0.14,0.01,0.21,0.3,0.18,0.12,0.07,-0.12,-0.47,0.29,-0.04,-0.03,-0.22,0.56,0.68,0.31,-0.03,-0.34,-0.22,-0.58,-0.84,1,1.49,0.11,-0.06,-0.17,-0.04,-0.14,0.67,0.28,-0.2,0.83,0.34,0.04,-0.25,-0.34,-0.36,0.08,0.3,0.71,0.04,0.24,-0.36,-0.23,GO0004169@GO0006493@GO0016021@GO0031505@GO0035269@GO0071712@GO0097582@GO0097583@GO0097585
0.06,-0.07,0.42,0.21,0.32,-0.01,0.3,0.07,0.1,-0.01,0.07,-0.04,0.24,-0.14,0.3,-0.23,0.19,-0.14,-0.25,0.06,-0.06,0.48,0.34,0.24,-0.2,0.5,0.53,0.23,0.01,0.4,0.31,0.58,0.04,-0.03,0.04,-0.04,-0.06,-0.03,-0.14,-0.42,-0.12,-0.17,-0.34,-0.76,-0.17,-0.3,-0.4,-0.32,0.42,0.11,0.04,-0.54,-0.51,0.46,-0.27,-0.69,0.21,0.64,0.21,0.01,-0.34,-0.17,-0.09,-0.01,0.4,-0.67,0.64,0.78,0.61,0.07,-0.18,-0.22,0.12,0.58,0.71,0.07,0.1,-0.79,-1.03,GO0003985@GO0005737@GO0005829@GO0006635@GO0006696@GO0046872
-0.6,-0.25,-0.29,-0.04,-0.01,0.31,-0.34,0.01,-0.01,-0.03,-0.04,-0.36,-0.1,-0.18,-0.09,0.15,0.19,-0.14,-0.42,0.37,0.79,-0.42,-0.27,0.25,0.29,0.72,0.34,0.64,0.45,0.32,0.34,0.38,-0.81,-1.06,-0.58,-0.3,-0.43,-0.54,-0.71,-0.38,-0.2,0.1,-0.15,0.19,-0.64,-0.49,-0.42,0.06,0.12,0.1,-0.4,-0.42,-0.49,0.04,-0.1,-0.81,0.55,0.64,0.04,0.16,0.08,0.21,0.7,0.7,0.57,-0.71,0.63,-0.17,-0.22,0.08,-0.97,-0.69,-0.04,0.52,-0.09,-0.29,-0.56,-1.43,-1.47,GO0003841@GO0005811@GO0016021@GO0016024@GO0046474
-0.42,-0.79,-0.22,-0.06,0.44,0.18,0.4,-0.3,-0.2,-0.49,-0.36,0.03,0.18,0.1,0.11,0.01,-0.47,-0.43,-0.94,-0.3,-0.43,-0.43,-0.04,0.28,0.62,0.3,0.28,0.11,0.29,0.41,-0.32,-0.07,-0.45,-0.74,-0.32,-0.23,-1.25,-0.97,-0.47,-0.18,-0.17,-0.58,-0.76,-1.09,-0.71,-0.71,-0.81,-0.27,0.34,0.24,-0.01,-0.71,-0.89,-0.27,-0.62,-0.79,1.15,0.32,0.26,0.01,0.06,0.44,0.68,0.16,-0.17,0.11,1.07,0.18,0.33,-0.42,?,-0.54,0.19,0.31,0.19,-0.14,0.03,-1.22,-0.84,GO0004169@GO0016021@GO0031505@GO0032527@GO0035269@GO0071712@GO0097582@GO0097583@GO1900101
-0.71,-0.23,-0.03,0.37,0.29,0.55,0.4,0.06,-0.12,0.04,-0.14,-0.06,0.29,0.06,0.15,-0.1,-0.12,-0.15,-0.32,-0.27,-0.01,0.33,0.2,0.43,0.59,0.69,0.16,0.38,0.54,0.31,0.1,0.25,-0.14,-0.2,0.23,0.36,-0.01,-0.43,-0.14,0.61,0.43,-0.09,-0.09,-0.56,-0.25,-0.23,-0.1,0.2,1.06,0.33,0.77,?,-0.23,0.62,0.19,-1.15,0.99,-0.32,0.16,0.01,-0.23,-0.34,0.01,?,0.79,0.16,0.77,0.83,0.08,0.33,-0.81,-0.69,0.12,0.15,0.7,0.16,0.2,0.3,-0.79,GO0000139@GO0005783@GO0005789@GO0006621@GO0006888@GO0015031@GO0016021@GO0016050@GO0030134
-0.4,-0.54,?,0.25,0.24,0.31,0.1,0.06,-0.14,-0.62,?,-0.32,0.11,-0.14,0.33,?,-0.01,-0.71,-0.47,-0.34,-0.27,0.15,0.36,0.16,0.57,0.11,0.04,-0.07,0.07,0.01,-0.14,-0.23,-0.6,-0.45,0.03,0.24,0.23,-0.42,-0.1,0.69,0.3,-0.1,-0.54,-0.67,-0.38,-0.32,-0.42,0.03,0.37,0.33,0.9,0.73,0.6,-0.01,0.44,0.08,0.84,0.15,0.04,-0.42,-0.38,-0.51,-0.06,-0.01,0.87,0.19,1.11,1.49,0.3,-0.15,?,-0.12,0.29,0.24,1.03,0.34,0.52,-0.67,-0.42,GO0000026@GO0000032@GO0000139@GO0005794@GO0006487@GO0006493@GO0016021
-0.06,-0.18,0.36,0.48,0.48,0.21,0.52,-0.27,-0.18,0.11,-0.25,0.06,0.12,0.06,0.06,-0.3,-0.34,-0.43,-0.94,-0.71,-0.64,-0.81,-0.51,-0.25,-0.29,0.07,0.06,-0.04,-0.12,-0.15,-0.15,0.08,-0.45,-0.58,-0.29,-0.38,-0.69,-0.89,-0.45,0.19,0.01,-0.4,-0.81,-1.09,-0.58,-0.17,-0.47,-0.2,0.7,0.42,0.86,0.28,0.33,0.04,-0.32,-0.62,1.41,0.89,-0.18,0.07,-0.58,-0.74,0.18,-1.06,0.86,0.58,1.66,1.42,-0.47,-0.38,-0.86,-0.84,-0.17,0.1,0.16,-0.38,-0.07,0.03,-0.2,GO0003756@GO0005788@GO0006457@GO0015035@GO0019153@GO0034976@GO0045454@GO0051082
-0.15,?,-0.12,0.2,-0.34,0.33,-0.07,0.19,-0.06,0.3,0.08,0.24,-0.03,-0.3,-0.17,-0.25,?,?,-0.14,0.04,-0.25,0.01,0.54,0.3,0.21,0.04,-0.23,0.04,0.38,-0.1,-0.38,-0.04,0.25,0.42,0.29,0.07,-0.01,-0.04,0.15,0.25,0.12,-0.34,-0.06,0.03,0.2,-0.12,0.06,0.1,0.15,-0.12,0.29,-0.1,-0.07,0.44,0.03,-0.29,0.03,0.57,-0.12,-0.54,-0.14,-0.25,-0.36,0.16,0.33,0.07,0.21,0.48,-0.3,0.37,0.03,0.55,0.04,?,0.36,-0.14,-0.12,0.23,-0.3,GO0003677@GO0003906@GO0005634@GO0005739@GO0006284@GO0008081@GO0008270@GO0008296@GO0008311@GO0017005@GO0140078
0.3,0.39,-0.06,-0.01,-0.12,-0.34,0.1,-0.04,0.18,0.23,0.07,-0.23,0.06,-0.1,0.23,0.53,-0.03,0.16,1.12,0.26,-0.6,0.59,0.25,-0.03,0.07,0.36,0.29,0.21,0.19,0.26,0.42,0.4,-0.1,-0.4,-0.15,-0.07,-0.3,-0.36,?,0.19,0.1,0.24,0.29,0.55,0.71,0.94,1.28,-0.14,-0.6,-0.69,-0.12,0.08,-0.25,0.1,0.41,0.41,0.19,-0.09,-0.04,1.83,0.44,-0.27,0.26,-0.17,0.59,0.45,0.54,-0.06,-0.29,0.1,-0.27,-0.23,0.01,-0.23,0.08,-0.01,-0.07,-0.06,-1.06,GO0000209@GO0005634@GO0005737@GO0005829@GO0006513@GO0016567@GO0016579@GO0030437@GO0031386@GO0043008
0.19,-0.51,0.36,0.19,0.12,-0.22,0.21,-0.49,0.04,-0.27,-0.15,-0.03,-0.03,-0.15,-0.06,-0.09,0.15,-0.27,0.51,0.1,0.34,0.37,0.25,0.19,-0.09,0.15,0.12,0.15,-0.64,0.16,0.58,0.21,-1,-1.36,-1.25,-0.36,0.23,0.26,0.39,0.36,0.07,0.52,0.68,-0.62,0.33,0.25,0.14,-0.38,-0.15,-0.29,-0.23,-0.22,-0.23,0.24,-0.03,-0.14,-0.45,-0.58,0.25,0.93,-0.04,-1,-0.36,-0.69,0.73,-0.43,0.56,0.19,-0.07,-0.4,-0.86,-0.15,-0.01,0.08,0.06,-0.03,-0.38,0.18,-0.25,GO0000015@GO0000287@GO0000324@GO0004634@GO0005739@GO0006094@GO0006096@GO0032889
-0.38,-0.12,-0.47,-0.06,-0.23,-0.12,-0.22,-0.54,-0.4,-0.43,-0.47,-0.18,-0.17,-0.4,-0.42,-0.84,-0.3,-0.56,-0.47,-0.27,-0.2,?,-0.25,-0.22,-0.15,0.19,-0.23,-0.22,-0.03,-0.22,-0.17,0.04,0.1,-0.4,-0.58,-0.23,-0.43,0.03,0.14,0.21,0.03,-0.32,-0.01,0.01,-0.3,-0.15,-0.2,-0.18,-0.38,-0.67,-1.09,-0.1,0.01,0.08,-0.56,0.07,0.04,-0.15,-0.03,0.39,0.43,-0.1,0.32,-0.04,0.26,-0.1,0.56,0.44,-0.22,0.31,-1.06,-0.12,0.03,-0.01,0.45,0.14,0.38,0.16,-1.25,GO0000009@GO0005789@GO0006486@GO0006487@GO0006488@GO0016021@GO0052917
0.06,-0.01,-0.18,-0.3,-0.3,-0.14,0.08,0.01,-0.07,-0.3,-0.32,-0.64,-0.27,-0.69,-0.22,-0.56,-0.14,-0.34,-0.29,?,0.04,0.15,-0.14,-0.14,-0.03,0.07,-0.09,0.07,0.11,0.01,?,-0.06,0.57,0.04,-0.29,0.19,0.07,0.18,?,-0.03,0.16,?,0.07,0.36,0.36,0.11,0.42,0.01,0.37,0.14,-0.4,-0.4,-0.04,-0.22,-0.84,0.06,-0.25,-0.42,-0.1,-0.36,-0.06,-0.15,0.04,0.28,-0.04,-0.47,-0.29,-0.56,-0.17,-0.15,-0.12,-0.1,0.23,0.31,0.55,0.04,-0.07,0.65,0.33,GO0000329@GO0000781@GO0003924@GO0005525@GO0005634@GO0005737@GO0005764@GO0006348@GO0006360@GO0006383@GO0006817@GO0009267@GO0010507@GO0015031@GO0031902@GO0034448@GO0042802@GO0071230@GO1903778@GO1904263@GO1990131
0.67,0.63,0.67,0.5,0.73,0.07,0.61,0.15,0.65,0.36,0.46,0.32,0.44,0.2,0.74,0.21,0.23,0.56,0.76,-0.76,-0.6,-0.15,-0.12,-0.74,-0.34,-0.62,-0.04,-0.29,-0.67,-0.36,-0.76,-0.42,0.11,0.06,-0.2,-0.03,2.7,-0.06,-0.12,-0.36,-0.09,-0.43,-0.01,-0.25,-0.6,-0.32,-0.94,-0.47,-0.2,-0.27,-0.04,-0.32,-0.32,0.07,0.01,-0.62,-0.2,-0.03,-0.67,-0.03,-0.32,-0.32,0.15,-1.15,-0.67,-0.62,-0.36,-0.47,0.38,-0.34,-0.34,-0.34,-0.1,-0.15,-0.04,-0.25,-0.29,-0.71,-0.79,GO0000228@GO0003677@GO0004386@GO0005524@GO0005634@GO0005739@GO0006357@GO0006364@GO0016887@GO0017025@GO0042790@GO0045892@GO0045898
0.12,-0.47,-0.3,-0.18,0.21,0.29,0.01,0.03,-0.17,-0.18,-0.03,-0.12,-0.12,0.19,0.18,0.07,0.25,0.11,0.44,0.07,-0.14,-0.47,-0.32,-0.43,-0.2,-0.17,0.14,-0.27,-0.36,-0.09,0.08,-0.32,-0.03,-0.12,0.03,-0.01,0.04,-0.09,-0.07,-0.25,-0.17,0.31,-0.3,-0.27,0.16,0.14,0.06,-0.14,-0.29,-0.25,-0.34,-0.51,-0.32,-0.1,-0.25,-0.3,0.44,0.25,-0.27,0.5,0.01,-0.47,0.07,-0.47,-0.25,-0.47,-0.25,-0.38,-0.09,0.14,-0.01,-0.32,-0.15,0.03,-0.12,-0.32,-0.23,-0.04,0.51,GO0000436@GO0003677@GO0003700@GO0006366@GO0016602@GO0043457
0.24,0.16,0.06,0.69,0.29,0.37,0.58,-0.04,0.16,0.45,0.06,0.41,0.33,0.1,0.2,0.3,0.37,0.14,0.28,-0.22,-0.04,-0.01,0.18,0.3,-0.29,0.28,0.19,0.19,0.12,0.15,0.23,0.24,0.1,-0.07,0.07,-0.1,0.04,-0.2,-0.07,-0.17,-0.18,0.01,-0.22,-0.89,0.3,-0.09,0.21,?,-0.01,-0.01,-0.27,-0.86,-0.94,-0.29,-1.06,-1.15,0.71,0.23,-0.42,-0.45,-0.43,-0.23,0.06,-0.22,0.01,-0.38,-0.25,-0.23,-0.2,-0.34,0.25,0.6,-0.69,-0.47,0.24,-0.07,-0.36,0.48,-0.74,GO0003677@GO0006303@GO0006337@GO0006355@GO0006368@GO0008270@GO0016586@GO0043044
-0.29,-0.23,0.15,0.52,0.31,-0.03,0.28,-0.3,-0.14,-0.49,-0.23,-0.06,0.4,-0.22,-0.04,-0.34,-0.3,-0.6,-0.97,0.06,-0.07,-0.03,0.25,-0.01,0.2,0.06,0.06,0.07,-0.14,0.01,-0.18,0.2,-0.92,-0.56,-0.1,0.03,-0.43,-0.09,-0.14,1.42,0.06,-0.56,-0.76,-0.67,-0.54,-0.29,-0.51,-0.23,0.82,-0.32,-0.86,-0.45,0.51,0.88,-0.69,0.46,0.11,-0.84,0.16,-0.56,-0.07,?,-0.07,0.36,-0.4,-0.74,-0.43,-0.62,-0.15,0.16,-0.4,-0.6,0.07,?,0.59,-0.22,-0.45,0.12,0.46,GO0005777@GO0005778@GO0005779@GO0005783@GO0007031@GO0007165@GO0016559@GO0019395@GO0044375@GO1990429
-0.86,-0.22,0.5,0.57,-0.36,0.06,-0.69,-0.43,-0.42,0.2,0.32,0.63,0.31,0.14,-0.1,-0.12,-0.45,-0.32,0.2,0.41,0.03,0.1,0.06,0.37,0.42,0.31,0.14,0.14,0.3,0.06,0.18,0.26,0.03,1.18,0.56,-0.01,-0.43,-0.32,0.54,0.91,0.77,-0.07,-0.15,0.9,0.29,0.2,0.31,-0.07,-0.6,-1.32,-1.69,-1.29,-0.79,0.54,-0.2,0.74,0.23,0.07,-0.03,-0.01,-0.18,0.06,0.04,0.43,0.3,0.11,0.63,0.46,-0.23,0.38,0.23,-0.32,-0.06,0.2,0.39,-0.06,-0.36,0.33,0.16,GO0000009@GO0000136@GO0000137@GO0005789@GO0006487@GO0006491@GO0016757@GO0033164
?,-0.45,0.06,-0.12,0.01,0.03,-0.14,-0.2,0.08,-0.38,0.21,-0.07,0.11,0.06,0.14,0.19,-0.34,-0.17,-0.2,-0.14,?,-0.32,0.1,-0.1,-0.06,-0.07,0.06,0.14,0.08,?,-0.01,?,-0.32,-0.42,-0.32,0.04,-0.36,-0.3,-0.12,0.07,-0.09,-0.17,-0.22,-0.6,-0.23,-0.36,-0.12,0.03,0.12,-0.45,-0.58,-0.62,-0.29,0.37,-0.32,-0.2,0.16,-0.79,0.03,-0.06,-0.54,-0.6,-0.23,-1.03,-0.07,-0.34,0.18,0.14,-0.15,-0.2,-0.6,-0.4,0.28,0.54,1.06,0.18,-0.22,0.18,-0.17,GO0005635@GO0005783@GO0005789@GO0006487@GO0008250@GO0016021@GO0016757@GO0018279
-0.22,-0.2,-0.22,-0.27,-0.25,-0.07,-0.42,-0.32,0.01,0.16,-0.04,-0.18,-0.17,-0.45,-0.18,-0.09,-0.22,-0.14,-0.45,0.14,-0.94,-0.03,-0.29,-0.04,-0.15,0.25,0.12,0.23,0.18,0.15,0.31,0.33,?,-0.06,?,-0.1,-0.18,-0.07,-0.04,0.04,-0.23,-0.22,-0.09,0.58,0.21,-0.09,0.18,-0.06,-0.6,-0.97,-0.67,-0.42,-0.09,0.48,0.31,0.5,-0.64,-0.45,-0.29,0.1,0.41,-0.17,0.01,-0.25,-0.01,-0.22,0.32,0.33,-0.43,-0.12,-0.86,-0.76,-0.32,-0.03,0.21,0.04,-0.17,0.32,-0.18,GO0006888@GO0030134@GO0030173@GO0030176@GO0030246@GO0097367
-0.04,-0.32,-0.18,-0.42,-0.1,-0.6,-0.09,-0.4,-0.06,-0.1,0.1,-0.2,0.2,-0.14,0.33,-0.12,0.42,-0.12,0.18,-0.09,0.31,-0.1,-0.03,0.1,-0.12,0.3,0.69,0.46,0.2,0.7,0.67,0.64,-0.58,-1.32,-1.25,-0.58,-0.06,-0.03,-0.04,0.12,-0.09,0.03,0.29,-0.86,0.06,0.14,0.28,-0.27,-0.23,-0.89,-1.4,-1.22,-0.76,0.96,-0.89,-0.12,-0.43,-0.92,-0.1,0.53,-0.2,-0.18,0.08,-0.71,2.03,1.72,1.94,1.43,-0.6,-0.69,-1.15,-2.47,0.06,0.14,0.59,0.18,0.19,0.46,?,GO0000077@GO0001302@GO0005622@GO0005737@GO0005829@GO0005844@GO0006111@GO0006457@GO0008379@GO0019207@GO0033194@GO0034599@GO0034605@GO0042262@GO0042802@GO0043022@GO0045454@GO0050821@GO0051082@GO0051258@GO0051920@GO0060548@GO0061077@GO0071447@GO0090344@GO1903206
-0.1,-0.56,-0.04,-0.03,0.18,-0.18,0.1,0.28,-0.06,0.2,-0.27,0.21,0.01,-0.86,0.11,-0.14,0.16,0.08,0.63,-0.89,-0.43,-0.38,0.19,0.29,-0.01,-0.03,-0.14,-0.2,0.11,-0.3,-0.38,-0.22,?,0.12,0.08,-0.06,-0.03,-0.07,-1.36,0.11,-0.01,?,0.04,-0.54,0.04,-0.1,0.12,-0.09,-0.25,-0.36,-0.67,-0.29,-0.97,0.67,-0.32,-0.94,-0.15,0.03,-0.2,-0.56,-0.43,-0.58,-0.34,-0.62,0.54,0.41,0.46,0.08,-0.27,0.34,-0.32,-0.2,-0.15,?,-0.03,-0.4,-0.23,-0.29,-1.43,GO0005789@GO0016021@GO0030447@GO0031204@GO0031207
-0.14,-0.6,-0.69,-0.34,?,-0.51,-0.06,-0.56,-0.34,-0.17,-0.14,-0.29,-0.18,-0.42,-0.18,-0.47,-0.69,-0.42,-0.62,-0.51,-0.17,-0.04,-0.17,0.15,-0.06,0.45,0.32,0.55,-0.47,0.08,-0.17,0.1,-0.2,-0.76,-0.76,-0.47,-0.22,-0.25,-0.34,-0.42,-0.67,-0.38,-0.34,-0.42,-0.51,-0.64,-0.6,-0.42,-0.36,-0.97,-1.6,-1.15,-1.18,-0.03,-0.79,-0.81,-0.76,-0.74,-0.36,0.16,-0.62,-0.03,0.06,-0.62,0.81,-0.06,0.43,0.41,0.11,0.2,-0.47,-0.42,0.16,-0.1,0.2,-0.38,-0.47,-0.17,-0.64,GO0008565@GO0030176@GO0031204@GO0031207
-0.56,-0.43,-0.23,0.29,0.08,0.12,0.34,-0.32,-0.17,-0.36,-0.34,-0.34,0.18,-0.4,0.19,-0.27,-0.36,-0.43,-0.67,-0.38,0.28,-0.32,-0.14,0.15,-0.22,0.53,0.33,0.23,0.33,0.29,0.28,0.18,-0.79,-0.09,0.28,0.3,0.01,-0.51,-0.2,0.36,0.41,-0.09,-0.23,-0.71,-0.04,-0.09,0.01,0.01,0.32,-0.23,-0.76,-1.06,-0.97,0.6,-0.81,-1.09,0.58,-0.18,-0.43,-0.15,-0.22,-0.84,-0.14,-0.29,0.6,0.2,0.7,0.62,-0.69,-0.4,-1.43,-2.06,0.06,?,0.36,0.28,0.5,0.31,-0.81,GO0000139@GO0005789@GO0006888@GO0015031@GO0016021@GO0030134
-0.17,-0.51,0.14,0.21,0.06,-0.25,0.21,-0.62,-0.32,-0.69,-0.3,-0.25,?,-0.51,?,-0.62,-0.32,-0.43,-0.1,-0.71,-0.22,-0.15,0.18,0.31,0.42,0.55,0.44,0.28,0.01,0.19,0.2,?,0.11,0.06,0.14,-0.04,-0.17,-0.38,0.08,0.31,-0.09,-0.27,-0.07,-2,-0.25,-0.29,-0.18,-0.2,-0.42,-1.22,-1.18,-1.69,-1.25,0.63,-0.49,-0.81,-0.51,-1.64,0.11,0.46,-0.45,-0.86,0.1,-0.56,0.81,-0.29,0.69,0.99,-0.07,-0.12,?,-0.81,-0.15,0.21,0.65,-0.01,0.52,1.19,-0.23,GO0004582@GO0005783@GO0005789@GO0006488@GO0006506@GO0016021@GO0042175
-0.07,0.23,-0.3,-0.49,-0.49,-0.29,-0.15,-0.27,-0.03,-0.15,-0.2,-0.29,-0.27,-0.76,-0.62,-0.4,-0.47,-0.18,0.48,-0.3,-0.17,-0.23,-0.29,-0.54,-0.6,-0.23,-0.3,-0.36,0.03,-0.12,0.15,-0.06,0.61,-1.29,0.5,-0.07,0.1,0.25,0.34,-0.01,0.18,0.46,0.14,1.34,0.42,0.32,0.49,-0.1,-1.43,-1.94,-2.18,-1.84,-1.69,0.41,-0.23,0.08,-1.56,-1.6,-0.27,-0.51,-0.43,-0.67,-0.94,-1.18,0.19,0.71,0.4,0.36,-1,0.07,-0.2,-0.29,-0.3,-0.54,-0.27,-0.29,-0.22,0.44,-0.62,GO0003677@GO0003682@GO0003713@GO0005634@GO0005667@GO0006303@GO0006369@GO0006972@GO0007329@GO0032968@GO0043618@GO0045944@GO0045945@GO0060261@GO0070898@GO0075297
-0.29,0.12,-0.32,-0.4,-0.69,?,-0.43,-0.07,-0.06,0.37,0.08,?,-0.2,-0.32,-0.47,0.26,-0.07,0.16,0.82,-0.04,0.1,-0.23,-0.38,-0.29,-0.45,-0.12,?,0.03,0.06,0.1,0.29,-0.03,-0.15,-0.07,-0.3,-0.74,-0.89,-0.92,-0.29,-0.6,-0.3,0.16,-0.22,0.85,0.16,-0.1,0.06,0.19,-1.06,-0.89,-1.47,-1.25,-1.06,-0.03,-0.49,-0.04,-0.84,-0.07,0.03,0.16,-0.09,-0.25,-0.38,-0.92,0.91,0.53,0.45,0.28,-0.47,0.16,-0.4,-0.47,-0.14,0.18,-0.2,-0.51,-0.6,0.38,-0.14,GO0000083@GO0000122@GO0000183@GO0000983@GO0000993@GO0001015@GO0001076@GO0003682@GO0005634@GO0006353@GO0006357@GO0006360@GO0006362@GO0006364@GO0006368@GO0016570@GO0016593@GO0031124@GO0031126@GO0031938@GO0032968@GO0035327@GO0045910@GO0051569@GO0070911@GO0090262@GO1990269@GO2001163@GO2001165@GO2001166@GO2001173@GO2001209@GO2001255
