@RELATION 'gasch10.names'

@ATTRIBUTE Heat_Shock_000_minutes__hs_2                                     numeric
@ATTRIBUTE Heat_Shock_000_minutes__hs_2                                     numeric
@ATTRIBUTE Heat_Shock_030inutes__hs_2                                       numeric
@ATTRIBUTE heat_shock_17_to_37_20_minutes                                   numeric
@ATTRIBUTE heat_shock_21_to_37_20_minutes                                   numeric
@ATTRIBUTE heat_shock_29_to_37_20_minutes                                   numeric
@ATTRIBUTE 33C_vs_30C___90_minutes                                          numeric
@ATTRIBUTE 29C_Plus1M_sorbitol_to_33C_Plus_NO_sorbitol___15_minutes         numeric
@ATTRIBUTE dtt_120_min_dtt_2                                                numeric
@ATTRIBUTE dtt_240_min_dtt_2                                                numeric
@ATTRIBUTE 1point5_mM_diamide_5_min                                         numeric
@ATTRIBUTE 1point5_mM_diamide_10_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_30_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_40_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_90_min                                        numeric
@ATTRIBUTE steady_state_1M_sorbitol                                         numeric
@ATTRIBUTE aa_starv_0point5_h                                               numeric
@ATTRIBUTE aa_starv_2_h                                                     numeric
@ATTRIBUTE Nitrogen_Depletion_2_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_4_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_8_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_1_d                                           numeric
@ATTRIBUTE diauxic_shift_timecourse_15point5_h                              numeric
@ATTRIBUTE diauxic_shift_timecourse_18point5_h                              numeric
@ATTRIBUTE diauxic_shift_timecourse_20point5_h                              numeric
@ATTRIBUTE YPD_6_h_ypd_2                                                    numeric
@ATTRIBUTE YPD_8_h_ypd_2                                                    numeric
@ATTRIBUTE YPD_10_h__ypd_2                                                  numeric
@ATTRIBUTE YPD_2_d_ypd_2                                                    numeric
@ATTRIBUTE YPD_stationary_phase_2_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_4_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_8_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_12_h_ypd_1                                  numeric
@ATTRIBUTE YPD_stationary_phase_1_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_2_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_5_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_22_d_ypd_1                                  numeric
@ATTRIBUTE YPD_stationary_phase_28_d_ypd_1                                  numeric
@ATTRIBUTE DBYmsn2/4_real_strain_Plus_37degrees_20_min                      numeric
@ATTRIBUTE DBYyap1_Plus_37degree_heat_repeat                                numeric
@ATTRIBUTE YP_ethanol_vs_reference_pool_car_2                               numeric
@ATTRIBUTE YP_raffinose_vs_reference_pool_car_2                             numeric
@ATTRIBUTE YP_sucrose_vs_reference_pool_car_2                               numeric
@ATTRIBUTE steady_state_15_dec_C_ct_2                                       numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
-0.66,-0.66,1.11,2.07,2.16,1.89,0.72,1.05,1.18,1.65,0.81,1.58,2.5,2.53,1.31,0.01,1.47,0.04,0.72,0.05,1.3,-0.44,1.54,1.97,1.54,2.36,2.44,2.35,1.43,0.81,0.98,2.09,2.89,3.04,1.84,1.83,0.71,1.07,0.88,1.12,1.14,0.92,-0.34,1.19,14/07/11@14/13/01@14/13/04/01@14/13/04/02@16/01@30/01/09/08@32/01/11@34/11/12@34/11/13/07@38/05@40/10/02/03@43/01/03/09@43/03
0.04,0.04,-0.59,0,?,0.04,-0.29,-0.3,-0.16,0.02,-0.29,-0.42,-0.18,0.08,0.49,0.01,0.3,0.18,0.74,0.68,0.99,-0.11,0.1,0.39,0.48,-1.25,-0.7,-0.24,-1.34,0.12,-0.14,?,-0.2,0.11,-0.42,-0.29,0.04,-0.12,-0.27,-0.45,0.06,0.25,-0.06,0.18,10/03/01/01/11@10/03/04/09@20/09/14@42/04/05
-0.2,-0.2,-0.08,-1.32,-0.88,-0.46,-0.36,-0.06,0.17,0.41,0.06,-0.28,-0.14,-0.14,-0.23,-0.09,-0.73,-0.13,0,-0.06,0.07,0.14,-0.71,-0.36,-0.18,0,-0.44,-0.51,-0.39,-0.07,-0.25,0,-0.2,-0.21,-0.65,-0.58,-0.9,-0.83,-0.15,-0.27,-0.21,-0.63,0.15,-0.34,01/05/25@30/01/05/05/01@34/11/03/07@40/01/03@42/04/03@43/01/03/05
0.41,0.41,-0.28,-0.04,0.59,-0.5,0.21,1.06,0.08,0.35,0.52,1.64,1.59,1.51,1.04,0.77,0.16,-0.28,-0.34,-0.16,0.37,0.03,-0.58,0.15,-0.62,0.6,-0.05,-0.3,0.88,-0.13,-0.11,0.23,-0.32,-1.22,-0.48,-0.29,-0.29,-0.84,-0.1,-0.51,0.44,0.09,-0.5,0.1,02/45@16/21/05@20/01/15
0.02,0.02,0.37,-0.3,0,0.39,0.3,-0.17,0.23,0.26,0.16,0.18,0.17,0.09,-0.49,0.01,0.42,0,-0.66,-0.27,-0.33,-0.54,-0.51,0.28,-0.32,0.77,1.07,0.54,-0.18,0,0.37,0.43,-0.09,-0.25,-0.6,?,-0.64,-0.25,-0.29,-0.4,0.53,0.91,-0.15,0.43,01/06@01/07/01@14/10
-0.24,-0.24,0.29,0.04,-0.27,0.48,-0.3,0.79,0.18,-0.33,-0.07,0.45,0.56,0.74,-0.18,0.4,0.33,0.05,0.2,0.34,-0.05,0.29,0.07,0.93,0.72,1.16,1.22,-0.16,-0.28,0.12,-0.01,0.96,1.06,-0.18,-0.06,-0.27,-0.58,0.07,0.93,0.15,0.14,0.49,-0.47,0.31,12/01/01@42/16
-0.29,-0.29,0.55,0.85,0.96,0.8,0.63,0.16,0.19,0.26,0.16,0.04,0.06,-0.04,-0.07,0.32,1.1,0.36,-0.06,-0.12,0.08,0.01,0.06,0.23,0.1,0.54,0.83,0.49,0.54,0.21,0.2,0.18,-0.36,0.38,0.44,0.82,0.04,0.75,0.12,0.4,-0.29,0.28,-0.25,-0.18,14/04@14/13/04/02@18/01/07@20/01/01/01/01
0.8,0.8,-0.08,-0.54,-0.56,-0.22,-0.03,0.25,0.3,-0.47,0.25,0.36,0.11,-0.07,0.15,-0.01,0.42,0.16,0.4,0.38,0.34,0.07,0.18,0.43,-0.45,-0.03,-0.37,-0.45,-1.1,0.37,0.1,0.07,0.04,-0.6,-1.15,-1.64,-2,-1.69,0.32,-0.25,-0.23,0.29,-0.56,0.06,10/03/01@11/04/03/01@11/04/03/03@16/01@16/03/03@16/19@20/01/21@20/09/01
0.13,0.13,0.15,-0.4,-0.3,-0.17,0.41,-0.51,0.72,0.88,-0.04,-0.3,-0.15,0.16,0.38,-0.1,0.11,-0.07,-0.37,-0.08,0.61,1.08,-0.12,-1.03,0.12,0.25,0.43,0.21,0.14,0.29,0.33,0.53,1.12,0.7,1.04,-0.29,0.52,0.48,-0.34,0.18,0.16,0.5,0.36,0.59,01/04@01/05/25@02/19@10/01/09/05@10/03/01/03@10/03/02@10/03/03@10/03/04/05@11/02/03/01/07@11/04/01@12/07@14/07/03@16/01@16/17/09@18/01/01@18/02@30/01/05/01@32/01/05@34/01/01/01@34/11/09@40/01@43/01/03/05
0.55,0.55,-0.25,?,-0.76,0,0,-0.92,-0.75,-1.1,-0.5,-0.56,-0.62,-0.55,-0.96,-0.25,-0.01,-0.54,-1.12,-1.05,-0.53,-0.53,-0.4,-0.04,-0.34,-0.73,-0.72,-0.37,-0.94,-0.17,-0.18,-0.23,0.04,-0.51,-0.07,-0.18,-0.32,-0.23,-0.38,-0.18,0.25,-0.06,0.32,-0.04,01/05@20/01/03@20/01/13@20/03/02/02/01
0.13,0.13,-0.67,-1.06,-1.03,-0.17,-0.04,0.23,-0.33,-0.33,-0.84,-1,-0.64,-0.49,-0.18,-0.23,-0.16,0.2,0.28,0.31,0,0.15,-0.27,-0.34,0.34,0.06,0.04,-0.07,-0.16,0.08,-0.29,-0.76,-0.4,-0.3,0.06,-0.18,-0.36,-0.18,0.03,0.08,-0.22,-0.07,0.2,0.01,99
-0.13,-0.13,0.33,0.57,0.24,0,0.01,0.04,-0.04,-0.08,-0.25,-0.21,0.12,-0.03,-0.03,0.01,0.01,-0.05,0.45,0.4,0.36,0.89,-0.47,0.15,-0.22,0.17,0.84,0.85,0.79,0.15,0.11,0.21,0.33,0.26,0.77,-0.17,-0.45,-0.4,0.59,0.39,0.86,0.41,-0.6,-0.2,10/01/05/01@10/03/01/03@10/03/02@32/01
-0.64,-0.64,-0.35,0.41,0.12,-0.32,?,-0.29,-0.27,-0.07,-0.44,-0.26,-0.19,-0.32,-0.21,0.72,-0.57,-0.59,0.5,0.39,-0.13,0.18,-0.54,0.06,-0.03,-1.72,-0.98,-0.05,-1.02,-0.14,-0.47,-0.29,-1.06,-0.58,-0.42,-1.36,-1.06,?,0.81,-0.18,0,0,0,-0.35,01/04@10/03/01/01/11@10/03/03@10/03/04/01@10/03/04/05@10/03/05/01@14/07/03@16/01@16/19/03@18/01/01@18/02@30/01/05/01/06@30/01/09/11@42/04/05
1.41,1.41,-1.89,-2.18,-2.74,-2.94,0.28,-0.3,-1.58,-1.89,-0.12,-0.99,-2.32,-1.84,-0.21,-0.49,-3.19,-0.94,-1.09,-0.52,-1.86,-1.36,-0.62,-1.32,-1.64,-5.64,-3.66,-3.56,-4.06,0.15,-0.64,-0.56,-4.06,-2.47,-2.94,-3.18,-2.4,-2.56,-0.97,-0.86,0,-0.1,0.58,0.11,11/04/01@12/01/01@16/01
0.83,0.83,-0.36,-2.91,-2.09,-1.96,-0.22,0.44,-1.16,-1.08,-0.25,-0.72,-1.3,-0.94,-0.2,0.5,-1.69,0.08,0.19,0.3,-1.19,-0.96,-0.49,-0.79,-1.09,-3.35,-2.6,-2.76,-1.89,-0.04,-0.07,-0.69,-2.6,-1.99,-2.29,-1.42,-0.27,-1.58,-0.2,-0.04,-0.87,-0.51,0.05,-0.02,01/03/04@01/03/10@11/06/02
0.04,0.04,-0.16,1.66,-0.43,-0.64,-0.42,0.31,0.11,-0.17,-0.28,-0.28,-0.5,-0.41,-0.66,-0.22,0.59,-0.1,0.93,0.67,1.06,1.66,-0.25,-0.06,0.14,-0.83,-0.29,-0.33,-0.25,-0.04,-0.62,-0.69,-0.18,-0.42,-0.29,-0.25,0.57,0.99,0.38,0.25,0.74,0,0,0.16,11/04/03/01@14/10
-0.06,-0.06,1.23,0.72,0.51,0.56,0.08,0.18,0.59,0.94,0.29,0.18,0.29,0.55,0.54,0.11,0.58,0.07,0.21,-0.02,0.95,0.71,-0.12,-0.29,-0.6,0.89,1.27,1.25,1.42,0.33,0.46,0.54,0.9,0.74,0.93,0.86,1.21,1.41,0.31,0.12,0.69,-0.67,-0.03,0.15,01/04@01/07/01
-0.64,-0.64,-0.12,1.57,0.86,0.38,-0.22,-0.58,0.59,0.58,0.18,0.07,0.35,0.26,-0.01,-0.22,0.86,-0.31,-0.1,-0.38,0.85,0.66,-0.25,-0.64,-0.06,1.72,0.86,0.85,0.86,0.08,-0.14,0.41,1.26,1,1.43,1.1,1.33,1.45,0.18,0,0.32,0.49,-0.15,0.26,01/05/25@02/19@18/02/01
-2.25,-2.25,1.16,3.29,1.57,1.41,-0.56,0.31,0.18,1.78,-0.09,0.19,1.37,1.76,0.07,?,2.31,-0.36,-0.11,-0.55,1.03,5.17,0.04,1.59,1.93,4.91,4.91,2.1,6.06,-0.56,-1.03,-1.03,0.92,2.71,3.86,4.84,4.18,4.82,-0.49,1,2.68,-3.06,-3.18,0.14,32/01/01@32/01/03@32/01/04@32/01/05
-0.27,-0.27,0.36,1.5,1.14,1.1,-0.03,-0.04,0.63,0.63,0.31,0.7,0.69,0.69,0.29,-0.27,0.74,-0.18,-0.07,-0.42,0.25,-0.21,-0.18,0,-0.25,2.25,1.13,1.26,0.99,0.46,0.51,0.32,2.12,1.12,0.92,0.92,0.78,0.85,0.23,0.3,0.68,0.71,0.11,0.3,20/01/01/01@20/09/04@34/01/01/01
0.67,0.67,0.14,-0.71,-0.29,-0.84,0.21,-0.25,0.22,0.25,0.21,0.23,-0.05,-0.03,-0.05,-0.23,-0.35,0.13,-0.47,-0.25,-0.63,-1.27,0.3,-0.51,-0.97,0.39,0.37,-0.04,-0.45,0,0.6,0.98,0.38,-0.32,-1,-0.25,-1.18,-1.06,-0.56,-0.74,-0.1,-0.23,0.68,0.74,14/04@14/10@16/01@18/01@18/02/01/01/03@20/01/01/01@20/01/15@20/03/22@20/09/13@20/09/18/09/01@32/07@34/01/01/01@34/01/01/03@42/25
-0.16,-0.16,-1.42,-0.64,0.12,-0.79,-0.15,0.06,-0.48,-0.48,-0.17,-0.14,-0.93,-0.58,0.31,-0.25,-2.06,-0.11,0.01,0.08,-0.64,0.02,-0.09,-0.38,-0.58,-2.64,-1.41,-1.4,-1.87,-0.22,-0.3,?,-1.74,-1.03,-0.86,-1.56,-2.06,-1.94,-0.1,-0.15,-0.07,0.04,0.48,-0.04,10/03/01
-1.84,-1.84,0.59,3.17,3.55,2.9,0.04,1.98,-0.34,0.05,0.99,1.72,1.7,1.77,1.67,0.29,-0.32,-1.09,-0.7,-0.81,-0.18,0.7,0.3,1.04,0.76,0.55,-0.31,-0.33,0.2,0.38,0.43,0.01,0.29,-0.01,0.41,-1.84,-2.64,-2.64,1.96,2.35,-0.2,0.23,-0.03,-0.15,01/04@02/19@10/03/02@14/01@16/01@16/19/03@32/01/05@32/01/07@34/11/03/07@43/01/03/09
-0.7,-0.7,0.25,-0.46,-0.39,-0.48,-0.99,0.09,-0.64,-0.47,0.23,0.25,0.24,0.14,0,0.56,-0.05,0.05,0.11,0.07,0.06,-0.68,-0.29,-0.53,-0.82,-0.33,-0.39,0.04,-0.59,-0.18,-0.06,0.15,-0.81,-0.59,-0.86,-0.13,0.77,-0.78,0.34,0.47,-0.01,-0.01,0.02,-0.23,10/03/03@16/01@32/01/03@40/01@42/04/03@43/01/03/05
0.59,0.59,-0.23,-1.03,-1.12,-0.45,-0.45,0,0.1,-0.76,-0.26,-0.23,-0.3,-0.18,-0.01,0.31,-0.66,-0.15,0.3,0.36,-0.26,-1.01,-0.42,-1.15,-1.47,-1.32,-1.54,-1.33,-1.78,0.07,-0.42,?,-1.94,-1.03,-1.36,-2.64,-3.06,-3.47,0.24,-0.1,-0.79,0.62,-0.22,-0.09,14/04@16/01@20/01/10
0.11,0.11,-0.09,-0.25,0.1,-0.13,0.46,-0.08,0.11,0.1,0.23,0.33,0.22,0.21,-0.03,0.27,-0.51,0.05,-0.23,-0.33,-0.12,-0.23,-0.56,-0.74,-0.76,-0.22,0.04,-0.02,-0.1,-0.09,0.04,0.1,0.39,0.01,0.55,0.99,0.39,0.23,-0.19,-0.08,0.41,0.42,0,0.04,01/05/25@11/02/03/04/01
-1.17,-1.17,1.01,2.72,2.16,2.12,0.58,1.12,-0.31,-0.05,0.35,0.88,1.88,1.77,-0.42,0.04,1.99,-1.05,-0.18,-1.74,0.45,-1.03,-0.92,-0.09,1.33,2.29,2.19,2.04,-0.24,0.12,-0.06,-0.56,2.37,1.92,0.68,2.1,-0.32,-0.27,1.1,1.24,0.85,-0.34,0.19,-0.5,20/01/07@20/09/18/07
0.38,0.38,-0.05,-0.6,-0.19,0.03,-0.12,0.22,0.16,-0.01,-0.26,-0.36,-0.12,-0.31,-0.39,0.09,0.2,0.22,0.32,0.11,0.2,0.4,-0.22,-0.15,-0.22,0.78,0.58,0.69,0.94,-0.18,-0.38,0.23,0.58,0.8,1.17,1.59,0.78,0.73,0.17,0.4,0,-0.6,-0.13,0.54,01/06@10/03/01@10/03/04/01@30/01/09/03@30/01/09/11@40/01@42/01@43/01/03/05
0.33,0.33,-0.39,-0.56,-0.43,-0.23,-0.67,-0.47,-0.25,-0.52,-0.1,-0.09,-0.17,0,0,0.14,0.23,-0.22,0.73,0.66,0.84,0.66,0.06,0.58,-0.17,-0.24,-0.36,-0.09,-0.13,0.11,-0.34,0.03,0,0.01,-0.1,0.04,0.19,-0.58,-0.09,-0.74,-0.09,0.03,0.01,0.96,10/03/01@10/03/03@10/03/04/09
-0.29,-0.29,0.46,1.06,1.1,0.93,-5.06,?,0.62,1.3,0.68,0.98,0.27,0.06,-0.26,0,-0.23,0.12,-0.18,-0.07,-0.04,0.25,0.24,0.49,0.41,1.67,2.8,2.29,0.76,-0.01,0.24,1.04,2.13,1.67,1.35,1.38,0.69,0.77,1.08,-1,0.79,1.12,-0.38,0.48,02/11@02/13@02/45/15@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
-0.43,-0.43,0.19,0.77,0.66,0.28,0.6,0.07,0.34,0.64,0.14,0.36,0.15,0.25,0.24,-0.27,-0.09,1.01,0.51,0.38,0.04,-1.3,0.23,-0.2,-0.29,0.37,0.37,0.42,-0.76,0.32,0.55,1.86,1.43,0.71,0.14,-0.32,-1.03,-0.74,0.06,-0.36,0.23,1.48,0.41,-0.03,02/11/05@02/13/03@16/21/05@20/01/15@42/16
-0.3,-0.3,-0.09,-0.18,0.04,-0.15,0.52,-0.45,0.28,0.77,0.12,0.1,-0.04,-0.14,-0.02,-0.12,0.54,0.41,0.06,0.28,1.12,0.77,-0.49,-0.27,-0.62,0.75,1.15,1.09,1.02,0.16,-0.18,-0.47,0.53,0.3,0.11,0.45,?,0.57,-0.43,0.19,-0.07,0.04,0.42,0.32,99
-0.59,-0.59,0.1,0.69,0.16,0,-0.51,-0.49,-0.15,0.63,0.24,0.12,-0.01,-0.16,-0.29,-0.84,0.34,-0.46,-0.21,-0.22,0.84,2.09,-0.49,0.2,-0.32,2.05,2.44,2.5,2.5,-0.2,-0.14,-0.42,1.36,1.48,1.76,0.83,0.5,0.89,-0.69,0.34,0.34,-0.12,0,0.03,99
1.12,1.12,-0.47,-2.61,-2.48,-1.61,0.31,-0.36,-0.55,-0.5,-0.09,-0.5,-1.11,-1,-0.66,0.02,-0.99,-0.32,-0.99,-0.69,-1.6,-1.22,-0.41,-0.65,-0.84,-2.22,-0.93,-1.45,-0.38,0.28,0.28,0.03,-1.15,-1,-1.26,-0.33,-0.77,-0.69,-0.98,-1.13,-0.35,-0.01,0.76,0.56,11/04/01@12/01@12/04/01@16/01@16/13/01@30/05/02/26
0.7,0.7,0.37,-1.51,-1.22,-0.76,-0.07,-0.51,-0.31,-0.07,0.01,-0.11,-0.74,-0.51,0.01,-0.71,-0.44,-0.18,-0.01,0.05,0.01,0.04,-0.06,-0.03,-0.38,-0.96,-0.52,-0.37,-0.25,-0.06,0.14,0.01,-0.38,-0.74,-0.58,-0.15,1.06,0.72,-0.42,-0.86,0.25,-0.76,0.04,0.08,16/17/09@18/02/03@20/09/07@20/09/16
-0.51,-0.51,-0.13,0.87,0.53,0.71,0.28,0.03,0.16,0.29,0.06,0,-0.11,0.26,0.07,0.12,-0.01,-0.15,0.11,-0.06,0.06,-0.07,0,0.19,0,0.77,1.1,1.2,0.67,0.15,0.24,1.04,0.74,0.79,0.7,-0.43,-0.29,-1.09,0.43,-0.04,0.44,-0.27,-0.45,-0.11,20/01/07@20/09/04
-0.03,-0.03,-0.13,0.89,0.4,0.38,-0.23,-0.15,0.36,0.08,0.15,0.06,-0.05,0.05,-0.11,0.56,0.11,-0.59,-0.12,-0.38,0.01,-0.49,-0.62,-0.79,-0.43,0.2,-0.17,0.11,-0.63,0.32,0.08,0.49,-0.06,-0.43,-0.69,-2,-1.79,-1.84,0.36,0.12,-0.3,0.73,0.19,0.01,14/04@14/10@16/01@20/09/07/25@20/09/13@20/09/18/09/01@42/08@42/09
