@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t0_red_bkg                              numeric
@ATTRIBUTE t0_flag                                 numeric
@ATTRIBUTE t0Point5_green                          numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red                            numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t2_red                                  numeric
@ATTRIBUTE t2_flag                                 numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_red                                  numeric
@ATTRIBUTE t5_red_bkg                              numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red                                  numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t9_flag                                 numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE t11Point5_red_bkg                       numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE gal_ndt80_flag                          numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_red                  numeric
@ATTRIBUTE ndt80_delete_early_red_bkg              numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green                  numeric
@ATTRIBUTE ndt80_delete_mid_green_red              numeric
@ATTRIBUTE ndt80_delete_mid_green_flag             numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t0Point5_correlation                    numeric
@ATTRIBUTE t2_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t11Point5_correlation                   numeric
@ATTRIBUTE ndt80_delete_mid_correlation            numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t0Point5_g/r_ratio                      numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE blast_homology_within_genome            {no,yes}
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
3154,2143,936,0,4587,1277,3084,0,2966,2297,0,3295,1452,2095,794,0,2480,4398,1756,2205,1148,0,4810,3319,1508,1280,0,2456,1727,506,0,1856,1076,0,0.791,0.887,0.95,0.914,0.896,0.911,0.865,0.942,1.179,1.065,1.333,1.426,1.167,1.132,1.302,1.332,1.26,1.31,1.09,1.41,1.63,1.6,1.37,1.38,1.44,?,10/03/03@16/01@32/01/03@40/01@42/04/03@43/01/03/05@43/03
5201,3967,618,0,9540,1096,4639,0,3756,3123,0,5334,1374,3930,734,0,1318,8008,974,3067,968,0,4078,5483,918,1219,0,4779,3214,420,0,4875,2498,0,0.944,0.926,0.943,0.943,0.947,0.94,0.962,1.175,1.904,0.976,1.137,0.698,0.618,0.629,1.458,1.944,1.2,1.97,1.03,1.23,0.73,0.7,0.64,0.92,1.5,?,11/02/03/01/04@14/13/01/01
8214,7107,1342,0,9858,1824,4679,0,7956,2426,0,7470,1612,2109,768,0,6864,4705,1770,3398,916,0,16423,2891,1581,1486,0,7113,2278,580,0,5922,2071,0,0.893,0.905,0.941,0.925,0.899,0.915,0.93,0.894,1.854,3.753,4.278,5.583,4.737,5.771,3.333,2.915,1.09,2.1,3.8,4.36,6.37,5.5,6.66,0.69,3.69,?,01/03/01/03
7970,5758,2042,0,7501,1605,6839,0,6277,5018,0,5323,1742,3268,1070,0,3793,14788,2698,14098,1331,0,8001,5718,1459,1142,0,2592,2570,475,0,4924,4311,0,0.826,0.857,0.923,0.837,0.939,0.934,0.973,0.984,0.878,1.12,1.099,1.243,1.27,1.323,0.928,0.994,1.24,1.01,1.17,1.62,1.36,1.45,1.37,1.11,0.95,?,14/04@20/09/07
7373,5673,1541,0,4073,1436,5235,0,5506,2813,0,4179,1654,2045,871,0,3434,7731,2145,11680,1335,0,4615,2466,933,1057,0,1525,884,420,0,3720,2306,0,0.835,0.887,0.927,0.874,0.928,0.925,0.884,0.991,0.55,2.004,1.906,1.483,1.546,1.824,1.819,1.335,1.13,0.6,1.99,2.15,1.68,1.69,2.03,1.66,1.99,?,14/10@18/02/01/01/01@30/01/05/05/01
12955,11058,1892,0,6732,1236,11541,0,8771,10527,0,9589,1810,6374,1181,0,2923,17850,2076,21827,1168,0,14767,3498,752,1633,0,2751,3216,436,0,6393,4420,0,0.866,0.925,0.953,0.901,0.947,0.95,0.948,0.974,0.485,0.757,1.379,1.473,3.307,4.739,0.749,1.252,1.12,0.51,0.77,1.49,1.53,3.64,4.72,1.57,0.77,?,01/01/03/02/01@01/01/06/06/01/03@01/01/11/02/01@01/01/11/03/01@01/01/11/04/01@01/05/02/04@01/05/02/07@02/01@02/10@16/19/03@16/21/07@20/01/15
3776,3654,634,0,4410,1083,1063,1,2796,1044,0,3195,1425,1151,712,0,1602,1885,925,2177,995,0,4419,3160,745,1810,0,2160,609,402,1,2826,735,0,0.944,0.92,0.943,0.924,0.953,0.979,0.968,0.807,5.089,3.742,4.632,4.372,0.615,1.329,10.783,8.214,0.85,4.91,3.56,4.03,4.33,1.65,1.37,0.75,7.79,yes,12/01/01@12/04@16/01
3304,2141,714,0,5544,1581,2707,0,2896,1435,0,3148,1527,1496,745,0,2348,2770,1285,1728,852,0,4857,1933,1013,1715,0,5697,3333,508,0,3872,2280,0,0.886,0.832,0.924,0.904,0.89,0.903,0.909,1.206,1.645,2.173,2.023,2.532,0.274,2.299,1.621,1.412,1.42,1.97,2.22,2.15,3.01,1.31,2.98,1.78,1.77,?,10/03/01@14/04@20/01/01/01/01@20/09/04@20/09/18/07@34/01/01/01
4413,3749,595,0,2774,1076,4857,0,3072,4697,0,4803,1410,3028,704,0,1530,4544,968,3422,1000,0,8196,2465,745,1623,0,2293,4093,398,0,3318,2920,0,0.963,0.842,0.948,0.96,0.956,0.974,0.979,0.966,0.323,0.455,1.415,1.846,3.376,4.311,0.455,0.954,1.02,0.38,0.48,1.45,1.93,2.93,4.07,0.55,0.47,?,01/05/02/04@01/05/02/07@01/06/05@01/07@02/01@02/10@16/21/07@20/01/15@42/16
2382,1512,686,0,1881,1098,836,0,1820,1259,0,1917,1482,1274,751,0,1771,2736,1040,2599,914,0,1615,978,616,1314,0,958,641,410,0,1814,1286,0,0.815,0.847,0.911,0.782,0.949,0.899,0.943,0.957,1.376,0.969,0.663,1.18,1.209,1.386,1.444,1.099,1.18,1.69,1.07,0.83,1.24,1.44,1.52,2.72,1.61,?,01/04@01/05/02/04@01/05/02/07@01/05/25@02/01/03
5862,4656,738,0,4096,1288,2300,0,4569,3532,0,4920,1948,3021,1149,0,1536,4933,933,6143,1616,0,2128,1558,600,1234,0,4541,2369,484,0,6498,2864,0,0.944,0.97,0.956,0.902,0.938,0.949,0.958,1.088,1.531,1.129,1.49,1.726,1.324,1.097,1.953,2.264,1.11,1.54,1.17,1.58,1.82,1.27,1.15,0.93,2.04,?,10/03/01@12/04/01@12/07@16/01@16/03/03@43/01/03/09
1565,887,573,0,1908,1156,706,0,1575,937,0,1989,1568,1041,746,0,1443,1109,913,1473,842,0,1400,909,729,1157,0,845,602,351,0,1474,672,0,0.511,0.8,0.591,0.634,0.426,0.725,0.784,0.578,1.828,0.751,0.883,0.783,-0.079,0.973,1.044,1.858,1.2,2.19,1.09,1.42,2.17,1.01,1.59,1.93,1.38,?,14/07
2513,1723,766,0,3193,1502,1746,0,1880,1147,0,2274,1489,1365,803,0,1794,3240,1250,1577,978,0,2776,2372,1152,1711,0,2405,1555,507,0,1446,725,0,0.774,0.821,0.87,0.854,0.904,0.918,0.84,0.909,1.323,1.243,1.205,1.058,0.368,0.847,1.596,1.508,1.14,1.58,1.34,1.39,1.14,0.98,0.96,1.01,1.65,?,01/03/16/01@10/01/05@11/04/01@12/01
3485,2920,682,0,4811,1243,2908,0,2830,1672,0,3802,1610,1937,834,0,1458,2281,909,2792,950,0,3012,1848,782,1205,0,5918,2070,388,0,9749,3148,0,0.939,0.928,0.952,0.923,0.957,0.965,0.94,0.923,1.372,1.457,1.877,1.881,1.615,1.689,3.076,3.141,1.01,1.45,1.49,1.98,1.92,1.63,1.7,1.35,3.19,?,01/07/01
3956,3048,697,0,3698,1440,4382,0,2751,3259,0,4109,1770,2873,1012,0,1590,2805,935,2943,974,0,2823,3310,778,1163,0,1766,1687,349,0,3209,1679,0,0.925,0.945,0.952,0.951,0.928,0.951,0.966,1.034,0.564,0.523,1.164,1.676,1.189,0.641,0.96,1.881,1.14,0.58,0.56,1.25,1.67,1.25,0.65,1.62,0.94,?,42/19
1931,1034,543,0,2033,1125,632,0,1565,892,0,1688,1342,801,636,0,1666,1457,923,2112,958,0,1334,830,623,1098,0,936,547,421,0,1429,969,0,0.687,0.816,0.767,0.401,0.856,0.676,0.896,0.809,2.845,1.128,0.747,1.669,1.118,0.895,1.349,0.912,1.33,3.7,1.47,2.09,1.92,1.56,1.49,2.62,2.38,?,20/01/01/01/01@34/01/01/01
1873,1120,769,0,1225,947,447,0,1415,796,0,2394,1694,1491,825,1,1493,1390,897,2630,1218,0,1113,685,526,1091,0,805,590,447,0,1041,533,0,0.556,0.673,0.434,0.876,0.937,0.48,0.576,0.404,1.308,0.726,0.956,1.013,0.66,0.488,0.793,0.806,0.9,2.2,1.6,1.05,1.15,0.83,1.07,0.32,1.13,?,20/03
2073,1376,720,0,3483,1557,2684,0,1712,1171,0,2122,1459,1228,775,0,1730,2480,1324,1440,788,0,1993,1548,939,1584,0,2783,2324,465,0,1785,1040,0,0.772,0.863,0.8,0.829,0.889,0.774,0.832,0.859,0.891,0.823,1.194,1.023,0.286,0.852,1.059,1.202,1.05,1.03,0.98,1.46,1.21,0.96,1.13,1.14,1.14,?,01/05@14/07/02/02
3380,2704,778,0,3489,1228,2922,0,3150,2129,0,4168,1523,2459,773,0,1639,2286,1065,2930,1170,0,2897,1512,715,1085,0,2472,1921,384,0,3985,3446,0,0.915,0.933,0.909,0.931,0.931,0.903,0.949,1.007,0.879,1.18,1.48,1.986,2.203,2.117,1.244,1.011,1.02,0.95,1.29,1.56,2,2.62,2.16,1.13,1.27,?,99
2299,1310,637,0,2192,1109,1184,0,1704,974,0,2060,1485,1493,842,0,1632,5319,1112,2348,1108,0,1447,1628,645,1151,0,918,748,454,0,1373,2858,0,0.835,0.933,0.834,0.749,0.908,0.849,0.9,1.309,1.231,1.225,0.614,0.22,0.272,0.402,0.791,0.176,1.48,1.31,1.52,0.88,0.24,0.33,0.44,0.98,1,yes,32/01@42/01
2884,1761,829,0,2618,993,1810,0,2120,1472,0,3867,2561,3278,1905,0,1574,3963,953,3502,1793,0,1662,1310,618,1092,0,2045,2299,450,0,2157,2818,0,0.904,0.937,0.897,0.78,0.903,0.924,0.931,1.423,1.023,0.905,0.745,0.763,0.72,0.876,0.712,0.491,1.42,1.09,1.04,0.95,0.76,0.83,0.98,1.21,0.75,?,01/04@16/19/03@20/01/01/01@20/01/13@20/01/27@20/03/22@20/03/25@32/01/01@32/05/01/03@32/07/05@34/01/01/01
2065,1281,738,0,2692,1378,1946,0,1768,2045,0,2036,1498,2189,863,0,1816,5507,1912,1548,1033,0,1842,2351,1207,1179,0,898,2374,276,0,1145,909,0,0.728,0.783,0.745,0.878,0.825,0.834,0.608,0.824,0.774,0.247,0.368,0.248,0.284,0.387,0.214,0.33,1.22,1.02,0.32,0.4,0.3,0.63,0.53,1.27,0.29,?,10/03/01/03
3869,2889,1204,0,5330,1566,2783,0,3311,1654,0,3592,1558,1452,810,0,2214,2582,1392,2158,1061,0,3820,2294,1381,1142,0,7171,2196,512,0,6828,1489,0,0.85,0.832,0.809,0.882,0.76,0.847,0.916,1.01,1.607,1.348,2.911,2.336,1.215,1.511,3.614,5.796,1.25,1.87,2.46,3.16,3.4,2.46,2.05,0.88,3.81,?,10/03/01@11/02/03/01@11/02/03/04@32/01/03@32/05/01/03@34/11/03/13
2095,1376,920,0,2945,1395,2127,0,1934,1219,0,2070,1469,1298,809,0,1796,1899,1260,1728,998,0,1888,1299,891,1134,0,2333,2002,573,0,2529,2316,0,0.627,0.846,0.706,0.849,0.755,0.685,0.938,0.747,0.948,0.906,1.093,1.09,0.488,0.951,0.969,0.804,1.28,1.1,1.31,1.22,1.57,1.33,1.39,0.4,1.1,?,42/01@43/01/03/05
2408,1637,788,0,2592,1692,2527,0,2368,2137,0,2729,1628,2566,936,0,1638,3342,1025,2532,1260,0,2304,3278,1028,882,0,1965,1956,415,0,3594,4382,0,0.868,0.821,0.897,0.865,0.829,0.87,0.962,0.964,0.414,0.52,0.577,0.491,0.309,0.35,0.927,0.675,1.08,0.54,0.6,0.67,0.58,0.38,0.41,0.38,0.94,?,99
3599,2381,732,0,3322,1273,3244,0,2068,1738,0,2176,1454,1947,766,0,1841,4879,1039,2804,1220,0,1555,1530,706,1129,0,1719,2199,533,0,2412,3454,0,0.818,0.917,0.89,0.874,0.909,0.896,0.929,1.02,0.659,0.691,0.537,0.309,0.49,0.547,0.596,0.455,1.31,0.73,0.74,0.61,0.35,0.55,0.57,1.71,0.64,?,14/07/01@20/09/18/09/01@30/05@34/11/03/07
5552,3804,1164,0,3095,1696,2171,0,4396,5113,0,4326,1841,4790,1030,0,1774,7616,1063,6817,2250,0,1872,1329,606,1087,0,1687,2149,440,1,2019,1940,1,0.918,0.897,0.95,0.881,0.916,0.943,0.92,1.29,0.929,0.629,0.554,0.773,1.174,1.171,0.614,0.664,1.36,1.08,0.68,0.66,0.84,1.2,1.21,1.33,0.62,?,01/04@10/03/01/01/03@10/03/01/01/09@11/02/01@11/02/02@11/02/03/04@14/07/03@16/01@30/01/05@30/05/02/20@32/01/09@34/01@34/07/01@34/11/11@40/01@42/04@43/01/03/05
7108,5418,1208,0,4150,1230,4765,0,3294,5431,0,3167,1671,4158,1121,0,1770,13302,1666,4914,1320,0,2508,2520,764,1547,0,1863,3067,604,0,2548,5481,0,0.834,0.902,0.944,0.874,0.948,0.93,0.942,1.032,0.621,0.432,0.431,0.5,0.675,0.696,0.437,0.303,1.2,0.67,0.43,0.49,0.53,0.76,0.78,1.45,0.46,?,01/01@01/05@01/20/37/01@16/17/09
1205,734,574,0,1086,920,389,0,1344,689,0,1487,1290,753,622,0,1263,974,762,1578,1044,0,1233,863,723,1164,0,621,483,406,0,855,496,0,0.472,0.384,0.529,0.534,0.441,0.341,0.212,0.399,0.589,0.716,0.788,0.618,0.496,0.366,-0.26,0.208,1.23,1.67,1.47,1.5,1.42,1.11,1.16,1.23,0.92,?,01/03/16/01@10/03/01@11/04/01
1765,1197,592,0,3463,1308,3314,0,2173,1605,0,2424,1411,2060,747,0,1892,6810,1863,2058,1106,0,2849,5217,2335,1220,0,2748,2761,510,0,2027,1758,0,0.835,0.81,0.911,0.919,0.888,0.799,0.912,0.826,0.713,0.865,0.728,0.339,0.28,0.305,0.902,0.783,1.06,0.85,0.97,0.77,0.37,0.38,0.4,0.43,0.93,?,99
2182,1515,579,0,3525,1055,2817,0,1805,1222,0,2312,1311,1590,674,0,1460,2398,972,1830,1040,0,1957,1384,739,1366,0,2298,2071,391,0,1960,1498,0,0.877,0.924,0.951,0.944,0.946,0.902,0.948,1.042,0.995,0.993,1.011,1.051,0.845,1.258,0.966,0.976,1.11,1.02,1.1,1.09,1.13,1.08,1.34,2.16,1.02,?,11/02/03/01@11/02/03/04
2918,1786,646,0,2927,1054,1908,0,2518,2605,0,2856,1877,2541,1108,0,1489,4514,893,3077,1159,0,1831,1492,555,1168,0,1593,2413,439,0,2556,2959,0,0.884,0.924,0.892,0.869,0.952,0.936,0.928,1.263,1.06,0.577,0.592,0.77,0.894,0.823,0.498,0.589,1.4,1.17,0.69,0.68,0.8,0.94,0.93,2.65,0.5,?,10/01/05/01@10/03/03
8519,6489,601,0,5042,1183,6120,0,6102,9956,0,5808,2043,9870,1377,0,1639,19693,1123,7389,1302,0,3936,2474,575,1215,0,2706,4465,418,0,2787,7667,0,0.933,0.936,0.935,0.905,0.966,0.93,0.976,1.149,0.643,0.471,0.418,0.52,1.144,1.384,0.518,0.244,1.23,0.68,0.52,0.44,0.53,1.16,1.53,1.24,0.52,?,10/03/02@14/07/11@14/13/01/01@16/01@32/01@43/01/03/09
2632,1774,606,0,3979,1184,2717,0,2518,1701,0,2490,1350,1844,724,0,1630,7881,988,5308,980,0,3279,2773,759,1212,0,1445,1204,428,0,2781,3700,0,0.786,0.887,0.92,0.916,0.95,0.953,0.937,0.901,1.088,1.19,0.965,0.743,0.883,1.003,1.106,0.497,1.17,1.23,1.24,1.01,0.76,0.91,1.06,1.38,1.14,?,10/01/05/01@32/01
2583,1974,826,0,5286,1756,6040,0,2673,2641,0,2969,1458,2619,893,0,2458,5756,2071,2227,1163,0,4616,3535,1929,1379,0,4984,7022,1022,0,2882,4750,0,0.826,0.867,0.934,0.917,0.901,0.84,0.928,0.742,0.686,0.7,0.878,0.918,0.931,1.231,0.618,0.411,1.05,0.79,0.75,0.87,1,1.09,1.38,1.26,0.69,?,01/01@01/07/01@01/20/37/01@16/19/03@32/01/01
3911,2782,1180,0,6668,1745,6049,0,3545,2567,0,3860,1405,2795,797,0,2368,4698,1774,3809,1488,0,4782,4011,1746,1259,0,4610,3478,734,0,4967,3650,0,0.838,0.888,0.956,0.93,0.912,0.864,0.896,1.185,0.992,1.208,1.192,1.19,1.122,0.918,1.274,1.143,1.41,1.1,1.18,1.22,1.23,1.26,1.11,0.95,1.38,?,01/05/25@11/02/03/01@11/02/03/04@34/11/03/07@43/01/03/09
1874,1111,600,0,2185,1227,1619,0,1761,1118,0,1724,1250,1164,647,0,1613,5599,1058,3080,1032,0,1924,1480,669,1112,0,1075,851,456,0,2012,1987,0,0.699,0.762,0.803,0.788,0.922,0.904,0.916,0.911,0.562,0.963,0.741,0.389,0.585,0.949,0.954,0.642,1.34,0.8,1.15,0.91,0.42,0.65,1.03,1.41,1.2,?,01/04@01/05/02/04@01/05/02/07@02/01
5659,3596,657,0,5667,1264,2928,0,4705,2611,0,4446,1900,3014,1239,0,1742,5711,992,5209,1263,0,2399,1379,594,1202,0,5050,3032,458,0,7209,5326,0,0.949,0.928,0.927,0.897,0.956,0.934,0.974,1.402,1.714,1.665,1.304,1.377,1.45,1.697,1.658,1.216,1.45,1.81,1.77,1.43,1.41,1.53,1.79,2.47,1.72,?,01/01/09/06/01@01/01/09/07/01@01/03/01/03@01/03/04/03@01/04@02/07
3244,1989,781,0,3227,1305,3742,0,2570,1863,0,2455,1417,2269,758,0,2116,14937,1962,4801,1017,0,3048,4055,861,2121,0,1760,1423,456,0,2874,3586,0,0.852,0.858,0.919,0.868,0.906,0.916,0.895,1.173,0.524,1.035,0.59,0.262,0.396,0.554,1.099,0.541,1.43,0.59,1.11,0.68,0.29,0.43,0.59,1.68,1.14,?,01/01/06/05/01@01/02/03/01@01/03/01@32/01/03
